gene_1,mHG_stat,mHG_pval,mHG_cutoff,cutoff_val,t_stat,t_pval,w_stat,w_pval,Log2FoldChange,Log2FoldChangeAbs,TP,TN,q_value
ABL1,0.934682251533302,0.988466542601877,0,0.876,-3.3753492437151347,0.000929616644131903,-2.938980637164652,0.0032929364549105352,-0.09067023226651008,0.09067023226651008,0.0,1.0,1.0
ABL1_negation,0.00022534511736457946,0.0019279475515378446,13,-0.624,3.3753492437151347,0.000929616644131903,2.938980637164652,0.0032929364549105352,-0.09067048561397238,0.09067048561397238,0.06,0.9825,0.013132396365547637
AHR,0.9966396123510582,0.999648755096608,0,0.751,-3.616913008581879,0.00039906565421096783,-3.1339840917632547,0.0017245020492970408,-0.17850850412018013,0.17850850412018013,0.0,1.0,1.0
AHR_negation,0.0005117711369965381,0.003967474409921215,0,-0.374,3.616913008581879,0.00039906565421096783,3.1339840917632547,0.0017245020492970408,-0.17850919120715864,0.17850919120715864,0.0,1.0,0.022198963960273467
AR,4.223292503358788e-07,5.774605508646841e-06,28,0.501,4.185096389117405,5.2036349126975025e-05,4.049030064234872,5.143033840557851e-05,0.34904555339097454,0.34904555339097454,0.12,0.96,7.98254290901181e-05
ARNT,0.9731882219273192,0.9961589281105383,0,0.751,-3.1435652851255154,0.0019953947552279415,-2.9378199023158507,0.0033052897097387286,-0.11929871779872744,0.11929871779872744,0.0,1.0,1.0
ARNT_negation,0.005441791632100897,0.030777105573612306,0,-0.374,3.1435652851255154,0.0019953947552279415,2.9378199023158507,0.0033052897097387286,-0.11929913894670513,0.11929913894670513,0.0,1.0,0.116758303052214
AR_negation,0.9076834881171394,0.9816571407670162,101,-0.249,-4.185096389117405,5.2036349126975025e-05,-4.049030064234872,5.143033840557851e-05,0.3490477171856908,0.3490477171856908,0.14,0.7825,1.0
ASH1L,0.004722367386123454,0.027323396680954914,123,0.376,0.5955180831381763,0.5523033661854887,1.3824352049222357,0.16683811277552296,0.038611339037115194,0.038611339037115194,0.25,0.755,0.1089487520023992
ASH1L_negation,0.9539284640807719,0.9924960129859979,0,-0.249,-0.5955180831381763,0.5523033661854887,-1.3824352049222357,0.16683811277552296,0.03861155950346381,0.03861155950346381,0.0,1.0,1.0
ATF1,0.2791776725190512,0.5692855032691826,0,0.751,-4.936157878893576,2.7981668016938635e-06,-4.1074537182911985,4.000449050863782e-05,-0.1409571073769837,0.1409571073769837,0.0,1.0,0.8182391025581524
ATF1_negation,2.6554352398096628e-11,5.040517924182734e-10,65,-0.749,4.936157878893576,2.7981668016938635e-06,4.1074537182911985,4.000449050863782e-05,-0.140957512017721,0.140957512017721,0.34,0.9225,1.316135235758825e-08
ATF2,0.007044574999967674,0.0379876646764437,55,0.626,2.2430235573580557,0.026122985146210975,1.712083901981778,0.08688120756355298,0.053241931444161075,0.053241931444161075,0.11,0.89,0.1358905915499272
ATF2_negation,0.9541320003555336,0.9925605041088584,165,-0.624,-2.2430235573580557,0.026122985146210975,-1.712083901981778,0.08688120756355298,0.05324211111010113,0.05324211111010113,0.24,0.6475,1.0
ATF4,0.9385276544258023,0.9891815519527689,107,0.376,-2.7126435364547805,0.007327993853543261,-2.0680425889474807,0.03863601848314485,-0.1367283728475142,0.1367283728475142,0.13,0.765,1.0
ATF4_negation,0.05455290697141124,0.18961425403728197,0,-0.249,2.7126435364547805,0.007327993853543261,2.0680425889474807,0.03863601848314485,-0.13672919457725488,0.13672919457725488,0.0,1.0,0.36227113576228664
ATF5,0.00011025463122030384,0.001002192295547844,121,0.126,3.2932445542513573,0.0012800384561934192,2.7904065765180976,0.0052641889980449465,0.2601503768645096,0.2601503768645096,0.38,0.7925,0.007721809490286668
ATF5_negation,0.7308681110954004,0.9173645874181388,0,-0.124,-3.2932445542513573,0.0012800384561934192,-2.7904065765180976,0.0052641889980449465,0.26015341775465595,0.26015341775465595,0.0,1.0,1.0
ATF6,0.004816282231448967,0.027816702638910434,113,0.376,0.6974149749595657,0.48677332945939433,1.022994313410129,0.30631053451525303,0.022720019250424595,0.022720019250424595,0.31,0.795,0.1089487520023992
ATF6_negation,0.11853272976097427,0.32916634272807777,22,-0.374,-0.6974149749595657,0.48677332945939433,-1.022994313410129,0.30631053451525303,0.022720133750031086,0.022720133750031086,0.08,0.965,0.5447471164866076
