,gene_1,gene_2,HG_pval,TP,TN,q_value,HG_rank,CCS,MGD,CCS_rank,rank,Plot
1722,STAT4,HDAC1_negation,1.9017146790324524e-09,0.19801980198019803,0.9799498746867168,9.451521954791288e-07,5,1.2794797745874626,0.2534797745874627,21,1,1.0
1714,STAT4,ATF1_negation,2.4114037675544467e-06,0.15841584158415842,0.974937343358396,0.00018158601098099394,33,1.3047336682764707,0.2587336682764708,17,2,1.0
1741,STAT4,YY1_negation,6.486554313060734e-06,0.13861386138613863,0.9799498746867168,0.00032238174935911843,49,1.3396802311646914,0.26568023116469136,6,3,0.0
905,HSF1,STAT4,1.5729869603855936e-08,0.2376237623762376,0.9573934837092731,3.006825074275539e-06,13,1.1722093714173867,0.23220937141738668,60,4,1.0
99,ATF6,STAT4,3.4159940008206346e-06,0.18811881188118812,0.9598997493734336,0.00021766013056510964,39,1.2294565312913186,0.24345653129131864,40,5,1.0
1718,STAT4,CREB3_negation,6.236611868628989e-07,0.21782178217821782,0.9523809523809523,6.199192197417215e-05,25,1.177707801558674,0.23370780155867396,57,6,1.0
1739,STAT4,TWIST2_negation,6.236611868628989e-07,0.21782178217821782,0.9523809523809523,6.199192197417215e-05,24,1.1773055252635403,0.23330552526354048,59,7,1.0
1625,SNAI2,STAT4,6.139231891772468e-07,0.22772277227722773,0.9473684210526315,6.199192197417215e-05,23,1.1518775889686466,0.22787758896864674,69,8,1.0
960,IKBKB,STAT4,1.8785994983791563e-06,0.21782178217821782,0.9473684210526315,0.00015553521383814318,28,1.1621144259230407,0.23011442592304093,65,9,1.0
1733,STAT4,SP1_negation,3.3355818460262947e-06,0.2079207920792079,0.949874686716792,0.00021766013056510964,38,1.1802078015586739,0.23420780155867393,56,10,1.0
1727,STAT4,NFKB1_negation,5.89071576428471e-06,0.19801980198019803,0.9523809523809523,0.0003191267005860557,45,1.1975025115742126,0.23750251157421273,50,11,1.0
1734,STAT4,SPI1_negation,2.9015968555513417e-09,0.2871287128712871,0.9398496240601504,1.0300668837207263e-06,7,1.0700678774152055,0.2120678774152056,89,12,1.0
1542,SMARCB1,STAT4,1.8785994983791563e-06,0.21782178217821782,0.9473684210526315,0.00015553521383814318,29,1.1621144259230407,0.23011442592304093,67,13,1.0
792,HMGA1,STAT4,1.8785994983791563e-06,0.21782178217821782,0.9473684210526315,0.00015553521383814318,30,1.1621144259230407,0.23011442592304093,66,14,1.0
1724,STAT4,HIF1A_negation,0.00015991625748052206,0.12871287128712872,0.9724310776942355,0.004565223348577758,87,1.3271421930486813,0.2631421930486816,10,15,0.0
1719,STAT4,CREM_negation,0.00016166585701200915,0.13861386138613863,0.9674185463659147,0.004565223348577758,88,1.3020929851682306,0.25809298516823054,18,16,0.0
1707,STAT4,WT1,5.293979655633019e-08,0.27722772277227725,0.9323308270676691,8.7703596294987e-06,15,1.057677013553513,0.20967701355351298,93,17,0.0
1715,STAT4,BCL6_negation,9.834882215278379e-06,0.19801980198019803,0.949874686716792,0.00043642289830297807,56,1.1900031157501167,0.23600311575011682,52,18,0.0
1716,STAT4,BRPF1_negation,0.0002720295776040004,0.1188118811881188,0.974937343358396,0.0063176962649153364,105,1.3443466361882392,0.26634663618823917,4,19,0.0
1220,KLF8,STAT4,0.0001564440997391754,0.1485148514851485,0.9624060150375939,0.004520506835486638,86,1.2771517050742787,0.25315170507427864,23,20,0.0
1364,RORA,STAT4,4.118520973227124e-06,0.2376237623762376,0.9323308270676691,0.00025586311546173506,40,1.0970800128624556,0.2170800128624556,78,21,1.0
1499,SMARCA1,STAT4,7.739250355540823e-05,0.1782178217821782,0.949874686716792,0.0024344350801922716,79,1.2096114050435205,0.23961140504352063,46,22,1.0
1187,KLF2,ETS1_negation,7.4489338835212625e-09,0.1485148514851485,0.9924812030075187,1.8510600700550338e-06,10,1.020817340148038,0.20281734014803804,115,23,1.0
1584,SNAI1,STAT4,2.002867944797015e-06,0.25742574257425743,0.924812030075188,0.00015553521383814318,32,1.054594807682321,0.20859480768232128,94,24,1.0
1728,STAT4,PARP1_negation,6.92007860209861e-05,0.18811881188118812,0.9448621553884712,0.002204666067463467,78,1.1847211453577318,0.23472114535773203,55,25,0.0
1713,STAT4,ARNT_negation,1.998301378006101e-05,0.21782178217821782,0.9348370927318296,0.0007759029569289315,64,1.1256143070851357,0.22361430708513585,73,26,0.0
1736,STAT4,TCF4_negation,0.0004600205113650704,0.12871287128712872,0.9674185463659147,0.009072626751922223,125,1.3119510937081817,0.259951093708182,14,27,0.0
1710,STAT4,ZNF148,1.4772244615884428e-05,0.2376237623762376,0.924812030075188,0.0006017873421388984,61,1.075284337164108,0.2132843371641081,85,28,0.0
615,ESR2,STAT4,0.00039425390071101284,0.1485148514851485,0.9573934837092731,0.008164341193890557,120,1.2621588003962594,0.2501588003962595,28,29,0.0
734,HIF1A,STAT4,0.0006725717569991146,0.13861386138613863,0.9598997493734336,0.012758326840784732,131,1.2794535104117983,0.25345351041179826,22,30,0.0
1726,STAT4,NFATC3_negation,0.0013371341471083288,0.10891089108910891,0.9724310776942355,0.02058798721331681,155,1.346399226455115,0.26639922645511516,3,31,0.0
429,DNMT1,STAT4,0.0013670092113469913,0.09900990099009901,0.9774436090225563,0.02058798721331681,162,1.3720881517609977,0.272088151760998,1,32,0.0
675,GABPA,STAT4,2.6698370543496268e-05,0.24752475247524752,0.9147869674185464,0.0010206992430859727,65,1.034608394150379,0.2046083941503789,105,33,1.0
1665,SOX17,STAT4,0.0004569609031422018,0.16831683168316833,0.9448621553884712,0.009072626751922223,123,1.2040743326103194,0.2380743326103195,47,34,1.0
510,ELK1,HDAC1_negation,5.92143034778852e-05,0.10891089108910891,0.9849624060150376,0.001911007066786295,77,1.0533143192685177,0.20931431926851773,95,35,0.0
480,ELK1,KLF2,6.804669958083317e-07,0.16831683168316833,0.974937343358396,6.503694171475786e-05,26,0.963625879300634,0.19162587930063396,153,36,1.0
1735,STAT4,STAT1_negation,0.0021296491928980035,0.10891089108910891,0.9699248120300752,0.029899312114980446,177,1.3395395480564507,0.26553954805645097,7,37,0.0
1334,PIAS1,ETS1_negation,6.486554313060734e-06,0.13861386138613863,0.9799498746867168,0.00032238174935911843,48,0.9930888068674328,0.19708880686743283,136,38,0.0
1997,AR_negation,ETS1_negation,6.486554313060734e-06,0.13861386138613863,0.9799498746867168,0.00032238174935911843,50,0.9932359811217498,0.1972359811217499,135,39,0.0
2250,ETS1_negation,USF2_negation,3.6945661364710474e-05,0.1188118811881188,0.9824561403508771,0.001325405585240553,69,1.02038879967724,0.20238879967724022,117,40,1.0
365,CREBBP,STAT4,0.0011090498043053812,0.15841584158415842,0.9448621553884712,0.019138810859019945,143,1.2147703532381828,0.24077035323818308,44,41,1.0
1712,STAT4,AR_negation,0.0011090498043053812,0.15841584158415842,0.9448621553884712,0.019138810859019945,144,1.2149626609304907,0.2409626609304908,43,42,0.0
1708,STAT4,YBX1,0.0003253482641264959,0.2079207920792079,0.9223057644110275,0.007154782622604799,113,1.098173631167088,0.21817363116708807,77,43,0.0
1237,KLF8,ETS1_negation,4.967088842790537e-08,0.18811881188118812,0.974937343358396,8.7703596294987e-06,14,0.9286041439476553,0.1846041439476554,177,44,1.0
167,BCL6,STAT4,0.001298773503286314,0.1485148514851485,0.949874686716792,0.02058798721331681,153,1.2394624182614913,0.24546241826149132,39,45,0.0
2246,ETS1_negation,TCF4_negation,0.00020632990338311308,0.09900990099009901,0.9849624060150376,0.005397155893758274,94,1.0484562107285662,0.20845621072856624,100,46,0.0
2233,ETS1_negation,HDAC2_negation,1.3786731780755615e-05,0.13861386138613863,0.9774436090225563,0.0005806784487318255,59,0.9858327391438078,0.19583273914380783,138,47,0.0
2241,ETS1_negation,RXRA_negation,4.929129981006404e-06,0.15841584158415842,0.9724310776942355,0.0002848578605302538,42,0.9511159178880007,0.18911591788800075,157,48,1.0
1170,KLF2,STAT4,0.0007881660913711629,0.1782178217821782,0.9348370927318296,0.014384071424144962,135,1.1648308856719432,0.23083088567194343,64,49,1.0
1427,RUNX1,ETS1_negation,4.929129981006404e-06,0.15841584158415842,0.9724310776942355,0.0002848578605302538,43,0.9509811217499331,0.1889811217499331,158,50,1.0
2232,ETS1_negation,HDAC1_negation,8.040075151009116e-10,0.21782178217821782,0.974937343358396,4.994896687564413e-07,4,0.8982812693486085,0.1782812693486085,201,51,1.0
116,ATF6,ETS1_negation,2.9084256526266645e-06,0.16831683168316833,0.9699248120300752,0.00021257169843462534,34,0.9331826987988383,0.18518269879883836,174,52,1.0
1317,PIAS1,STAT4,0.0028942688389367957,0.1188118811881188,0.9624060150375939,0.037265585827761336,192,1.30724604639272,0.2592460463927203,16,53,0.0
1067,IRF2,STAT4,3.2415391559447052e-06,0.297029702970297,0.8972431077694235,0.00021766013056510964,35,0.9336442941827346,0.18564429418273473,173,54,1.0
1642,SNAI2,ETS1_negation,2.4434301706187964e-07,0.18811881188118812,0.9699248120300752,2.759965442721686e-05,22,0.9132414187048865,0.18124141870488653,190,55,1.0
1740,STAT4,USF2_negation,0.002170986881563326,0.13861386138613863,0.9523809523809523,0.030139119556898686,179,1.256570707554895,0.24857070755489508,33,56,0.0
1455,SMAD4,STAT4,0.00030015570528451035,0.22772277227722773,0.9097744360902256,0.006780790251200075,110,1.0403442654219646,0.20634426542196443,104,57,0.0
571,ESR1,ETS1_negation,0.0002497038737544618,0.10891089108910891,0.9799498746867168,0.006024408993008131,103,1.0235220259565954,0.2035220259565952,114,58,0.0
2251,ETS1_negation,YY1_negation,9.576011554665901e-06,0.15841584158415842,0.9699248120300752,0.00043642289830297807,54,0.943520972393655,0.18752097239365503,165,59,1.0
2084,BCL6_negation,ETS1_negation,5.1992330216001644e-05,0.13861386138613863,0.9724310776942355,0.0017710823634437395,72,0.9707764359413759,0.19277643594137595,150,60,0.0
2186,CREM_negation,ETS1_negation,5.592665281655555e-06,0.16831683168316833,0.9674185463659147,0.00031585848238441027,44,0.9258814976372227,0.1838814976372228,179,61,1.0
382,CREBBP,ETS1_negation,0.0004164950461049913,0.09900990099009901,0.9824561403508771,0.0084835261440238,122,1.041078329159027,0.20707832915902707,102,62,0.0
1720,STAT4,ESR2_negation,0.0004060420683003627,0.22772277227722773,0.9072681704260651,0.008338963138234722,121,1.0331392181065027,0.2051392181065027,106,63,0.0
405,DNMT1,ELK1,0.0011340588262523674,0.07920792079207921,0.9874686716791979,0.01917099444379002,146,1.0909133392053239,0.21691333920532396,82,64,0.0
2238,ETS1_negation,PARP1_negation,3.2452136275700234e-06,0.1782178217821782,0.9649122807017544,0.00021766013056510964,37,0.9085156895993864,0.18051568959938644,193,65,1.0
1516,SMARCA1,ETS1_negation,3.2452136275700234e-06,0.1782178217821782,0.9649122807017544,0.00021766013056510964,36,0.9082930432889539,0.18029304328895385,194,66,1.0
2244,ETS1_negation,SPI1_negation,8.393125222903309e-08,0.2079207920792079,0.9649122807017544,1.261834380254034e-05,16,0.8786272424413099,0.17462724244131,215,67,1.0
1742,STAT4,ZBTB2_negation,0.003608386369424231,0.12871287128712872,0.9548872180451128,0.04290354128238859,207,1.274460001557875,0.25246000155787507,24,68,0.0
317,CEBPD,ETS1_negation,0.0002720295776040004,0.1188118811881188,0.974937343358396,0.0063176962649153364,104,0.998325643821827,0.19832564382182705,128,69,0.0
1731,STAT4,RXRA_negation,0.0025840317986137364,0.1485148514851485,0.9448621553884712,0.033796415892395446,190,1.2244243801454815,0.2424243801454815,42,70,0.0
692,GABPA,ETS1_negation,2.871142058897994e-09,0.22772277227722773,0.9674185463659147,1.0300668837207263e-06,6,0.8659033877790692,0.17190338777906933,227,71,1.0
234,BRCA1,STAT4,3.810248774223366e-10,0.37623762376237624,0.899749373433584,3.156156067981688e-07,3,0.8603223852664965,0.1703223852664965,230,72,0.0
2111,BRPF1_negation,ETS1_negation,0.0002720295776040004,0.1188118811881188,0.974937343358396,0.0063176962649153364,106,0.9982811145597404,0.1982811145597405,129,73,0.0
866,HNRNPD,ETS1_negation,5.461501757629958e-05,0.1485148514851485,0.9674185463659147,0.0017857673510145323,76,0.9459313096935779,0.18793130969357794,161,74,0.0
1286,NANOG,ETS1_negation,5.461501757629958e-05,0.1485148514851485,0.9674185463659147,0.0017857673510145323,75,0.9459313096935779,0.18793130969357794,162,75,0.0
2234,ETS1_negation,HIF1A_negation,0.0002720295776040004,0.1188118811881188,0.974937343358396,0.0063176962649153364,107,0.9982805103838364,0.19828051038383643,130,76,0.0
300,CEBPD,STAT4,0.004848659439924821,0.10891089108910891,0.9649122807017544,0.05171209746014241,229,1.3239128129231728,0.2619128129231728,12,77,0.0
1705,STAT4,STAT5A,0.004848659439924821,0.10891089108910891,0.9649122807017544,0.05171209746014241,231,1.3245015099404411,0.2625015099404412,11,78,0.0
2249,ETS1_negation,TWIST2_negation,1.686194272419998e-07,0.2079207920792079,0.9624060150375939,1.995329889030331e-05,21,0.8708916138387238,0.17289161383872392,224,79,1.0
2243,ETS1_negation,SP1_negation,5.9528900363995065e-06,0.1782178217821782,0.9624060150375939,0.0003191267005860557,46,0.9011260340895019,0.17912603408950192,199,80,0.0
1269,NANOG,STAT4,0.0024396940023770144,0.16831683168316833,0.9323308270676691,0.03259483653713377,185,1.167862675310876,0.23186267531087595,61,81,0.0
849,HNRNPD,STAT4,0.0024396940023770144,0.16831683168316833,0.9323308270676691,0.03259483653713377,186,1.167862675310876,0.23186267531087595,62,82,0.0
977,IKBKB,ETS1_negation,9.647828259487583e-08,0.21782178217821782,0.9598997493734336,1.261834380254034e-05,17,0.8532966683443782,0.1692966683443783,236,83,1.0
1559,SMARCB1,ETS1_negation,9.647828259487583e-08,0.21782178217821782,0.9598997493734336,1.261834380254034e-05,18,0.8532966683443782,0.1692966683443783,235,84,1.0
2237,ETS1_negation,NFKB1_negation,1.8330839333908856e-05,0.16831683168316833,0.9624060150375939,0.0007230497737264049,63,0.9108762148429541,0.18087621484295419,191,85,0.0
1732,STAT4,SEC14L2_negation,0.004243167716969874,0.13861386138613863,0.9473684210526315,0.047711636998507403,219,1.2423077871782888,0.2463077871782888,36,86,0.0
809,HMGA1,ETS1_negation,9.647828259487583e-08,0.21782178217821782,0.9598997493734336,1.261834380254034e-05,19,0.8532966683443782,0.1692966683443783,237,87,1.0
2027,ARNT_negation,ETS1_negation,1.9491897384006484e-06,0.19801980198019803,0.9573934837092731,0.00015553521383814318,31,0.8661473200554443,0.17214732005544436,226,88,0.0
1119,IRF7,STAT4,0.004243167716969874,0.13861386138613863,0.9473684210526315,0.047711636998507403,220,1.2421664998941444,0.24616649989414438,37,89,0.0
1737,STAT4,TRIB3_negation,0.004243167716969874,0.13861386138613863,0.9473684210526315,0.047711636998507403,221,1.2421664998941444,0.24616649989414438,38,90,0.0
1796,STAT6,ETS1_negation,0.0001564440997391754,0.1485148514851485,0.9624060150375939,0.004520506835486638,85,0.9310849750939718,0.18508497509397184,175,91,0.0
492,ELK1,STAT4,2.63831349012496e-12,0.4158415841584158,0.899749373433584,3.2781045114802626e-09,2,0.8210940327393434,0.16309403273934353,259,92,0.0
1743,STAT4,ZIC1_negation,0.00504767841750698,0.12871287128712872,0.9523809523809523,0.05315034265891884,234,1.267209820804423,0.2512098208044228,27,93,0.0
1934,ZNF148,ETS1_negation,6.035796751527008e-06,0.18811881188118812,0.9573934837092731,0.0003191267005860557,47,0.8759800681869928,0.17398006818699294,217,94,0.0
184,BCL6,ETS1_negation,3.1482410462512945e-05,0.16831683168316833,0.9598997493734336,0.0011589327110035567,67,0.9033891971351078,0.17938919713510773,198,95,0.0
503,ELK1,BCL6_negation,0.0004600205113650704,0.12871287128712872,0.9674185463659147,0.009072626751922223,126,0.9808315307919997,0.1948315307919997,141,96,0.0
1832,WT1,ETS1_negation,1.5729869603855936e-08,0.2376237623762376,0.9573934837092731,3.006825074275539e-06,12,0.825988976036686,0.16398897603668597,255,97,0.0
1682,SOX17,ETS1_negation,9.074184272434353e-05,0.15841584158415842,0.9598997493734336,0.002801614860811031,80,0.9132930432889539,0.18129304328895385,189,98,0.0
1723,STAT4,HDAC2_negation,0.008092604748745822,0.09900990099009901,0.9674185463659147,0.07531881198739089,265,1.3421415888727775,0.2661415888727775,5,99,0.0
1601,SNAI1,ETS1_negation,4.399039027472989e-09,0.24752475247524752,0.9573934837092731,1.366451497908797e-06,8,0.8155616439176963,0.16156164391769626,266,100,0.0
1901,ZNF143,ETS1_negation,0.0013670092113469913,0.09900990099009901,0.9774436090225563,0.02058798721331681,163,1.0258037536799804,0.2038037536799805,111,101,0.0
1966,ZNF76,ETS1_negation,0.0013670092113469913,0.09900990099009901,0.9774436090225563,0.02058798721331681,164,1.0258037536799804,0.2038037536799805,112,102,0.0
1759,STAT5A,ETS1_negation,0.0004600205113650704,0.12871287128712872,0.9674185463659147,0.009072626751922223,124,0.9658404386416927,0.1918404386416927,152,103,0.0
1410,RUNX1,STAT4,0.006917527915868662,0.12871287128712872,0.949874686716792,0.06753947812048403,252,1.2603050089677679,0.250305008967768,31,104,0.0
527,ELK1,TWIST2_negation,0.00023015589606843498,0.15841584158415842,0.9548872180451128,0.0056657337272707385,98,0.9136811289401257,0.18168112894012567,185,105,1.0
473,ELK1,HMGA1,0.00023015589606843498,0.15841584158415842,0.9548872180451128,0.0056657337272707385,97,0.9136811289401257,0.18168112894012567,188,106,1.0
490,ELK1,SNAI2,0.00013377176857282705,0.16831683168316833,0.9523809523809523,0.00405393713296921,82,0.8957794568208963,0.1777794568208963,203,107,1.0
476,ELK1,IKBKB,0.00023015589606843498,0.15841584158415842,0.9548872180451128,0.0056657337272707385,99,0.9136811289401257,0.18168112894012567,186,108,1.0
488,ELK1,SMARCB1,0.00023015589606843498,0.15841584158415842,0.9548872180451128,0.0056657337272707385,100,0.9136811289401257,0.18168112894012567,187,109,1.0
511,ELK1,HDAC2_negation,0.002272932458043381,0.09900990099009901,0.974937343358396,0.031034270100207706,181,1.0330845776361044,0.20508457763610435,107,110,0.0
1730,STAT4,RUNX1_negation,0.0019701326068967953,0.21782178217821782,0.899749373433584,0.028136663954819174,174,1.0204991391741665,0.20249913917416645,116,111,0.0
2236,ETS1_negation,NFATC3_negation,0.001254515489811307,0.1188118811881188,0.9674185463659147,0.020509677580138802,152,0.975533107840905,0.193533107840905,143,112,0.0
495,ELK1,WT1,0.00020590460260269257,0.16831683168316833,0.949874686716792,0.005397155893758274,91,0.888432518045386,0.1764325180453861,210,113,0.0
47,ASH1L,ETS1_negation,0.00039425390071101284,0.1485148514851485,0.9573934837092731,0.008164341193890557,118,0.9159207441050405,0.1819207441050407,184,114,0.0
632,ESR2,ETS1_negation,0.00039425390071101284,0.1485148514851485,0.9573934837092731,0.008164341193890557,119,0.9160298802433481,0.18202988024334804,183,115,0.0
1721,STAT4,ETS1_negation,4.617592711801406e-18,0.49504950495049505,0.9072681704260651,1.1474717888826494e-14,1,0.7632516847020662,0.15125168470206632,310,116,0.0
516,ELK1,PARP1_negation,0.0003525275528203934,0.15841584158415842,0.9523809523809523,0.0075519911099886,116,0.9059313096935782,0.17993130969357798,196,117,0.0
471,ELK1,GABPA,0.0010189392786793935,0.13861386138613863,0.9573934837092731,0.017831437376889386,142,0.9405578640734039,0.18655786407340386,170,118,0.0
2209,ESR2_negation,ETS1_negation,4.455820590698833e-05,0.18811881188118812,0.9473684210526315,0.0015595372067445914,71,0.8463272496315025,0.1683272496315026,242,119,0.0
922,HSF1,ETS1_negation,0.00020590460260269257,0.16831683168316833,0.949874686716792,0.005397155893758274,92,0.8734426342468871,0.17344263424688722,221,120,0.0
498,ELK1,ZNF148,1.4544607664663898e-05,0.2079207920792079,0.9423558897243107,0.0006017873421388984,60,0.8264227993017524,0.16442279930175244,254,121,0.0
1381,RORA,ETS1_negation,0.0003525275528203934,0.15841584158415842,0.9523809523809523,0.0075519911099886,115,0.8908768190188583,0.1768768190188583,207,122,0.0
2056,ATF1_negation,ETS1_negation,0.003607796635944279,0.09900990099009901,0.9724310776942355,0.04290354128238859,206,1.0108766642299902,0.2008766642299903,119,123,0.0
2252,ETS1_negation,ZBTB2_negation,0.0003099382065933624,0.16831683168316833,0.9473684210526315,0.0068853304890005825,111,0.8657450437603109,0.17174504376031094,228,124,0.0
554,ESR1,STAT4,0.015999721438993683,0.09900990099009901,0.9624060150375939,0.11903984364041707,330,1.327545073519719,0.2635450735197191,9,125,0.0
2245,ETS1_negation,STAT1_negation,0.003267236101874679,0.10891089108910891,0.9674185463659147,0.04019347382751771,201,0.985768736443491,0.19576873644349105,139,126,0.0
75,ATF6,ELK1,0.0007725817631636305,0.15841584158415842,0.9473684210526315,0.014384071424144962,133,0.8905877533044928,0.17658775330449272,208,127,1.0
2253,ETS1_negation,ZIC1_negation,0.0028942688389367957,0.1188118811881188,0.9624060150375939,0.037265585827761336,191,0.9609752347797603,0.1909752347797604,154,128,0.0
518,ELK1,RUNX1_negation,0.00023027730642025942,0.18811881188118812,0.9373433583959899,0.0056657337272707385,101,0.8314351774180019,0.16543517741800184,250,129,0.0
251,BRCA1,ETS1_negation,5.371997521810516e-09,0.27722772277227725,0.9423558897243107,1.4832682046332369e-06,9,0.7413521606528694,0.14735216065286943,343,130,0.0
1472,SMAD4,ETS1_negation,9.132024294796519e-05,0.19801980198019803,0.9373433583959899,0.002801614860811031,81,0.8062025696949361,0.1602025696949361,273,131,0.0
2446,SPI1_negation,YY1_negation,5.274048084299265e-05,0.0891089108910891,0.9924812030075187,0.0017710823634437395,74,0.7985828729612807,0.1585828729612808,280,132,0.0
921,HSF1,ESR2_negation,0.0011759535281837112,0.0594059405940594,0.9949874686716792,0.019744895388760286,148,0.8831943279366942,0.17519432793669432,212,133,0.0
515,ELK1,NFKB1_negation,0.0001953329139760006,0.19801980198019803,0.9323308270676691,0.005393358791448461,90,0.8062780417510516,0.16027804175105156,272,134,0.0
1729,STAT4,POU4F2_negation,0.009461851275788335,0.18811881188118812,0.9047619047619048,0.08477282398156322,277,1.065586385170627,0.21158638517062722,90,135,0.0
2304,HIF1A_negation,SPI1_negation,0.00014252852202435511,0.0891089108910891,0.9899749373433584,0.004216468776553839,84,0.791230047215598,0.1572300472155979,286,136,0.0
2248,ETS1_negation,TWIST1_negation,0.004848659439924821,0.10891089108910891,0.9649122807017544,0.05171209746014241,230,0.9787362237907494,0.1947362237907494,142,137,0.0
487,ELK1,SMARCA1,0.003608386369424231,0.12871287128712872,0.9548872180451128,0.04290354128238859,208,0.9436793164124135,0.18767931641241348,164,138,0.0
472,ELK1,HIF1A,0.008092604748745822,0.09900990099009901,0.9674185463659147,0.07531881198739089,262,1.010817340148038,0.2008173401480381,120,139,0.0
210,BRCA1,ELK1,9.803982773798601e-06,0.2376237623762376,0.9273182957393483,0.00043642289830297807,55,0.7511710227250031,0.1491710227250031,327,140,1.0
483,ELK1,PIAS1,0.008092604748745822,0.09900990099009901,0.9674185463659147,0.07531881198739089,263,1.0105471436959985,0.20054714369599863,121,141,0.0
2239,ETS1_negation,POU4F2_negation,0.0009385760015474007,0.16831683168316833,0.9398496240601504,0.01654156995634958,141,0.8437452864293103,0.16774528642931041,244,142,0.0
489,ELK1,SNAI1,0.0015626768659850409,0.15841584158415842,0.9423558897243107,0.022842658893957802,170,0.8755051859263966,0.17350518592639644,218,143,0.0
1711,STAT4,ZNF76,0.0194302126007412,0.1188118811881188,0.9473684210526315,0.13120673454576598,366,1.2615765945250677,0.24957659452506778,29,144,0.0
1709,STAT4,ZNF143,0.0194302126007412,0.1188118811881188,0.9473684210526315,0.13120673454576598,367,1.2615765945250677,0.24957659452506778,30,145,0.0
1825,WT1,ATF1_negation,0.015487762651162277,0.07920792079207921,0.974937343358396,0.11769752351112618,327,1.1369542843561382,0.22695428435613824,72,146,0.0
2175,CREB3_negation,SPI1_negation,0.00020632990338311308,0.09900990099009901,0.9849624060150376,0.005397155893758274,95,0.7661873304812237,0.15218733048122363,308,147,0.0
484,ELK1,RORA,0.0021639049238709107,0.15841584158415842,0.9398496240601504,0.030139119556898686,178,0.8681529643566176,0.17215296435661756,225,148,0.0
491,ELK1,SOX17,0.00504767841750698,0.12871287128712872,0.9523809523809523,0.05315034265891884,235,0.9355466943089626,0.1855466943089626,171,149,0.0
509,ELK1,ETS1_negation,9.475196868410717e-09,0.2871287128712871,0.9348370927318296,2.14053311072733e-06,11,0.7088557857082939,0.14085578570829388,398,150,0.0
