,gene_1,gene_2,HG_pval,rank
3253,BCL6_negation,CEBPZ_negation,1.0721678345178561e-15,62
403,CEBPB,FOS_negation,1.3404209941846196e-15,63
621,CTNNB1,POU2F2,1.463424835231966e-15,64
480,CEBPD,CEBPZ_negation,2.0095368523342786e-15,65
1327,FLI1,CEBPZ_negation,2.0095368523342786e-15,66
3288,BRPF1_negation,CEBPZ_negation,2.0095368523342786e-15,67
2267,MYC,RFXANK,7.183146056244622e-15,68
370,CEBPB,KLF4,1.1388473341256074e-14,69
415,CEBPB,RBMX_negation,1.1571037108655222e-14,70
2658,SF1,CEBPZ_negation,1.1933175629293037e-14,71
2470,POU2F2,RBMX_negation,1.244787397965777e-14,72
2555,RFXANK,CDX2_negation,3.31763113352815e-14,73
1605,HDAC3,CEBPZ_negation,3.550181772459931e-14,74
723,DDIT3,CEBPZ_negation,3.550181772459931e-14,75
1307,FLI1,RFXANK,6.0137781817798e-14,76
1930,HSF1,CEBPZ_negation,7.014378845511027e-14,77
1182,ETS1,CEBPZ_negation,7.014378845511027e-14,78
2980,TP53,CEBPZ_negation,7.014378845511027e-14,79
2848,STAT1,CEBPZ_negation,7.014378845511027e-14,80
612,CTNNB1,HSF1,7.014378845511027e-14,81
2577,RFXANK,SEC14L2_negation,7.711716467365467e-14,82
368,CEBPB,IRF1,1.492131400677763e-13,83
654,CTNNB1,HOXA10_negation,1.5753214730000565e-13,84
3691,HOXA10_negation,RBMX_negation,1.793111706564283e-13,85
3180,ATF2_negation,CEBPZ_negation,2.0048231239154214e-13,86
2455,POU2F2,ERG_negation,2.522879033830056e-13,87
3408,CEBPZ_negation,SPI1_negation,4.0818614245596115e-13,88
3419,CEBPZ_negation,ZIC1_negation,4.0818614245596115e-13,89
3415,CEBPZ_negation,WWTR1_negation,4.0818614245596115e-13,90
3400,CEBPZ_negation,MLLT10_negation,4.0818614245596115e-13,91
2398,PER1,CEBPZ_negation,4.0818614245596115e-13,92
3391,CEBPZ_negation,ESR1_negation,4.0818614245596115e-13,93
802,DMAP1,CEBPZ_negation,4.0818614245596115e-13,94
3403,CEBPZ_negation,PML_negation,4.0818614245596115e-13,95
2230,MLLT3,CEBPZ_negation,4.0818614245596115e-13,96
366,CEBPB,HSF1,1.1179348193199743e-12,97
1398,FOSL2,CEBPZ_negation,1.1179348193199743e-12,98
2343,PARP1,CEBPZ_negation,1.1179348193199743e-12,99
3488,ERG_negation,HOXA10_negation,1.9143789628808993e-12,100
1672,HES1,CEBPZ_negation,2.351929677959445e-12,101
1108,ESR2,CEBPZ_negation,2.351929677959445e-12,102
3022,USF1,CEBPZ_negation,2.351929677959445e-12,103
406,CEBPB,HDAC1_negation,3.17170134142377e-12,104
2033,IRF1,RFXANK,4.692102536999172e-12,105
3569,FOS_negation,HOXA10_negation,4.692102536999172e-12,106
2435,POU2F2,SMAD4,5.6222172601891965e-12,107
2550,RFXANK,ATF1_negation,8.588492270539095e-12,108
2540,RFXANK,SMAD4,8.60862109099754e-12,109
3395,CEBPZ_negation,FOXO1_negation,1.3419834044832629e-11,110
1033,ERG,CEBPZ_negation,1.3419834044832629e-11,111
3412,CEBPZ_negation,TWIST1_negation,1.3419834044832629e-11,112
3394,CEBPZ_negation,FOSL2_negation,1.3419834044832629e-11,113
1913,HSF1,SMAD4,1.3419834044832629e-11,114
3508,ERG_negation,ZBTB2_negation,1.884693809554778e-11,115
1652,HES1,RFXANK,3.3451826246037e-11,116
3406,CEBPZ_negation,RUNX1_negation,3.3451826246037e-11,117
90,ATF5,CEBPB,3.443929413240607e-11,118
2461,POU2F2,HDAC1_negation,5.252531524350688e-11,119
2479,POU2F2,WT1_negation,5.509395998794959e-11,120
2571,RFXANK,NFATC3_negation,7.389578118476432e-11,121
562,CREM,CEBPZ_negation,7.5837666811479e-11,122
1678,HES1,FOS_negation,7.5837666811479e-11,123
3103,ZNF76,CEBPZ_negation,7.5837666811479e-11,124
2608,RUNX1,CEBPZ_negation,7.5837666811479e-11,125
395,CEBPB,CDX2_negation,1.1095761639159435e-10,126
3148,ATF1_negation,FOS_negation,1.1880613072867915e-10,127
2566,RFXANK,HDAC1_negation,1.5424346579862857e-10,128
2113,IRF7,CEBPZ_negation,1.7943839954786482e-10,129
3411,CEBPZ_negation,TRIB3_negation,1.7943839954786482e-10,130
2505,PPARG,CEBPZ_negation,1.7943839954786482e-10,131
356,CEBPB,ETS2,2.422868543229957e-10,132
428,CEBPB,ZBTB2_negation,2.474996167897488e-10,133
2447,POU2F2,ATM_negation,2.5362363344558185e-10,134
2450,POU2F2,CDX2_negation,2.733360419051546e-10,135
424,CEBPB,WT1_negation,3.2564974760674065e-10,136
392,CEBPB,ATM_negation,3.3962047845834304e-10,137
2150,KLF4,POU2F2,3.621184473585089e-10,138
1468,GABPB2,CEBPZ_negation,4.245165946803849e-10,139
1867,HOPX,CEBPZ_negation,4.245165946803849e-10,140
608,CTNNB1,HES1,4.245165946803849e-10,141
3410,CEBPZ_negation,STAT3_negation,4.245165946803849e-10,142
1908,HSF1,POU2F2,4.245165946803849e-10,143
3389,CEBPZ_negation,ELL_negation,4.245165946803849e-10,144
3355,CEBPD_negation,CEBPZ_negation,4.245165946803849e-10,145
1941,HSF1,HOXA10_negation,4.245165946803849e-10,146
1718,HIF1A,RFXANK,4.3382426408622995e-10,147
390,CEBPB,ATF1_negation,5.289611787625415e-10,148
2567,RFXANK,HDAC9_negation,5.817079272922359e-10,149
1305,FLI1,POU2F2,6.440852079117838e-10,150
3641,HDAC1_negation,HOXA10_negation,7.394006180229762e-10,151
206,ATF6,POU2F2,7.394006180229762e-10,152
2472,POU2F2,SEC14L2_negation,7.394006180229762e-10,153
1948,HSF1,RBMX_negation,9.496873255448747e-10,154
1957,HSF1,WT1_negation,9.496873255448747e-10,155
2265,MYC,POU2F2,1.2011865741972297e-09,156
1162,ETS1,RFXANK,1.554348798845876e-09,157
2558,RFXANK,CREM_negation,2.1880326227716267e-09,158
427,CEBPB,YY1_negation,2.1941586310649836e-09,159
1233,ETS2,POU2F2,2.3031115008469655e-09,160
1690,HES1,RBMX_negation,2.354137479591428e-09,161
1675,HES1,ERG_negation,2.354137479591428e-09,162
1933,HSF1,ERG_negation,2.354137479591428e-09,163
1960,HSF1,YY1_negation,2.354137479591428e-09,164
3399,CEBPZ_negation,KLF2_negation,2.354137479591428e-09,165
2587,RFXANK,YY1_negation,2.4467467754539285e-09,166
2543,RFXANK,STAT1,3.2756633913827294e-09,167
935,ELK1,POU2F2,4.203749579927176e-09,168
2031,IRF1,POU2F2,4.42290057274851e-09,169
380,CEBPB,SMAD4,6.694477569321252e-09,170
3497,ERG_negation,SEC14L2_negation,7.53331504229549e-09,171
417,CEBPB,SEC14L2_negation,7.631943945801466e-09,172
1517,GTF2I,RFXANK,8.771103146069023e-09,173
3169,ATF1_negation,WT1_negation,1.0581999146113779e-08,174
2718,SMAD4,HOXA10_negation,1.0853573052383547e-08,175
1574,HDAC3,HSF1,1.293453064628566e-08,176
1936,HSF1,FOS_negation,1.293453064628566e-08,177
3063,YBX1,CEBPZ_negation,1.293453064628566e-08,178
208,ATF6,RFXANK,1.3513170222857296e-08,179
120,ATF5,POU2F2,1.4184649055113013e-08,180
2183,KLF4,HOXA10_negation,1.491842478707844e-08,181
2441,POU2F2,TP53,1.6992832362687356e-08,182
1266,ETS2,HOXA10_negation,1.6992832362687356e-08,183
2580,RFXANK,STAT3_negation,1.9572627113574674e-08,184
3700,HOXA10_negation,WT1_negation,2.2260219712778545e-08,185
937,ELK1,RFXANK,2.461086882252621e-08,186
968,ELK1,HOXA10_negation,2.501633568852383e-08,187
3140,ATF1_negation,CDX2_negation,2.533621630238253e-08,188
362,CEBPB,HES1,3.1007102311276006e-08,189
2449,POU2F2,BRPF1_negation,3.1007102311276006e-08,190
3483,ERG_negation,FOS_negation,3.1680891295443013e-08,191
649,CTNNB1,FOS_negation,3.233728480371153e-08,192
372,CEBPB,MYC,3.2758783499702226e-08,193
2483,POU2F2,ZBTB2_negation,3.2758783499702226e-08,194
2579,RFXANK,STAT1_negation,3.692618944410965e-08,195
122,ATF5,RFXANK,3.883865279962426e-08,196
383,CEBPB,STAT1,4.067789995275771e-08,197
1378,FOSL2,RFXANK,4.067789995275771e-08,198
1781,HMGA1,POU2F2,4.067789995275771e-08,199
1970,IKBKB,POU2F2,4.067789995275771e-08,200
2436,POU2F2,SMARCB1,4.067789995275771e-08,201
3333,CDX2_negation,HOXA10_negation,4.067789995275771e-08,202
2478,POU2F2,TWIST2_negation,4.067789995275771e-08,203
3328,CDX2_negation,FOS_negation,4.7477256327346905e-08,204
358,CEBPB,FOSL2,5.997189788903428e-08,205
363,CEBPB,HIF1A,6.874030403009971e-08,206
2323,PARP1,RFXANK,6.874030403009971e-08,207
35,ASH1L,RFXANK,6.874030403009971e-08,208
3567,FOS_negation,HDAC1_negation,6.912841372786462e-08,209
1925,HSF1,ATM_negation,7.042133351866547e-08,210
1692,HES1,SEC14L2_negation,7.042133351866547e-08,211
313,BCL6,CEBPZ_negation,7.042133351866547e-08,212
197,ATF6,HSF1,7.042133351866547e-08,213
602,CTNNB1,ETS2,7.84160186562278e-08,214
2445,POU2F2,ATF1_negation,8.461884795882167e-08,215
3162,ATF1_negation,SEC14L2_negation,8.461884795882167e-08,216
3153,ATF1_negation,HOXA10_negation,8.461884795882167e-08,217
398,CEBPB,CREM_negation,8.55944892657303e-08,218
2539,RFXANK,SF1,9.433679142928171e-08,219
2064,IRF1,HOXA10_negation,1.0629878820547977e-07,220
1583,HDAC3,POU2F2,1.1259125249193717e-07,221
1101,ESR2,ATF1_negation,1.3789168316085557e-07,222
1376,FOSL2,POU2F2,1.3789168316085557e-07,223
616,CTNNB1,KLF4,1.384335430789842e-07,224
1226,ETS2,IRF1,1.568617279673195e-07,225
1716,HIF1A,POU2F2,1.6462846665245085e-07,226
351,CEBPB,DNMT1,1.875109061389921e-07,227
652,CTNNB1,HDAC1_negation,2.423511405894969e-07,228
2178,KLF4,FOS_negation,2.819034624479361e-07,229
352,CEBPB,ELK1,2.8334671056562053e-07,230
3576,FOS_negation,RBMX_negation,2.8334671056562053e-07,231
782,DMAP1,RFXANK,3.459756815773195e-07,232
2210,MLLT3,RFXANK,3.459756815773195e-07,233
2570,RFXANK,MLLT10_negation,3.459756815773195e-07,234
2378,PER1,RFXANK,3.459756815773195e-07,235
2573,RFXANK,PML_negation,3.459756815773195e-07,236
2545,RFXANK,TFDP3,3.459756815773195e-07,237
2585,RFXANK,WWTR1_negation,3.459756815773195e-07,238
1683,HES1,HOXA10_negation,3.7996565667771794e-07,239
1220,ETS2,HES1,3.7996565667771794e-07,240
1707,HIF1A,HSF1,3.7996565667771794e-07,241
1650,HES1,POU2F2,3.7996565667771794e-07,242
1667,HES1,ATM_negation,3.7996565667771794e-07,243
3173,ATF1_negation,ZBTB2_negation,4.1252960005158e-07,244
239,ATF6,HOXA10_negation,4.206206461354852e-07,245
419,CEBPB,STAT1_negation,4.722548154342893e-07,246
3223,ATM_negation,FOS_negation,4.722548154342893e-07,247
393,CEBPB,BCL6_negation,4.885791095849888e-07,248
2046,IRF1,ATF1_negation,4.885791095849888e-07,249
2321,PARP1,POU2F2,4.885791095849888e-07,250
1409,FOSL2,HOXA10_negation,4.885791095849888e-07,251
2354,PARP1,HOXA10_negation,4.885791095849888e-07,252
1585,HDAC3,RFXANK,4.987779523711415e-07,253
1345,FLI1,RBMX_negation,6.200868944938816e-07,254
1703,HES1,ZBTB2_negation,6.452893622425368e-07,255
1699,HES1,WT1_negation,6.452893622425368e-07,256
135,ATF5,ATF1_negation,6.485111904639456e-07,257
373,CEBPB,PARP1,6.485111904639456e-07,258
2170,KLF4,CDX2_negation,6.485111904639456e-07,259
636,CTNNB1,ATF1_negation,7.234340168004216e-07,260
3661,HDAC1_negation,ZBTB2_negation,7.234340168004216e-07,261
3228,ATM_negation,HOXA10_negation,7.234340168004216e-07,262
2561,RFXANK,ESR1_negation,8.298794618429973e-07,263
3436,CREM_negation,RBMX_negation,8.930806471550899e-07,264
2280,MYC,ATF1_negation,9.569399322225542e-07,265
701,DDIT3,POU2F2,9.922405341713853e-07,266
3156,ATF1_negation,NFATC3_negation,9.922405341713853e-07,267
2453,POU2F2,CREM_negation,1.2323049340397309e-06,268
3137,ATF1_negation,ATM_negation,1.4661475380254477e-06,269
2158,KLF4,STAT1,1.4661475380254477e-06,270
1711,HIF1A,KLF4,1.4661475380254477e-06,271
2991,TP53,HOXA10_negation,1.5740820020984505e-06,272
2482,POU2F2,YY1_negation,1.5740820020984505e-06,273
2586,RFXANK,YBX1_negation,1.5740820020984505e-06,274
255,ATF6,WT1_negation,1.613586851032453e-06,275
3145,ATF1_negation,ERG_negation,1.6278283346938271e-06,276
618,CTNNB1,MYC,1.6278283346938271e-06,277
107,ATF5,HES1,2.0319902509287278e-06,278
3167,ATF1_negation,TWIST1_negation,2.0319902509287278e-06,279
1928,HSF1,CDX2_negation,2.0319902509287278e-06,280
1905,HSF1,MYC,2.0319902509287278e-06,281
111,ATF5,HSF1,2.0319902509287278e-06,282
1665,HES1,ATF1_negation,2.0319902509287278e-06,283
926,ELK1,HSF1,2.0319902509287278e-06,284
2039,IRF1,STAT1,2.0666725284922607e-06,285
128,ATF5,STAT1,2.0666725284922607e-06,286
3486,ERG_negation,HDAC1_negation,2.1133780021427945e-06,287
3340,CDX2_negation,RBMX_negation,2.3653839448575184e-06,288
674,CTNNB1,ZBTB2_negation,2.3653839448575184e-06,289
2298,MYC,HOXA10_negation,2.4879380416945426e-06,290
3487,ERG_negation,HDAC9_negation,2.4879380416945426e-06,291
1731,HIF1A,ATF1_negation,2.722241298956119e-06,292
3171,ATF1_negation,YBX1_negation,2.722241298956119e-06,293
423,CEBPB,TWIST2_negation,2.771717154517914e-06,294
3160,ATF1_negation,RBMX_negation,2.877181524051428e-06,295
1670,HES1,CDX2_negation,3.1658645651086482e-06,296
1373,FOSL2,MYC,3.1658645651086482e-06,297
1655,HES1,SMAD4,3.1658645651086482e-06,298
1077,ESR2,HSF1,3.1658645651086482e-06,299
2181,KLF4,HDAC1_negation,3.461227460208638e-06,300
2462,POU2F2,HDAC9_negation,3.461227460208638e-06,301
2440,POU2F2,TFDP3,3.461227460208638e-06,302
1248,ETS2,ATF1_negation,3.8695056037968505e-06,303
3299,BRPF1_negation,HOXA10_negation,3.8695056037968505e-06,304
1282,ETS2,WT1_negation,4.2560744585977496e-06,305
2583,RFXANK,TWIST2_negation,4.47263612987788e-06,306
2199,KLF4,WT1_negation,4.943211473554292e-06,307
2175,KLF4,ERG_negation,4.943211473554292e-06,308
1258,ETS2,ERG_negation,4.943211473554292e-06,309
641,CTNNB1,CDX2_negation,4.943211473554292e-06,310
606,CTNNB1,GTF2I,5.068203685000571e-06,311
2554,RFXANK,BRPF1_negation,5.068203685000571e-06,312
113,ATF5,IRF1,5.068203685000571e-06,313
653,CTNNB1,HDAC9_negation,5.102005672067855e-06,314
2190,KLF4,RBMX_negation,5.102005672067855e-06,315
3703,HOXA10_negation,YY1_negation,5.102005672067855e-06,316
2544,RFXANK,STAT5A,5.102005672067855e-06,317
3331,CDX2_negation,HDAC1_negation,5.691300623206954e-06,318
629,CTNNB1,STAT1,5.691300623206954e-06,319
2469,POU2F2,PPARD_negation,5.691300623206954e-06,320
1515,GTF2I,POU2F2,5.691300623206954e-06,321
293,BCL6,RFXANK,5.691300623206954e-06,322
1086,ESR2,POU2F2,5.854096733872594e-06,323
1330,FLI1,ERG_negation,5.854096733872594e-06,324
2056,IRF1,ERG_negation,6.025223872312244e-06,325
1972,IKBKB,RFXANK,6.788622800055462e-06,326
2541,RFXANK,SMARCB1,6.788622800055462e-06,327
1783,HMGA1,RFXANK,6.788622800055462e-06,328
1261,ETS2,FOS_negation,6.831227019393283e-06,329
3589,FOS_negation,ZBTB2_negation,6.926586147432764e-06,330
1275,ETS2,SEC14L2_negation,7.2176587521894235e-06,331
1741,HIF1A,ERG_negation,7.600946758827268e-06,332
3656,HDAC1_negation,TWIST2_negation,8.021151858565934e-06,333
2542,RFXANK,SOX17,8.021151858565934e-06,334
3353,CDX2_negation,ZBTB2_negation,8.27283609607404e-06,335
1749,HIF1A,HOXA10_negation,8.287767158008528e-06,336
858,DNMT1,POU2F2,8.287767158008528e-06,337
3650,HDAC1_negation,SEC14L2_negation,8.866679912382202e-06,338
2474,POU2F2,STAT1_negation,8.999090578269843e-06,339
2481,POU2F2,YBX1_negation,9.212997875963574e-06,340
2439,POU2F2,STAT5A,9.212997875963574e-06,341
663,CTNNB1,SEC14L2_negation,9.357537020978107e-06,342
3823,RBMX_negation,ZBTB2_negation,9.357537020978107e-06,343
1901,HSF1,IRF1,1.0771733265673335e-05,344
1952,HSF1,STAT1_negation,1.0771733265673335e-05,345
1950,HSF1,SEC14L2_negation,1.0771733265673335e-05,346
1926,HSF1,BCL6_negation,1.0771733265673335e-05,347
3143,ATF1_negation,CREM_negation,1.1641382129318955e-05,348
291,BCL6,POU2F2,1.1641382129318955e-05,349
1479,GABPB2,HOXA10_negation,1.1641382129318955e-05,350
145,ATF5,ERG_negation,1.2174033714178936e-05,351
2084,IRF1,ZBTB2_negation,1.2174033714178936e-05,352
670,CTNNB1,WT1_negation,1.3193477157377558e-05,353
2546,RFXANK,TP53,1.3511996992790617e-05,354
1448,GABPB2,RFXANK,1.4227267383148321e-05,355
703,DDIT3,RFXANK,1.4227267383148321e-05,356
2485,PPARG,RFXANK,1.4227267383148321e-05,357
148,ATF5,FOS_negation,1.4289889419594254e-05,358
3585,FOS_negation,WT1_negation,1.4503023894753555e-05,359
3152,ATF1_negation,HDAC9_negation,1.4629995125547813e-05,360
1160,ETS1,POU2F2,1.4629995125547813e-05,361
1230,ETS2,MYC,1.4629995125547813e-05,362
2202,KLF4,YY1_negation,1.4661204198983993e-05,363
2155,KLF4,SMAD4,1.4661204198983993e-05,364
3693,HOXA10_negation,SEC14L2_negation,1.4661204198983993e-05,365
661,CTNNB1,RBMX_negation,1.4990038615029372e-05,366
1903,HSF1,KLF4,1.524818700493774e-05,367
1681,HES1,HDAC1_negation,1.524818700493774e-05,368
1924,HSF1,ATF2_negation,1.524818700493774e-05,369
354,CEBPB,ESR2,1.5426018378079482e-05,370
3491,ERG_negation,NFATC3_negation,1.5791674611062628e-05,371
963,ELK1,FOS_negation,1.5791674611062628e-05,372
153,ATF5,HOXA10_negation,1.5791674611062628e-05,373
3325,CDX2_negation,ERG_negation,1.664206772666221e-05,374
367,CEBPB,IKBKB,1.91055364933846e-05,375
2305,MYC,RBMX_negation,1.91055364933846e-05,376
381,CEBPB,SMARCB1,1.91055364933846e-05,377
364,CEBPB,HMGA1,1.91055364933846e-05,378
3819,RBMX_negation,WT1_negation,2.0102224775733018e-05,379
117,ATF5,MYC,2.015045862055524e-05,380
542,CREM,RFXANK,2.015045862055524e-05,381
614,CTNNB1,IRF1,2.157412030178165e-05,382
603,CTNNB1,FLI1,2.2663451353243056e-05,383
1243,ETS2,TFDP3,2.2663451353243056e-05,384
2886,STAT5A,ATF1_negation,2.2663451353243056e-05,385
3151,ATF1_negation,HDAC1_negation,2.2663451353243056e-05,386
1416,FOSL2,RBMX_negation,2.2663451353243056e-05,387
483,CEBPD,ERG_negation,2.425263786698119e-05,388
646,CTNNB1,ERG_negation,2.433247991791599e-05,389
2553,RFXANK,BCL6_negation,2.529282938573412e-05,390
1756,HIF1A,RBMX_negation,2.5852918548955213e-05,391
2059,IRF1,FOS_negation,2.646689111936886e-05,392
2401,PER1,ERG_negation,2.7185362469999187e-05,393
3699,HOXA10_negation,TWIST2_negation,2.7185362469999187e-05,394
3505,ERG_negation,WWTR1_negation,2.7185362469999187e-05,395
3493,ERG_negation,PML_negation,2.7185362469999187e-05,396
805,DMAP1,ERG_negation,2.7185362469999187e-05,397
2233,MLLT3,ERG_negation,2.7185362469999187e-05,398
3490,ERG_negation,MLLT10_negation,2.7185362469999187e-05,399
2574,RFXANK,PPARD_negation,2.752666238632475e-05,400
2716,SMAD4,HDAC1_negation,2.7575334945114433e-05,401
2547,RFXANK,USF1,2.7575334945114433e-05,402
1088,ESR2,RFXANK,2.9415956451526736e-05,403
411,CEBPB,NFATC3_negation,2.9415956451526736e-05,404
407,CEBPB,HDAC9_negation,2.9415956451526736e-05,405
3164,ATF1_negation,STAT1_negation,3.307654859142393e-05,406
1265,ETS2,HDAC9_negation,3.307654859142393e-05,407
1446,GABPB2,POU2F2,3.393923420522667e-05,408
917,ELK1,FLI1,3.393923420522667e-05,409
1215,ETS2,FLI1,3.393923420522667e-05,410
460,CEBPD,RFXANK,3.802609550953926e-05,411
179,ATF6,CTNNB1,3.802609550953926e-05,412
2001,IKBKB,HDAC1_negation,3.832864827169953e-05,413
2764,SMARCB1,HDAC1_negation,3.832864827169953e-05,414
1812,HMGA1,HDAC1_negation,3.832864827169953e-05,415
3660,HDAC1_negation,YY1_negation,3.832864827169953e-05,416
3655,HDAC1_negation,TWIST1_negation,4.103590906113483e-05,417
414,CEBPB,PPARD_negation,4.2037500779164716e-05,418
988,ELK1,ZBTB2_negation,4.2037500779164716e-05,419
360,CEBPB,GTF2I,4.2037500779164716e-05,420
394,CEBPB,BRPF1_negation,4.2037500779164716e-05,421
3429,CREM_negation,HOXA10_negation,4.537163436175667e-05,422
2766,SMARCB1,HOXA10_negation,4.537163436175667e-05,423
2003,IKBKB,HOXA10_negation,4.537163436175667e-05,424
1814,HMGA1,HOXA10_negation,4.537163436175667e-05,425
2868,STAT1,SEC14L2_negation,4.593352037670401e-05,426
1333,FLI1,FOS_negation,4.593352037670401e-05,427
2559,RFXANK,ELL_negation,4.593352037670401e-05,428
2062,IRF1,HDAC1_negation,4.593352037670401e-05,429
657,CTNNB1,NFATC3_negation,4.7531233646687483e-05,430
2317,MYC,YY1_negation,4.7531233646687483e-05,431
357,CEBPB,FLI1,4.792605628596821e-05,432
3657,HDAC1_negation,WT1_negation,4.792605628596821e-05,433
2564,RFXANK,FOSL2_negation,4.792605628596821e-05,434
2866,STAT1,RBMX_negation,4.835838622388407e-05,435
2475,POU2F2,STAT3_negation,4.835838622388407e-05,436
1300,FLI1,KLF4,5.348060148876612e-05,437
1530,GTF2I,ATF1_negation,5.348060148876612e-05,438
1224,ETS2,HSF1,5.660889609834636e-05,439
849,DNMT1,HSF1,5.660889609834636e-05,440
1653,HES1,RUNX1,5.660889609834636e-05,441
1939,HSF1,HDAC1_negation,5.660889609834636e-05,442
1073,ESR2,HES1,5.660889609834636e-05,443
1916,HSF1,STAT1,5.660889609834636e-05,444
1912,HSF1,SF1,5.660889609834636e-05,445
1506,GTF2I,HSF1,5.660889609834636e-05,446
1918,HSF1,TFDP3,5.660889609834636e-05,447
379,CEBPB,SF1,5.919736241036377e-05,448
3504,ERG_negation,WT1_negation,6.0500202837743245e-05,449
2477,POU2F2,TWIST1_negation,6.35774767642142e-05,450
3704,HOXA10_negation,ZBTB2_negation,6.613756481413626e-05,451
3499,ERG_negation,STAT1_negation,6.677265776972247e-05,452
1119,ESR2,HOXA10_negation,6.887187466459021e-05,453
1401,FOSL2,ERG_negation,6.887187466459021e-05,454
1320,FLI1,ATF1_negation,7.194993436891344e-05,455
922,ELK1,HES1,7.194993436891344e-05,456
1961,HSF1,ZBTB2_negation,7.194993436891344e-05,457
955,ELK1,CDX2_negation,7.36050192656538e-05,458
1765,HIF1A,WT1_negation,7.36050192656538e-05,459
638,CTNNB1,ATM_negation,7.774605000536603e-05,460
2904,STAT5A,HOXA10_negation,7.862098117205677e-05,461
1404,FOSL2,FOS_negation,7.862098117205677e-05,462
3702,HOXA10_negation,YBX1_negation,7.862098117205677e-05,463
237,ATF6,HDAC1_negation,7.862098117205677e-05,464
14,ASH1L,ETS2,7.862098117205677e-05,465
1338,FLI1,HOXA10_negation,8.072592235436585e-05,466
