gene_1,mHG_stat,mHG_pval,mHG_cutoff,cutoff_val,t_stat,t_pval,w_stat,w_pval,Log2FoldChange,Log2FoldChangeAbs,TP,TN,q_value
ABL1,0.005325624198212199,0.030543650871874953,0,0.876,-0.2911763760485887,0.7713181706868132,-0.3268816051909336,0.7437574344302682,-0.008101915498938359,0.008101915498938359,0.0,1.0,0.06241528656426621
ABL1_negation,0.002059708277631406,0.013561812025996899,13,-0.624,0.2911763760485887,0.7713181706868132,0.3268816051909336,0.7437574344302682,-0.008101937740878683,0.008101937740878683,0.0297029702970297,0.974937343358396,0.030644479097204528
AHR,0.9998726757315102,0.9999895547850213,149,0.626,-7.089180672189363,2.411830076949557e-11,-5.487602041861004,4.0742666565467e-08,-0.31203421749656396,0.31203421749656396,0.06930693069306931,0.6441102756892231,1.0
AHR_negation,9.825026359051775e-10,1.7149696775754917e-08,0,-0.374,7.089180672189363,2.411830076949557e-11,5.487602041861004,4.0742666565467e-08,-0.3120354564175452,0.3120354564175452,0.0,1.0,1.87450174060577e-07
AR,0.08140610142269089,0.255286155069412,72,0.376,-0.6067407038019117,0.5448744333979936,-0.4359706314515872,0.66285803775775,-0.04647611337067745,0.04647611337067745,0.1188118811881188,0.849624060150376,0.40312064002362313
ARNT,0.46406511686125335,0.7538921175729597,0,0.751,-3.7846263050658155,0.00022138543442954209,-3.6404125936594074,0.00027220150250876487,-0.1495374743863117,0.1495374743863117,0.0,1.0,0.976113761044879
ARNT_negation,2.3663533374098944e-07,3.2979586413219837e-06,92,-0.499,3.7846263050658155,0.00022138543442954209,3.6404125936594074,0.00027220150250876487,-0.14953800575400453,0.14953800575400453,0.2871287128712871,0.8421052631578947,2.1831557203117357e-05
AR_negation,0.305946713797985,0.6027583487464034,101,-0.249,0.6067407038019117,0.5448744333979936,0.4359706314515872,0.66285803775775,-0.046476423911755764,0.046476423911755764,0.19801980198019803,0.7969924812030075,0.8307813017912306
ASH1L,0.9998070078655387,0.9999851190206422,169,0.251,-4.810032853399394,2.836396594925469e-06,-3.282307627595283,0.001029612120715055,-0.2857709802283888,0.2857709802283888,0.1782178217821782,0.6215538847117794,1.0
ASH1L_negation,1.8661849122901568e-06,2.3982912244036894e-05,0,-0.249,4.810032853399394,2.836396594925469e-06,3.282307627595283,0.001029612120715055,-0.28577273313886675,0.28577273313886675,0.0,1.0,0.00012665133432244202
ATF1,0.007898802550546126,0.04230158068528424,0,0.751,-1.4688124941243919,0.14414412212957856,-1.1124767837040501,0.2659332068109703,-0.032447087788394925,0.032447087788394925,0.0,1.0,0.08353673496673779
ATF1_negation,0.006247070540653607,0.03487807296350646,65,-0.749,1.4688124941243919,0.14414412212957856,1.1124767837040501,0.2659332068109703,-0.03244717875211356,0.03244717875211356,0.18811881188118812,0.8847117794486216,0.07005424911473519
ATF2,0.0025285233304473765,0.016154821204861364,55,0.626,-1.0265865915536303,0.3060581932017539,-0.8615334759454442,0.3889442920768842,-0.025669110453825604,0.025669110453825604,0.039603960396039604,0.8721804511278195,0.03548021479572355
ATF2_negation,0.09210480191828202,0.2787815218975771,45,-0.499,1.0265865915536303,0.3060581932017539,0.8615334759454442,0.3889442920768842,-0.02566919849344891,0.02566919849344891,0.0891089108910891,0.9097744360902256,0.42819384082307593
ATF4,0.7847319987192835,0.9423419117478606,107,0.376,-3.4777226167098405,0.0006332463491922464,-2.945789182628673,0.003221318719313277,-0.17570547699260783,0.17570547699260783,0.1485148514851485,0.7694235588972431,1.0
ATF4_negation,7.146031354029651e-06,8.254114084371524e-05,0,-0.249,3.4777226167098405,0.0006332463491922464,2.945789182628673,0.003221318719313277,-0.17570654205791086,0.17570654205791086,0.0,1.0,0.0004083614336478543
ATF5,0.00021390628890039374,0.0018647319461532706,30,0.251,2.6417825878208783,0.00916468836545501,2.5001817114014098,0.01241296191419305,0.1917172999728393,0.1917172999728393,0.06930693069306931,0.9423558897243107,0.006492029738459535
ATF5_negation,0.025044170807336716,0.10540274122885163,0,-0.124,-2.6417825878208783,0.00916468836545501,-2.5001817114014098,0.01241296191419305,0.1917195694634352,0.1917195694634352,0.0,1.0,0.18623792623142954
ATF6,0.033365749928010696,0.13351831470716097,113,0.376,1.8207122714747142,0.07019803456306163,0.9185835674174467,0.35831343032818763,0.0440094692260265,0.0440094692260265,0.24752475247524752,0.7794486215538847,0.23071179379546194
ATF6_negation,0.0003923899357616667,0.0031672049316605736,22,-0.374,-1.8207122714747142,0.07019803456306163,-0.9185835674174467,0.35831343032818763,0.04400969006807389,0.04400969006807389,0.009900990099009901,0.9473684210526315,0.010337404985281039
ATM,9.868471558773759e-07,1.2612583305354231e-05,35,0.501,2.9794553898084533,0.0032024113093451954,1.9786359427418188,0.04785700985068851,0.04923321151048479,0.04923321151048479,0.04950495049504951,0.924812030075188,7.318412535205542e-05
ATM_negation,0.8689580116935983,0.9711048608453938,103,-0.499,-2.9794553898084533,0.0032024113093451954,-1.9786359427418188,0.04785700985068851,0.049233413341295836,0.049233413341295836,0.07920792079207921,0.7619047619047619,1.0
BACH2,0.032688401675397334,0.1309441814263151,25,0.251,-3.243107069446114,0.0012834664205930134,-0.7805840218297648,0.4350471923530618,-0.03562507296406304,0.03562507296406304,0.009900990099009901,0.9398496240601504,0.22793987137173366
BACH2_negation,0.0010124284970280258,0.007420291449282985,0,-0.249,3.243107069446114,0.0012834664205930134,0.7805840218297648,0.4350471923530618,-0.035625353088949596,0.035625353088949596,0.0,1.0,0.021136587764624258
BCL6,0.41000812627539657,0.7082149117331809,118,0.501,-1.5341851761877379,0.12699556375144608,-1.4462969135334705,0.14809394109170806,-0.05133519574628007,0.05133519574628007,0.19801980198019803,0.7543859649122807,0.9271894387593176
BCL6_negation,0.004171245583636942,0.02511118992067939,101,-0.499,1.5341851761877379,0.12699556375144608,1.4462969135334705,0.14809394109170806,-0.05133539648334688,0.05133539648334688,0.25742574257425743,0.8120300751879699,0.05292492942923459
BRCA1,0.009911119249084045,0.05094649549355448,197,0.376,1.1152398555717882,0.26651818276262307,1.1167169932053476,0.26411534970021644,0.06130379798449991,0.06130379798449991,0.48514851485148514,0.6290726817042607,0.10018766896222012
BRCA1_negation,0.20771077106049687,0.47946621168882864,26,-0.249,-1.1152398555717882,0.26651818276262307,-1.1167169932053476,0.26411534970021644,0.0613041028101937,0.0613041028101937,0.0297029702970297,0.9423558897243107,0.6787624081137033
BRPF1,0.0003756429245902775,0.0030471468199303074,0,0.251,-0.012762047716017974,0.989834157169601,-0.008094945411567932,0.9935412385740835,-0.00040817337225469886,0.00040817337225469886,0.0,1.0,0.010229707181194602
BRPF1_negation,0.040912032511940796,0.1549873307884452,79,-0.249,0.012762047716017974,0.989834157169601,0.008094945411567932,0.9935412385740835,-0.0004081769180490728,0.0004081769180490728,0.15841584158415842,0.8421052631578947,0.258312217980742
CDX2,1.7934017352142223e-12,3.394140901173825e-11,0,0.376,4.770482312964347,3.913649809652881e-06,4.314991377956735,1.5960913267782447e-05,0.23071181763076518,0.23071181763076518,0.0,1.0,8.862479019731654e-10
CDX2_negation,0.9815583351458824,0.9976941713222539,109,-0.249,-4.770482312964347,3.913649809652881e-06,-4.314991377956735,1.5960913267782447e-05,0.2307133150286542,0.2307133150286542,0.1485148514851485,0.7644110275689223,1.0
CEBPA,8.351487354690292e-06,9.666017531871426e-05,10,0.376,8.224572572883474,1.97461236740132e-15,3.3740503422597197,0.000740708202390015,0.18348942664394743,0.18348942664394743,0.039603960396039604,0.9849624060150376,0.0004635743102019969
CEBPA_negation,0.9881981238554526,0.998610506136835,89,-0.374,-8.224572572883474,1.97461236740132e-15,-3.3740503422597197,0.000740708202390015,0.18349046337105507,0.18349046337105507,0.019801980198019802,0.7819548872180451,1.0
CEBPB,0.9856940018287528,0.9983101221803874,49,0.626,-7.206295369843182,1.488944900702375e-11,-6.1614098789762775,7.210009997668264e-10,-0.483914726468,0.483914726468,0.019801980198019802,0.8822055137844611,1.0
CEBPB_negation,2.99119763499585e-17,6.459418877319217e-16,0,-0.249,7.206295369843182,1.488944900702375e-11,6.1614098789762775,7.210009997668264e-10,-0.4839172719395314,0.4839172719395314,0.0,1.0,3.035926872340032e-14
CEBPD,0.6983332429825684,0.9046068665050616,122,0.626,-1.2145167481098635,0.22639190096608153,-1.2886382148034095,0.1975238914369435,-0.041364084417215716,0.041364084417215716,0.18811881188118812,0.7418546365914787,1.0
CEBPD_negation,0.05914109159506753,0.20340939275887562,126,-0.624,1.2145167481098635,0.22639190096608153,1.2886382148034095,0.1975238914369435,-0.041364223436839986,0.041364223436839986,0.2871287128712871,0.7568922305764411,0.3296634986092122
CEBPE,0.9997051996861932,0.9999753002031305,115,0.126,-11.849803398410383,5.949927962080212e-28,-4.47727575977912,7.560156947135851e-06,-0.3986712664390612,0.3986712664390612,0.0,0.7117794486215538,1.0
CEBPE_negation,9.825026359051775e-10,1.7149696775754917e-08,0,-0.124,11.849803398410383,5.949927962080212e-28,4.47727575977912,7.560156947135851e-06,-0.3986768397400558,0.3986768397400558,0.0,1.0,1.87450174060577e-07
CEBPZ,3.8444845892543847e-11,7.026448456994202e-10,0,0.501,9.786148533739464,2.0845752864505417e-20,3.387156444354639,0.0007062110479335427,0.10594183391039777,0.10594183391039777,0.0,1.0,1.2231225091804722e-08
CEBPZ_negation,0.6983332429825684,0.9046068665050616,87,-0.499,-9.786148533739464,2.0845752864505417e-20,-3.387156444354639,0.0007062110479335427,0.10594227362594585,0.10594227362594585,0.0,0.7819548872180451,1.0
CHD4,1.4672362010455658e-15,3.114215318610924e-14,0,0.501,9.192408752353472,1.6347157220555628e-18,4.05479670401348,5.017792326060734e-05,0.09811021484384984,0.09811021484384984,0.0,1.0,1.045486571247953e-12
CHD4_negation,0.9998070078655387,0.9999851190206422,119,-0.499,-9.192408752353472,1.6347157220555628e-18,-4.05479670401348,5.017792326060734e-05,0.09811062397532214,0.09811062397532214,0.0297029702970297,0.7092731829573935,1.0
CIITA,4.223527891751755e-11,7.720049937600013e-10,28,0.376,7.552698755032183,1.6454496443068545e-12,5.911237518399726,3.3954700058035187e-09,0.30871410240120073,0.30871410240120073,0.10891089108910891,0.9573934837092731,1.2958655252400022e-08
CIITA_negation,0.996872851566486,0.9996959763509365,49,-0.249,-7.552698755032183,1.6454496443068545e-12,-5.911237518399726,3.3954700058035187e-09,0.30871605426208887,0.30871605426208887,0.0,0.8771929824561403,1.0
CREB1,0.3323591473437557,0.6343396290365867,32,0.251,-1.4403035745693733,0.1517230012124045,-1.248934434927624,0.21168905557821138,-0.09359374285037805,0.09359374285037805,0.04950495049504951,0.9323308270676691,0.8524878757643095
CREB1_negation,5.346556975006402e-05,0.0005258782755463937,0,-0.124,1.4403035745693733,0.1517230012124045,1.248934434927624,0.21168905557821138,-0.0935947598407866,0.0935947598407866,0.0,1.0,0.002094599911074619
CREB3,0.06482287624435377,0.21813447844440947,0,0.251,-2.690246173219916,0.008080090523103513,-1.9003848037633289,0.05738263966421741,-0.09682154215968727,0.09682154215968727,0.0,1.0,0.3499085490405203
CREB3_negation,0.0001488248357544293,0.0013436223202764387,70,-0.249,2.690246173219916,0.008080090523103513,1.9003848037633289,0.05738263966421741,-0.09682239232542367,0.09682239232542367,0.2376237623762376,0.8847117794486216,0.004933613207265048
CREB5,0.09432562316750283,0.28254955232915036,50,0.376,-2.4482875456770055,0.015066709694987914,-0.990667128939504,0.32184814695181696,-0.03997506436785705,0.03997506436785705,0.04950495049504951,0.8872180451127819,0.4311632779048723
CREB5_negation,2.7611966532252976e-05,0.0002842470085567162,0,-0.374,2.4482875456770055,0.015066709694987914,0.990667128939504,0.32184814695181696,-0.039975270559092085,0.039975270559092085,0.0,1.0,0.0012256522387307947
CREBBP,3.305717276514073e-11,6.352606429448286e-10,38,0.501,6.255590981158349,3.0137661389758137e-09,4.668470660928534,3.034501007245854e-06,0.1284056787001956,0.1284056787001956,0.15841584158415842,0.9448621553884712,1.1483557776310363e-08
CREBBP_negation,0.9997718569774723,0.999981771485137,137,-0.499,-6.255590981158349,3.0137661389758137e-09,-4.668470660928534,3.034501007245854e-06,0.12840620544422457,0.12840620544422457,0.07920792079207921,0.6766917293233082,1.0
