,gene_1,gene_2,HG_pval,TP,TN,q_value,HG_rank,CCS,MGD,CCS_rank,rank,Plot
3229,RFXAP,STAT1_negation,7.22228308623096e-15,0.2897196261682243,0.9745547073791349,1.7481207924627213e-13,158,1.3276104065107825,0.2616104065107825,19,1,1.0
2258,MEF2D,HDAC3_negation,8.967557030112286e-15,0.18691588785046728,1.0,2.0671965881102997e-13,166,1.3659719009061113,0.26797190090611145,15,2,1.0
26,ABL1,MEF2D,4.901585149413371e-14,0.17757009345794392,1.0,1.0487570435208922e-12,180,1.4156123481781377,0.2776123481781376,10,3,1.0
1287,FOS,EGR1_negation,7.027506144348815e-22,0.3177570093457944,0.9923664122137404,5.3363950400937534e-20,51,0.9088804772921313,0.1788804772921314,144,4,1.0
2262,MEF2D,MEF2A_negation,1.6253697117089304e-15,0.19626168224299065,1.0,4.16861828529804e-14,150,1.2048633947506127,0.2368633947506128,52,5,1.0
3205,RFXAP,EZH2_negation,2.6545663393451293e-13,0.16822429906542055,1.0,4.872232919263358e-12,206,1.5319927566168168,0.3019927566168168,1,6,1.0
3185,RFXAP,SRF,2.6368116867056917e-13,0.2523364485981308,0.9796437659033079,4.872232919263358e-12,204,1.3826652827122752,0.2726652827122752,12,7,1.0
3149,RFX5,EGR1_negation,2.698924893811267e-29,0.3925233644859813,0.9949109414758269,1.0452200043305452e-26,10,0.8367487055550965,0.16474870555509652,208,8,1.0
611,CEBPE,EGR1_negation,8.24009356747542e-25,0.3644859813084112,0.989821882951654,9.972385965183321e-23,32,0.8515175300889585,0.16751753008895862,192,9,1.0
3218,RFXAP,NR3C1_negation,2.538487699311659e-16,0.4392523364485981,0.9185750636132316,7.680367612974197e-15,128,1.0049606158252775,0.1989606158252775,108,10,1.0
1446,GATA2,EGR1_negation,3.922701783604188e-23,0.37383177570093457,0.9821882951653944,3.3759009289199678e-21,45,0.8188845396458176,0.1608845396458178,211,11,1.0
4056,EGR1_negation,SP3_negation,2.962991299086586e-14,0.19626168224299065,0.9974554707379135,6.594745524612777e-13,174,1.0534897683769864,0.2074897683769864,96,12,1.0
3999,DDIT3_negation,EGR1_negation,1.0753054810520086e-14,0.21495327102803738,0.9949109414758269,2.449626389990137e-13,169,1.026208791208791,0.2022087912087912,102,13,1.0
3225,RFXAP,SNAI2_negation,1.2954728727227937e-17,0.5046728971962616,0.8931297709923665,4.560921022974465e-16,110,0.8603446803822743,0.17034468038227435,185,14,1.0
4038,EGR1_negation,GATA1_negation,8.973548660200539e-14,0.22429906542056074,0.989821882951654,1.8194820224871156e-12,190,1.000934513481506,0.19693451348150598,110,15,1.0
432,ATF4,EGR1_negation,9.183700586508057e-17,0.308411214953271,0.9770992366412213,2.8452774180744963e-15,125,0.8742671238535901,0.17226712385359003,176,16,1.0
4046,EGR1_negation,NFIC_negation,5.891218362774632e-20,0.37383177570093457,0.9694656488549618,3.259297431872719e-18,70,0.7821683329202125,0.1541683329202126,232,17,1.0
4173,EZH2_negation,SNAI2_negation,4.163248640008151e-11,0.19626168224299065,0.9872773536895675,5.268995605001404e-10,306,1.5296383128150044,0.2996383128150045,2,18,1.0
4053,EGR1_negation,RB1_negation,1.5651917371271027e-15,0.29906542056074764,0.9745547073791349,4.123510698924835e-14,140,0.8765748161612823,0.17257481616128234,168,19,1.0
2316,MITF,EGR1_negation,1.5651917371271027e-15,0.29906542056074764,0.9745547073791349,4.123510698924835e-14,141,0.8765748161612823,0.17257481616128234,169,20,1.0
2447,NCOA6,EGR1_negation,1.5651917371271027e-15,0.29906542056074764,0.9745547073791349,4.123510698924835e-14,142,0.8765748161612823,0.17257481616128234,170,21,1.0
156,AHR,EGR1_negation,1.5651917371271027e-15,0.29906542056074764,0.9745547073791349,4.123510698924835e-14,147,0.8765748161612823,0.17257481616128234,167,22,1.0
2511,NFYB,EGR1_negation,1.5651917371271027e-15,0.29906542056074764,0.9745547073791349,4.123510698924835e-14,145,0.8765748161612823,0.17257481616128234,171,23,1.0
4042,EGR1_negation,HMGN1_negation,1.5651917371271027e-15,0.29906542056074764,0.9745547073791349,4.123510698924835e-14,146,0.8765748161612823,0.17257481616128234,172,24,1.0
249,ARNT,EGR1_negation,7.22228308623096e-15,0.2897196261682243,0.9745547073791349,1.7481207924627213e-13,160,0.8866321022336059,0.17463210223360595,160,25,1.0
