gene_1,mHG_stat,mHG_pval,mHG_cutoff,cutoff_val,t_stat,t_pval,w_stat,w_pval,Log2FoldChange,Log2FoldChangeAbs,TP,TN,q_value,hgrank,fcrank,rank,Plot
KLF2,0.1102749146187982,0.3270108560024039,91,0.626,-2.2434204335666963,0.02642664051891838,-1.780765923676832,0.07495069845434997,-0.06850694704533246,0.06850694704533246,0.2222222222222222,0.8290816326530612,0.5469576595058001,16,19,15,1.0
ESR2,0.41174681427197096,0.7246176810424274,86,0.501,-1.3697673917367572,0.1727149363842648,-1.5908426308665258,0.11164499615467002,-0.07205265527145498,0.07205265527145498,0.1574074074074074,0.8239795918367347,0.9593529861688476,20,16,16,1.0
STAT3,0.04739339103296855,0.17688362939750754,87,0.376,0.4511392324593375,0.6524724565261729,0.6081306227213173,0.5431008435541809,0.0261387594754177,0.0261387594754177,0.2037037037037037,0.8341836734693877,0.41776535586346003,13,23,17,1.0
TCF4,0.07125621292006519,0.24265260308194755,162,0.251,0.8382469335888083,0.4028229385760269,1.23732204622952,0.21596754633168702,0.03990381574399018,0.03990381574399018,0.37037037037037035,0.6887755102040817,0.5304498765047225,14,22,18,1.0
CEBPE,0.03334756566527327,0.13696796849155146,115,0.126,-0.34665961190188455,0.7292128235199751,0.12034743306791684,0.9042079309753287,-0.01953217887826803,0.01953217887826803,0.24074074074074073,0.7729591836734694,0.3537084900605999,12,25,19,1.0
SMARCB1,0.7792103935904598,0.9466202879080718,129,0.501,-2.39123760342644,0.01775488773465209,-1.7341312933630144,0.082894790211138,-0.09254949610997633,0.09254949610997633,0.16666666666666666,0.7168367346938775,1.0,23,15,20,1.0
SF1,0.46739686502894917,0.771079264029786,98,0.126,-1.1714937374319256,0.24288417720391092,-0.7882756865948554,0.43053546608181725,-0.07091452851214118,0.07091452851214118,0.1574074074074074,0.7933673469387755,0.9901837543551897,22,17,21,1.0
ERCC2,0.14590247264547146,0.3951841722446492,90,0.376,-1.144226504910513,0.25389575885293814,-0.40767692951756834,0.6835108771273205,-0.04358111033501288,0.04358111033501288,0.16666666666666666,0.8163265306122449,0.6274883816046795,18,21,22,1.0
SMAD3,0.9173144666471093,0.9870023728432021,193,0.501,-2.6124603532913646,0.009711718334385023,-2.3546727451194607,0.018539024545594984,-0.10052837922786079,0.10052837922786079,0.2962962962962963,0.5892857142857143,1.0,26,14,23,1.0
HOXA7,0.09365091050214562,0.29457240280088587,143,0.501,0.4429988473184294,0.65833894188232,0.5253917624871245,0.5993108787810566,0.016311801342339297,0.016311801342339297,0.3148148148148148,0.7219387755102041,0.5352413613852671,15,26,24,1.0
STAT6,0.20649080413966422,0.4914396545621385,135,0.501,-0.6230677464501334,0.5340887768640206,-0.42572904447775584,0.6703052955444231,-0.02521596474002872,0.02521596474002872,0.26851851851851855,0.7295918367346939,0.730938726722168,19,24,25,1.0
TP63,0.8960471111004089,0.9822520263257724,141,0.501,-2.2281514908891595,0.02709749181565276,-2.118866993452011,0.03410170907034277,-0.053300109508997544,0.053300109508997544,0.16666666666666666,0.6862244897959183,1.0,24,20,26,1.0
FOS,0.12073245846895506,0.3472840235357227,96,0.501,0.26979111669367994,0.7876406399192445,0.24407963769086885,0.8071691424664349,0.011621480838403383,0.011621480838403383,0.18518518518518517,0.8061224489795918,0.5767182117157529,17,27,27,1.0
