,gene_1,gene_2,HG_pval,rank
2321,GATA1_negation,USF2_negation,0.17982294087640505,2173
1570,PPARD,ZBTB7A,0.17982294087640505,2174
187,BCL6,ELK1_negation,0.17982294087640505,2175
1911,SNAI1,MSX2_negation,0.1893454700751449,2176
31,ASH1L,RFXAP,0.1952048109534792,2177
1449,PAX5,BRPF1_negation,0.1952048109534792,2178
1739,RFXAP,HOXA10_negation,0.1952048109534792,2179
198,BCL6,PARP1_negation,0.1952048109534792,2180
2371,HOXA10_negation,MSX2_negation,0.1977178742314682,2181
894,HDAC3,SMAD3,0.19817943929656842,2182
925,HDAC3,RUNX1_negation,0.19817943929656842,2183
924,HDAC3,PARP1_negation,0.19817943929656842,2184
155,BCL6,MYBL1,0.19817943929656842,2185
158,BCL6,NRF1,0.19817943929656842,2186
609,ESR2,SMAD3,0.19817943929656842,2187
1713,RFXAP,SMAD3,0.19817943929656842,2188
1266,MYBL1,ATM_negation,0.19817943929656842,2189
1282,MYBL1,RUNX1_negation,0.19817943929656842,2190
2065,TP63,ZBTB7A,0.19817943929656842,2191
102,ATF4,SMARCA4,0.20002836654266226,2192
2352,HDAC9_negation,MSX2_negation,0.20002836654266226,2193
888,HDAC3,PPARD,0.20002836654266226,2194
1704,RFX1,MSX2_negation,0.20010552719155908,2195
1452,PAX5,ELK1_negation,0.20010552719155908,2196
1840,SMARCA4,HDAC1_negation,0.20010552719155908,2197
1430,PAX5,RFX1,0.20484412608966693,2198
2281,ELK1_negation,HDAC1_negation,0.21153867169673182,2199
2179,AR_negation,RUNX1_negation,0.21803640275532502,2200
1936,SNAI2,HDAC1_negation,0.21803640275532502,2201
61,ASH1L,MSX2_negation,0.22412367546574916,2202
970,HOXA7,HDAC1_negation,0.22639191678479384,2203
2310,GATA1_negation,HDAC1_negation,0.22710809689774436,2204
335,EGR1,ELK4,0.22710809689774436,2205
401,ELK4,ESR2,0.22710809689774436,2206
110,ATF4,TP63,0.22710809689774436,2207
1076,KLF2,HDAC4_negation,0.22710809689774436,2208
407,ELK4,HOXA7,0.22710809689774436,2209
357,EGR1,PPARD,0.22710809689774436,2210
1872,SMARCB1,GATA1_negation,0.22710809689774436,2211
1815,SMAD3,RUNX1_negation,0.22710809689774436,2212
2191,ATF2_negation,HDAC1_negation,0.22710809689774436,2213
2170,AR_negation,HDAC1_negation,0.22941713508657607,2214
2405,RUNX1_negation,TFAP2A_negation,0.22941713508657607,2215
2302,FOSL2_negation,MSX2_negation,0.22941713508657607,2216
72,ATF4,EGR1,0.23379017929068466,2217
23,ASH1L,NRF1,0.23379017929068466,2218
1775,RUNX3,HOXA10_negation,0.23379017929068466,2219
875,HDAC3,HOXA7,0.24323270147596757,2220
0,ASH1L,ATF4,0.25172335601084883,2221
1580,PPARD,GATA1_negation,0.25172335601084883,2222
2176,AR_negation,MSX2_negation,0.26004005175575406,2223
1569,PPARD,TWIST2,0.2660491575030039,2224
2124,ZBTB7A,GATA1_negation,0.2660491575030039,2225
1772,RUNX3,HDAC4_negation,0.2660491575030039,2226
509,ERCC2,GATA1_negation,0.2660491575030039,2227
443,ELK4,CTNNB1_negation,0.2660491575030039,2228
456,ELK4,PARP1_negation,0.2740661436631734,2229
1411,NRF1,HDAC1_negation,0.2740661436631734,2230
200,BCL6,TFAP2A_negation,0.2740661436631734,2231
2290,ELK1_negation,RUNX1_negation,0.2764438846853137,2232
1812,SMAD3,MSX2_negation,0.2764438846853137,2233
1441,PAX5,TP53,0.2764438846853137,2234
1736,RFXAP,HDAC4_negation,0.2764438846853137,2235
642,ESR2,USF2_negation,0.2764438846853137,2236
112,ATF4,ZBTB7A,0.2764438846853137,2237
2400,PARP1_negation,RUNX1_negation,0.28322393743184826,2238
1498,PGR,HDAC1_negation,0.29635054577517006,2239
2350,HDAC9_negation,HOXA10_negation,0.30349479723346284,2240
2370,HOXA10_negation,MLLT10_negation,0.30349479723346284,2241
325,DMAP1,HOXA10_negation,0.30349479723346284,2242
626,ESR2,CTNNB1_negation,0.30805611222446516,2243
503,ERCC2,ATM_negation,0.30805611222446516,2244
440,ELK4,ATF2_negation,0.30805611222446516,2245
166,BCL6,RFXAP,0.30805611222446516,2246
1541,PLAGL2,HDAC4_negation,0.30805611222446516,2247
385,EGR1,HDAC1_negation,0.31544310388330987,2248
1068,KLF2,ATM_negation,0.31544310388330987,2249
902,HDAC3,TP53,0.31544310388330987,2250
103,ATF4,SMARCB1,0.32417854831138626,2251
1465,PAX5,TFAP2A_negation,0.32417854831138626,2252
457,ELK4,RUNX1_negation,0.32675495389504156,2253
452,ELK4,HOXA10_negation,0.32675495389504156,2254
170,BCL6,SMARCB1,0.32675495389504156,2255
2345,HDAC4_negation,TFAP2A_negation,0.32675495389504156,2256
1741,RFXAP,MSX2_negation,0.32675495389504156,2257
2018,SPI1,CTNNB1_negation,0.33397383094664307,2258
138,BCL6,DMAP1,0.33397383094664307,2259
441,ELK4,ATM_negation,0.33397383094664307,2260
195,BCL6,MLLT10_negation,0.33397383094664307,2261
185,BCL6,CTNNB1_negation,0.33397383094664307,2262
644,ESR2,ZBTB2_negation,0.33397383094664307,2263
628,ESR2,ELK1_negation,0.3399231336274414,2264
2392,MSX2_negation,YBX1_negation,0.3399231336274414,2265
1585,PPARD,HOXA10_negation,0.3520712806496171,2266
1879,SMARCB1,MSX2_negation,0.3520712806496171,2267
1574,PPARD,ATM_negation,0.35716828937558803,2268
121,ATF4,FOSL2_negation,0.35716828937558803,2269
600,ESR2,PAX5,0.35736465881760376,2270
1734,RFXAP,GATA1_negation,0.35736465881760376,2271
114,ATF4,AR_negation,0.35736465881760376,2272
2054,TP53,HOXA10_negation,0.37019586905522783,2273
2230,BRPF1_negation,HDAC1_negation,0.37671724058420536,2274
2056,TP53,MSX2_negation,0.37671724058420536,2275
1446,PAX5,AR_negation,0.37671724058420536,2276
2220,ATM_negation,RUNX1_negation,0.37710726168591285,2277
196,BCL6,MSX2_negation,0.37710726168591285,2278
1728,RFXAP,ATM_negation,0.37710726168591285,2279
2325,HDAC1_negation,HDAC9_negation,0.37710726168591285,2280
2212,ATM_negation,HDAC4_negation,0.37710726168591285,2281
1945,SNAI2,RUNX1_negation,0.3904294428533702,2282
909,HDAC3,ATM_negation,0.3904294428533702,2283
2291,ELK1_negation,TFAP2A_negation,0.39932100342419624,2284
108,ATF4,SPI1,0.39932100342419624,2285
124,ATF4,HDAC4_negation,0.39932100342419624,2286
629,ESR2,FOSL2_negation,0.39932100342419624,2287
1450,PAX5,CTNNB1_negation,0.4000384981198845,2288
1457,PAX5,HDAC9_negation,0.4000384981198845,2289
1459,PAX5,HOXA10_negation,0.4000384981198845,2290
2077,TP63,HDAC4_negation,0.4000384981198845,2291
2216,ATM_negation,MLLT10_negation,0.4000384981198845,2292
1433,PAX5,SMAD3,0.4000384981198845,2293
354,EGR1,PAX5,0.4000384981198845,2294
314,DMAP1,ATM_negation,0.4000384981198845,2295
2389,MSX2_negation,RUNX1_negation,0.40084215088469755,2296
589,ESR2,HDAC3,0.4091276512940314,2297
2107,TWIST2,MSX2_negation,0.42476953907810644,2298
2319,GATA1_negation,RUNX1_negation,0.42476953907810644,2299
290,DMAP1,PAX5,0.42476953907810644,2300
1712,RFXAP,RUNX3,0.42476953907810644,2301
141,BCL6,ERCC2,0.42476953907810644,2302
640,ESR2,RUNX1_negation,0.42476953907810644,2303
1424,NRF1,ZBTB2_negation,0.42476953907810644,2304
2102,TWIST2,HDAC4_negation,0.42476953907810644,2305
1460,PAX5,MLLT10_negation,0.42476953907810644,2306
488,ERCC2,SMAD3,0.42476953907810644,2307
809,GATA2,HOXA10_negation,0.42476953907810644,2308
363,EGR1,SMAD3,0.42476953907810644,2309
1415,NRF1,HOXA10_negation,0.4267170209765035,2310
2282,ELK1_negation,HDAC4_negation,0.4267170209765035,2311
1431,PAX5,RFXAP,0.4267170209765035,2312
608,ESR2,RUNX3,0.4267170209765035,2313
637,ESR2,MSX2_negation,0.4408575665165466,2314
1440,PAX5,SPI1,0.45009041343536305,2315
1868,SMARCB1,CTNNB1_negation,0.45009041343536305,2316
2390,MSX2_negation,TFAP2A_negation,0.45680907549046956,2317
926,HDAC3,TFAP2A_negation,0.45680907549046956,2318
353,EGR1,NRF1,0.46295722876078965,2319
136,ATF4,ZBTB2_negation,0.46295722876078965,2320
199,BCL6,RUNX1_negation,0.46295722876078965,2321
630,ESR2,GATA1_negation,0.46295722876078965,2322
394,EGR1,RUNX1_negation,0.46295722876078965,2323
2314,GATA1_negation,HOXA10_negation,0.47494873139810495,2324
2324,HDAC1_negation,HDAC4_negation,0.47494873139810495,2325
2280,ELK1_negation,GATA1_negation,0.4815796871956163,2326
120,ATF4,ELK1_negation,0.4860848001171913,2327
2215,ATM_negation,HOXA10_negation,0.4894907266459466,2328
8,ASH1L,ESR2,0.5211541071867353,2329
420,ELK4,PPARD,0.5213062516443916,2330
2333,HDAC1_negation,TFAP2A_negation,0.5215750303999795,2331
892,HDAC3,RFXAP,0.5219195117262734,2332
338,EGR1,ESR2,0.5219195117262734,2333
2045,TP53,CTNNB1_negation,0.5219915888112245,2334
1389,NRF1,SMAD3,0.5219915888112245,2335
1581,PPARD,HDAC1_negation,0.555472128462934,2336
122,ATF4,GATA1_negation,0.565419783307822,2337
2082,TP63,MSX2_negation,0.565419783307822,2338
1454,PAX5,GATA1_negation,0.565419783307822,2339
194,BCL6,HOXA10_negation,0.565419783307822,2340
1579,PPARD,FOSL2_negation,0.5725726250136255,2341
454,ELK4,MSX2_negation,0.5764696510687238,2342
95,ATF4,PPARD,0.5833053980847942,2343
2375,HOXA10_negation,TFAP2A_negation,0.5884806655854398,2344
2211,ATM_negation,HDAC1_negation,0.5884806655854398,2345
939,HOXA7,PAX5,0.5884806655854398,2346
641,ESR2,TFAP2A_negation,0.5958261475119476,2347
129,ATF4,MSX2_negation,0.5958261475119476,2348
478,ERCC2,NRF1,0.6029446261901255,2349
1799,SMAD3,ATM_negation,0.6029446261901255,2350
607,ESR2,RFXAP,0.6029446261901255,2351
140,BCL6,ELK4,0.6029446261901255,2352
908,HDAC3,ATF2_negation,0.6029446261901255,2353
1081,KLF2,MSX2_negation,0.6070308082052479,2354
131,ATF4,PARP1_negation,0.6126842134710442,2355
1417,NRF1,MSX2_negation,0.6264125905040221,2356
633,ESR2,HDAC9_negation,0.6264125905040221,2357
2076,TP63,HDAC1_negation,0.6264125905040221,2358
27,ASH1L,PPARD,0.6382658136530064,2359
92,ATF4,PAX5,0.6459763966017823,2360
2257,CTNNB1_negation,RUNX1_negation,0.6459763966017823,2361
1777,RUNX3,MSX2_negation,0.6459763966017823,2362
2388,MSX2_negation,PARP1_negation,0.6504168317030414,2363
1873,SMARCB1,HDAC1_negation,0.655565271871372,2364
132,ATF4,RUNX1_negation,0.6633571545246535,2365
69,ATF4,BCL6,0.6703237199275406,2366
1792,SMAD3,TP53,0.6703237199275406,2367
1412,NRF1,HDAC4_negation,0.6703237199275406,2368
191,BCL6,HDAC4_negation,0.6703237199275406,2369
2069,TP63,ATM_negation,0.6703237199275406,2370
391,EGR1,MSX2_negation,0.6703237199275406,2371
1846,SMARCA4,MSX2_negation,0.6717408321072276,2372
1456,PAX5,HDAC4_negation,0.6717408321072276,2373
2217,ATM_negation,MSX2_negation,0.6821738372051699,2374
116,ATF4,ATM_negation,0.6821738372051699,2375
631,ESR2,HDAC1_negation,0.6941871292044683,2376
920,HDAC3,HOXA10_negation,0.6941871292044683,2377
2332,HDAC1_negation,RUNX1_negation,0.7463091568590381,2378
99,ATF4,RFXAP,0.7491365035877484,2379
617,ESR2,TP53,0.7491365035877484,2380
916,HDAC3,HDAC1_negation,0.7498098907686069,2381
2336,HDAC1_negation,ZBTB2_negation,0.7730025399916962,2382
2050,TP53,HDAC1_negation,0.7743593309346585,2383
2236,BRPF1_negation,MSX2_negation,0.7743593309346585,2384
395,EGR1,TFAP2A_negation,0.7816836824365178,2385
2248,CTNNB1_negation,HDAC1_negation,0.7816836824365178,2386
81,ATF4,HDAC3,0.8105188689873482,2387
176,BCL6,TP53,0.8117582038953454,2388
2287,ELK1_negation,MSX2_negation,0.8229527784359985,2389
127,ATF4,HOXA10_negation,0.8229527784359985,2390
424,ELK4,RFXAP,0.8439625030250036,2391
2327,HDAC1_negation,HOXA10_negation,0.8524836457322663,2392
1427,PAX5,PPARD,0.8583052859942609,2393
1060,KLF2,SPI1,0.870711788220716,2394
76,ATF4,ESR2,0.870711788220716,2395
635,ESR2,HOXA10_negation,0.8778754469708921,2396
1084,KLF2,RUNX1_negation,0.8778754469708921,2397
1810,SMAD3,HOXA10_negation,0.8929208061956153,2398
123,ATF4,HDAC1_negation,0.894132901331784,2399
1075,KLF2,HDAC1_negation,0.8949564208063269,2400
190,BCL6,HDAC1_negation,0.926642804298273,2401
624,ESR2,ATM_negation,0.9338911999351893,2402
922,HDAC3,MSX2_negation,0.9338911999351893,2403
1464,PAX5,RUNX1_negation,0.9518520542165675,2404
2329,HDAC1_negation,MSX2_negation,0.9601724079491079,2405
603,ESR2,PPARD,0.9807420104816106,2406
1461,PAX5,MSX2_negation,0.9926889915332897,2407
369,EGR1,SP1,1.0,2408
361,EGR1,RFXAP,1.0,2409
2080,TP63,HOXA10_negation,1.0,2410
1231,MTF1,MSX2_negation,1.0,2411
1442,PAX5,TP63,1.0,2412
917,HDAC3,HDAC4_negation,1.0,2413
449,ELK4,HDAC4_negation,1.0,2414
179,BCL6,ZBTB7A,1.0,2415
