,gene_1,gene_2,HG_pval,TP,TN,q_value,HG_rank,CCS,MGD,CCS_rank,rank,Plot
3903,WT1_negation,YY1_negation,0.0025151306802140474,0.19,0.9175,0.012204772916627273,807,0.9149134593572261,0.1829134593572262,279,558,
2317,MYC,YY1_negation,4.7531233646687483e-05,0.16,0.9625,0.0004318615103490213,431,0.5638079527944936,0.11180795279449358,656,559,
2352,PARP1,HDAC1_negation,0.00022653218725655528,0.11,0.98,0.0016897143719936582,524,0.6276010311408923,0.12560103114089227,564,560,
2434,POU2F2,SF1,0.00030562998565318496,0.09,0.9875,0.0021487379242690705,555,0.6455156942246565,0.1295156942246565,533,561,
3901,WT1_negation,WWTR1_negation,0.004591665095342,0.13,0.9525,0.019890443045751407,902,1.0792607633188331,0.2152607633188331,186,562,
2257,MLLT3,WT1_negation,0.004591665095342,0.13,0.9525,0.019890443045751407,904,1.0792607633188331,0.2152607633188331,185,563,
199,ATF6,IRF1,0.0020935417161240025,0.1,0.975,0.01039075964555335,787,0.8689702443235847,0.1729702443235847,302,564,
2716,SMAD4,HDAC1_negation,2.7575334945114433e-05,0.16,0.965,0.0002686194319529058,401,0.5328959785694418,0.1068959785694418,688,565,
1608,HDAC3,ERG_negation,0.007527355329338426,0.15,0.935,0.029845412009869135,982,1.2448165570582779,0.2468165570582778,108,566,
604,CTNNB1,FOSL2,0.006139627531440879,0.08,0.98,0.025469048107121275,942,1.1467547869968522,0.2287547869968521,148,567,
2425,PER1,WT1_negation,0.004591665095342,0.13,0.9525,0.019890443045751407,903,1.0792607633188331,0.2152607633188331,187,568,
355,CEBPB,ETS1,0.0023582390916434813,0.18,0.925,0.01145764799364252,806,0.9080090743068558,0.18200907430685595,285,569,
2443,POU2F2,YBX1,0.0004865678481351578,0.08,0.99,0.0031809677684428678,598,0.6633021177534894,0.13330211775348946,494,570,
3486,ERG_negation,HDAC1_negation,2.1133780021427945e-06,0.24,0.935,2.8836196015300294e-05,287,0.36296569768309705,0.07296569768309709,807,571,
89,ATF5,BCL6,0.002791220967525786,0.06,0.9925,0.013346057764140388,819,0.9211013743043962,0.1851013743043962,275,572,
1965,IKBKB,KLF4,0.0006010293094581489,0.14,0.96,0.003877480685071023,604,0.6647664756325002,0.13276647563250038,491,573,
1776,HMGA1,KLF4,0.0006010293094581489,0.14,0.96,0.003877480685071023,607,0.6647664756325002,0.13276647563250038,490,574,
