gene_1,mHG_stat,mHG_pval,mHG_cutoff,cutoff_val,t_stat,t_pval,w_stat,w_pval,Log2FoldChange,Log2FoldChangeAbs,TP,TN,q_value
ABL1,0.38399755395918744,0.6518145111363834,0,0.876,-0.9606143184031912,0.33856259001819444,-0.7310484410535687,0.4647495652557526,-0.026296707452929686,0.026296707452929686,0.0,1.0,0.966412682126499
ABL1_negation,0.5175533937143163,0.7636242429191354,13,-0.624,0.9606143184031912,0.33856259001819444,0.7310484410535687,0.4647495652557526,-0.02629677996362509,0.02629677996362509,0.011904761904761904,0.9711538461538461,1.0
AHR,2.415696007874747e-20,4.463950445169375e-19,0,0.751,9.69442684289738,3.72122753868759e-17,7.772874619288143,7.672467757651043e-15,0.39742276236357676,0.39742276236357676,0.0,1.0,1.1655870606831146e-17
AHR_negation,1.0,1.0,0,-0.374,-9.69442684289738,3.72122753868759e-17,-7.772874619288143,7.672467757651043e-15,0.39742411688976337,0.39742411688976337,0.0,1.0,1.0
AR,1.0,1.0,0,0.876,-7.033246782543112,9.458243047048763e-11,-6.237093352975153,4.4577599192427813e-10,-0.5899958149930813,0.5899958149930813,0.0,1.0,1.0
ARNT,0.00027352138716783743,0.002054201111802154,0,0.751,7.235125603280328,1.4731557620871374e-11,5.113613472443225,3.1605375167390177e-07,0.20913285701735163,0.20913285701735163,0.0,1.0,0.007484298624395445
ARNT_negation,1.0,1.0,0,-0.374,-7.235125603280328,1.4731557620871374e-11,-5.113613472443225,3.1605375167390177e-07,0.20913354444570975,0.20913354444570975,0.0,1.0,1.0
AR_negation,5.991595452491003e-08,7.844335579683878e-07,101,-0.249,7.033246782543112,9.458243047048763e-11,6.237093352975153,4.4577599192427813e-10,-0.5900003662616262,0.5900003662616262,0.40476190476190477,0.8389423076923077,5.343243076016554e-06
ASH1L,5.762350705123799e-07,6.981594378282991e-06,123,0.376,4.3075686085914615,3.685987466868307e-05,3.84442065235815,0.00012083757504201216,0.33393058633252765,0.33393058633252765,0.4523809523809524,0.7956730769230769,3.6058784151571495e-05
ASH1L_negation,0.31363460145539157,0.5759518673802988,0,-0.249,-4.3075686085914615,3.685987466868307e-05,-3.84442065235815,0.00012083757504201216,0.33393237709616985,0.33393237709616985,0.0,1.0,0.8760432934263445
ATF1,0.0032059910372369913,0.01816254744869499,0,0.751,5.69661070308613,2.3115039576065272e-08,1.8632214230929292,0.062431119999453805,0.06490070497133724,0.06490070497133724,0.0,1.0,0.05472049551850413
ATF1_negation,0.8786986677973057,0.9636835521726538,65,-0.749,-5.69661070308613,2.3115039576065272e-08,-1.8632214230929292,0.062431119999453805,0.06490088305198066,0.06490088305198066,0.023809523809523808,0.8485576923076923,1.0
ATF2,0.999481516207971,0.9998547765541226,55,0.626,-6.887499027949147,3.719185742858593e-10,-6.548803135598787,5.8000027868928285e-11,-0.21742632897774034,0.21742632897774034,0.05952380952380952,0.8798076923076923,1.0
ATF2_negation,3.2137240044982034e-15,5.559433303787596e-14,45,-0.499,6.887499027949147,3.719185742858593e-10,6.548803135598787,5.8000027868928285e-11,-0.21742711072731838,0.21742711072731838,0.2261904761904762,0.9375,8.709778842600567e-13
ATF4,0.09685594276684018,0.2676176154468032,107,0.376,0.5257681490614411,0.5999115795621098,1.1963363503085016,0.23156532891429782,0.02747039640828569,0.02747039640828569,0.16666666666666666,0.7764423076923077,0.47108718823969103
ATF4_negation,0.798244375169485,0.930623773383224,0,-0.249,-0.5257681490614411,0.5999115795621098,-1.1963363503085016,0.23156532891429782,0.02747055569915274,0.02747055569915274,0.0,1.0,1.0
ATF5,0.05800144819751812,0.18581873678557972,30,0.251,0.1268691968296814,0.8992648892191653,-0.015730374156305557,0.9874494949197661,0.009997163774498196,0.009997163774498196,0.07142857142857142,0.9423076923076923,0.4062084013452208
ATF5_negation,0.02363614063445514,0.09211208109505388,0,-0.124,-0.1268691968296814,0.8992648892191653,0.015730374156305557,0.9874494949197661,0.009997286346605872,0.009997286346605872,0.0,1.0,0.2243143943765561
ATF6,0.00012924108164397068,0.0010665853413533307,0,0.501,-0.06530790185887578,0.948068126962659,1.1938526070206639,0.2325356290504953,-0.0028762320803467634,0.0028762320803467634,0.0,1.0,0.004108976315049717
ATF6_negation,0.0008294625065885543,0.005621368353640474,22,-0.374,0.06530790185887578,0.948068126962659,-1.1938526070206639,0.2325356290504953,-0.002876246653233096,0.002876246653233096,0.13095238095238096,0.9735576923076923,0.01860593750852833
ATM,0.0057252715894374395,0.0293026325461812,35,0.501,0.7094356670837167,0.479598105870808,0.5149627750116872,0.6065790327333322,0.01821583596864331,0.01821583596864331,0.13095238095238096,0.9423076923076923,0.08296528491991062
ATM_negation,0.24373092587709894,0.4950085507720959,103,-0.499,-0.7094356670837167,0.479598105870808,-0.5149627750116872,0.6065790327333322,0.01821591108250221,0.01821591108250221,0.2261904761904762,0.7980769230769231,0.7833468648581989
BACH2,3.7639610051065155e-05,0.00034038689070649936,0,0.376,2.83643787513023,0.005618117880521585,1.6144331370945175,0.10643350891360173,0.07716756458615077,0.07716756458615077,0.0,1.0,0.0014284092735004884
BACH2_negation,0.159455068606946,0.37779174532114596,0,-0.249,-2.83643787513023,0.005618117880521585,-1.6144331370945175,0.10643350891360173,0.07716815646103932,0.07716815646103932,0.0,1.0,0.6274279869291116
BCL6,2.3042450935961833e-05,0.00021955355766130994,46,0.626,1.925926577269728,0.056863456072043295,1.7026060238127567,0.08864182202390614,0.08120716111456117,0.08120716111456117,0.15476190476190477,0.9206730769230769,0.0009643941317833241
BCL6_negation,0.001883078677311602,0.011376320158435807,0,-0.374,-1.925926577269728,0.056863456072043295,-1.7026060238127567,0.08864182202390614,0.0812074695564046,0.0812074695564046,0.0,1.0,0.035645803163098864
BRCA1,1.543749457738959e-07,1.9359958992227953e-06,56,0.501,5.602149598682348,1.0386233864782668e-07,4.8134944918295,1.4831369110526672e-06,0.2576566148852475,0.2576566148852475,0.13095238095238096,0.8918269230769231,1.1817117826424855e-05
BRCA1_negation,0.9997386882068753,0.999917953705878,141,-0.374,-5.602149598682348,1.0386233864782668e-07,-4.8134944918295,1.4831369110526672e-06,0.25765784187636964,0.25765784187636964,0.11904761904761904,0.6850961538461539,1.0
BRPF1,0.03137711571167033,0.11488639430202476,0,0.251,-3.17657946484114,0.0019735827621307255,-2.427445106646731,0.015205587721912262,-0.1356321045131323,0.1356321045131323,0.0,1.0,0.2686398274723962
BRPF1_negation,6.626731508108218e-05,0.0005712904280434943,79,-0.249,3.17657946484114,0.0019735827621307255,2.427445106646731,0.015205587721912262,-0.13563332118327007,0.13563332118327007,0.2976190476190476,0.8701923076923077,0.002290677433746238
CDX2,0.11812827585149581,0.30417828496243515,0,0.376,2.210081710115892,0.02870242555859312,1.3283887017785403,0.18404972995311175,0.11035788153113076,0.11035788153113076,0.0,1.0,0.5124150320155717
CDX2_negation,0.7926788041437035,0.9277329989652591,109,-0.249,-2.210081710115892,0.02870242555859312,-1.3283887017785403,0.18404972995311175,0.11035861206113308,0.11035861206113308,0.09523809523809523,0.7572115384615384,1.0
CEBPA,0.03966442457103404,0.1376672827610485,10,0.376,6.602331382735683,1.9239520129910656e-10,2.707280183743114,0.006783697829184189,0.1638682387559952,0.1638682387559952,0.047619047619047616,0.9855769230769231,0.3110751100850615
CEBPA_negation,0.9978781354644338,0.9994775889466324,89,-0.374,-6.602331382735683,1.9239520129910656e-10,-2.707280183743114,0.006783697829184189,0.16386916429105453,0.16386916429105453,0.047619047619047616,0.7956730769230769,1.0
CEBPB,0.009580461231463834,0.04467985166546064,49,0.626,-0.007880621810437924,0.9937261088397746,-0.06167962498130337,0.9508179659794027,-0.0006304092963795058,0.0006304092963795058,0.10714285714285714,0.9038461538461539,0.12068695564808334
CEBPB_negation,0.07683639139602064,0.22628082399127966,0,-0.249,0.007880621810437924,0.9937261088397746,0.06167962498130337,0.9508179659794027,-0.0006304122582220845,0.0006304122582220845,0.0,1.0,0.4619400286574919
CEBPD,1.4867662771071946e-26,2.7984510053302067e-25,122,0.626,12.873492059301487,1.5653917861984895e-27,9.244492517331992,2.3635963327590516e-20,0.2960742046020573,0.2960742046020573,0.7261904761904762,0.8533653846153846,1.8789599607217102e-23
CEBPD_negation,1.0,1.0,0,-0.374,-12.873492059301487,1.5653917861984895e-27,-9.244492517331992,2.3635963327590516e-20,0.29607513059499874,0.29607513059499874,0.0,1.0,1.0
