,gene_1,gene_2,HG_pval,TP,TN,q_value,HG_rank,CCS,MGD,CCS_rank,rank,Plot
574,ERG,HOXA1_negation,4.595275478292866e-19,0.30952380952380953,0.9927884615384616,9.05968878524333e-19,83,1.1110164383149805,0.23101643831498048,36,1,1.0
537,ERG,NFE2L2,1.745584475115709e-18,0.3333333333333333,0.9855769230769231,3.173789954755835e-18,89,1.0680897035391095,0.22208970353910948,44,2,1.0
1206,MTF1,SNAI1,2.1753139257182483e-15,0.21428571428571427,1.0,2.267264080076924e-15,154,1.2077465883902776,0.2517465883902778,11,3,1.0
535,ERG,MTF1,1.5681740688398988e-14,0.20238095238095238,1.0,1.4099467152406683e-14,180,1.2245916522494897,0.2545916522494896,9,4,1.0
578,ERG,MYC_negation,2.0287219640477707e-15,0.2976190476190476,0.9831730769230769,2.1840308225394663e-15,152,1.0907615617560804,0.2267615617560805,41,5,1.0
1602,PPARG,SNAI1,4.668646454499854e-15,0.27380952380952384,0.9879807692307693,4.658294688525354e-15,164,1.1193492728549836,0.2333492728549837,33,6,1.0
1301,NFE2L2,SNAI1,1.1723587920333762e-15,0.3333333333333333,0.9735576923076923,1.2704670834798779e-15,151,1.0234204035169712,0.21342040351697125,58,7,1.0
693,ETS1,HOXA1_negation,2.1142177086003858e-17,0.27380952380952384,0.9951923076923077,3.061618564344887e-17,112,0.9643278657385012,0.20032786573850112,99,8,1.0
663,ETS1,PPARG,2.1142177086003858e-17,0.27380952380952384,0.9951923076923077,3.061618564344887e-17,113,0.9643213745924244,0.20032137459242436,100,9,1.0
526,ERG,EZH2,3.4507804337564676e-15,0.3333333333333333,0.9711538461538461,3.57388077143938e-15,158,1.022497615357915,0.21249761535791498,60,10,1.0
1026,JUND,HOXA1_negation,9.155765970385732e-20,0.27380952380952384,1.0,2.1101637319711035e-19,71,0.9096791802297456,0.18967918022974556,148,11,1.0
541,ERG,PGR,1.885884242240814e-20,0.44047619047619047,0.9615384615384616,5.143320660656766e-20,60,0.9013590683360528,0.18735906833605281,159,12,1.0
1903,SNAI1,FOSL2_negation,9.607852963896488e-15,0.3333333333333333,0.96875,8.832551243622921e-15,178,1.0082100562201577,0.21021005622015781,66,13,1.0
544,ERG,PPARG,7.425433005164873e-14,0.27380952380952384,0.9831730769230769,5.841686804762576e-14,208,1.1109781747170544,0.23097817471705437,37,14,1.0
990,JUND,NKX2-5,1.8012680448294317e-24,0.36904761904761907,0.9951923076923077,7.966296021358668e-24,37,0.8137500854098169,0.16975008540981681,214,15,1.0
1019,JUND,EGR3_negation,1.0324895871314778e-16,0.25,0.9975961538461539,1.3516227322448438e-16,122,0.9223255248262423,0.19232552482624227,131,16,1.0
656,ETS1,NFE2L2,2.3996914420671877e-20,0.36904761904761907,0.9831730769230769,6.135574709830878e-20,62,0.8455485701713389,0.1755485701713389,192,17,1.0
654,ETS1,MTF1,3.596940246467549e-14,0.21428571428571427,0.9975961538461539,3.0184113956371046e-14,195,1.0223367169286357,0.21233671692863565,61,18,1.0
559,ERG,TWIST2,1.800739050335554e-13,0.25,0.9879807692307693,1.2923964476092493e-13,228,1.1463979605502308,0.23839796055023058,28,19,1.0
1912,SNAI1,MYC_negation,3.035404820718223e-13,0.2261904761904762,0.9927884615384616,2.0782535858854325e-13,239,1.1749348767228867,0.2449348767228868,20,20,1.0
682,ETS1,ATF2_negation,1.1161709548796489e-13,0.19047619047619047,1.0,8.264531957150835e-14,213,1.0501421629318661,0.21814216293186617,49,21,1.0
36,ASH1L,SNAI1,5.4696658702305426e-15,0.35714285714285715,0.9615384615384616,5.26491901947325e-15,170,0.9652517744743537,0.20125177447435383,96,22,1.0
645,ETS1,EZH2,7.277931706041348e-16,0.2857142857142857,0.9879807692307693,8.157084103906866e-16,146,0.9315224197352706,0.19352241973527057,121,23,1.0
1679,RFX1,SNAI1,1.0869551222659222e-15,0.38095238095238093,0.9567307692307693,1.1894328143371371e-15,149,0.9303428623357739,0.19434286233577397,122,24,1.0
583,ERG,YBX1_negation,4.711864915296735e-16,0.39285714285714285,0.9543269230769231,5.753973437947167e-16,134,0.9189731895168675,0.19097318951686743,138,25,1.0
582,ERG,USF2_negation,6.43475596924384e-14,0.3333333333333333,0.9639423076923077,5.136390574119252e-14,205,0.999940998898555,0.20794099889855502,76,26,1.0
259,CEBPD,HOXA1_negation,2.572947181730735e-19,0.2857142857142857,0.9975961538461539,5.329464818314526e-19,78,0.8287950519701653,0.17279505197016531,207,27,1.0
657,ETS1,NKX2-5,1.2251966406279814e-21,0.40476190476190477,0.9783653846153846,3.78276835871418e-21,52,0.8003133856998002,0.1663133856998002,234,28,1.0
212,CEBPD,GATA2,1.928085307599661e-18,0.27380952380952384,0.9975961538461539,3.3211038791190336e-18,92,0.8388903761584987,0.17489037615849876,196,29,1.0
1917,SNAI1,YBX1_negation,2.0058652280078172e-16,0.40476190476190477,0.9519230769230769,2.544437921362982e-16,129,0.8944057048291393,0.18640570482913935,163,30,1.0
