gene_1,mHG_stat,mHG_pval,mHG_cutoff,cutoff_val,t_stat,t_pval,w_stat,w_pval,Log2FoldChange,Log2FoldChangeAbs,TP,TN,q_value,hgrank,fcrank,rank,Plot
STAT4,1.526142885177097e-22,3.592339760603612e-21,181,0.376,11.612178136866081,3.440408202804729e-24,8.332782617231619,7.89640710419848e-17,0.434337091619603,0.434337091619603,0.7326732673267327,0.731829573934837,2.813999479139496e-19,1,2,1,1.0
SPI1_negation,1.0297343439150957e-13,2.1681389612597512e-12,109,-0.249,8.620126915544459,1.0260144810609921e-15,6.305577002020392,2.871222102960656e-10,-0.5171463057672323,0.5171463057672323,0.37623762376237624,0.8220551378446115,5.994266539953429e-11,3,1,2,1.0
ETS1_negation,7.256613097843421e-18,1.63068244918871e-16,138,-0.499,9.436530247833984,1.4236059764546715e-17,7.93613029206479,2.085868920493753e-15,-0.38322290213786275,0.38322290213786275,0.6336633663366337,0.8145363408521303,8.515786123541041e-15,2,4,3,1.0
ELK1,1.9255956433625604e-09,3.350019143993216e-08,145,0.501,5.570410876179007,1.0587954467277527e-07,4.986486373525846,6.148724092975956e-07,0.4058630849744534,0.4058630849744534,0.48514851485148514,0.7593984962406015,3.350019143993216e-07,5,3,4,1.0
YY1_negation,9.860982863840142e-08,1.474203861671723e-06,36,-0.249,5.521510110713873,1.3946321277233892e-07,5.3072004012603475,1.1132176690950772e-07,-0.35248568871744607,0.35248568871744607,0.1782178217821782,0.9548872180451128,1.0998028809296983e-05,6,5,5,1.0
CREBBP,3.305717276514073e-11,6.352606429448286e-10,38,0.501,6.255590981158349,3.0137661389758137e-09,4.668470660928534,3.034501007245854e-06,0.1284056787001956,0.1284056787001956,0.15841584158415842,0.9448621553884712,1.1483557776310363e-08,4,13,6,1.0
ARNT_negation,2.3663533374098944e-07,3.2979586413219837e-06,92,-0.499,3.7846263050658155,0.00022138543442954209,3.6404125936594074,0.00027220150250876487,-0.14953800575400453,0.14953800575400453,0.2871287128712871,0.8421052631578947,2.1831557203117357e-05,7,11,7,1.0
ZIC1_negation,3.3737834764133935e-05,0.0003586225502640247,79,-0.374,6.544197819051137,2.06699550849105e-10,3.189023018566738,0.0014275450986563415,-0.24605352006612585,0.24605352006612585,0.19801980198019803,0.8521303258145363,0.0014785315668779965,11,8,8,1.0
YBX1,2.4273618417345632e-05,0.0002546001883065351,79,0.251,2.7009044946814194,0.007733754466751675,2.352159852447025,0.01866475187774498,0.1310428846578169,0.1310428846578169,0.25742574257425743,0.8671679197994987,0.0011396389381340142,10,12,9,1.0
IRF2,0.00010810515145320131,0.0010066833707909357,114,0.251,3.5525170697853654,0.0005263801305833647,2.885655302428454,0.0039059969632459024,0.11743416768002791,0.11743416768002791,0.37623762376237624,0.8095238095238095,0.0037550887640614267,14,16,10,1.0
SP1_negation,1.6088306233578388e-06,2.0000558885794033e-05,81,-0.499,2.041448858968946,0.04298876736258161,2.3024337592045363,0.021310722990545396,-0.07672522356802511,0.07672522356802511,0.22772277227722773,0.8546365914786967,0.00010682116677639994,8,25,11,1.0
ESR1,5.407954570370223e-06,6.235955926172816e-05,70,0.626,3.2549762712093204,0.001370108312946188,2.8235940542731,0.0047488490202407556,0.07064135137178423,0.07064135137178423,0.16831683168316833,0.8671679197994987,0.00031515046078507784,9,26,12,1.0
CREB3_negation,0.0001488248357544293,0.0013436223202764387,70,-0.249,2.690246173219916,0.008080090523103513,1.9003848037633289,0.05738263966421741,-0.09682239232542367,0.09682239232542367,0.2376237623762376,0.8847117794486216,0.004933613207265048,15,20,13,1.0
DNMT1,0.00020555059055567807,0.0017926440170008887,71,0.376,2.1216223154887524,0.03539595718195402,2.484762767760328,0.012963779385808411,0.10128617664406894,0.10128617664406894,0.15841584158415842,0.8621553884711779,0.00628763199992849,17,19,14,1.0
WT1,0.004325409916646171,0.025612637928838965,160,0.376,2.2877325118543346,0.02337539340896415,2.579203797561954,0.009902834451351492,0.1247733203549266,0.1247733203549266,0.36633663366336633,0.6917293233082706,0.053501954784685835,23,14,15,1.0
SNAI2,0.0021035064359552435,0.014046384946670425,137,0.376,2.3302490832210974,0.021024839067283602,2.2176295691785866,0.026580100048002347,0.1019663651147815,0.1019663651147815,0.3069306930693069,0.7343358395989975,0.031437147261595716,19,18,16,1.0
HDAC1_negation,8.367395664823635e-05,0.0007787622456708885,94,-0.499,1.2776526011987706,0.20361336955088713,0.9359298790136638,0.34930929214378226,-0.054670470665227636,0.054670470665227636,0.2871287128712871,0.8370927318295739,0.0030249442600439468,12,35,17,1.0
HIF1A_negation,0.0007396316652456218,0.005511666237577962,66,-0.374,1.2877421115967425,0.1998322471155181,1.1294376217092401,0.2587132697401575,-0.061858212833043616,0.061858212833043616,0.19801980198019803,0.8847117794486216,0.016292346740010327,18,31,18,1.0
TCF4_negation,0.003628719965680853,0.02211464873594773,78,-0.249,-1.0241978994174403,0.30749078268917457,-0.8148911714311718,0.4151346071515455,0.061937539473717704,0.061937539473717704,0.15841584158415842,0.8446115288220551,0.04703115342034132,21,30,19,1.0
RUNX1,0.00020349504020893846,0.0017798670036990873,88,0.376,0.7641881577104918,0.4459933723463777,1.0561976394141017,0.2908779290333142,0.05094300665743186,0.05094300665743186,0.21782178217821782,0.8345864661654135,0.00628763199992849,16,40,20,1.0
BRCA1,0.009911119249084045,0.05094649549355448,197,0.376,1.1152398555717882,0.26651818276262307,1.1167169932053476,0.26411534970021644,0.06130379798449991,0.06130379798449991,0.48514851485148514,0.6290726817042607,0.10018766896222012,26,33,21,1.0
BCL6_negation,0.004171245583636942,0.02511118992067939,101,-0.499,1.5341851761877379,0.12699556375144608,1.4462969135334705,0.14809394109170806,-0.05133539648334688,0.05133539648334688,0.25742574257425743,0.8120300751879699,0.05292492942923459,22,37,22,1.0
SMARCB1,0.024606446651601478,0.10409879245658886,129,0.501,1.4334805751818016,0.1538696602603004,1.1552643523080521,0.2479821891505739,0.06312183980984121,0.06312183980984121,0.31683168316831684,0.7568922305764411,0.1860320625650067,34,29,23,1.0
TWIST2_negation,0.010920823497911228,0.054550196284959926,116,-0.499,2.171427601063041,0.03130509076743401,1.9971386751111169,0.045810120621816344,-0.05654370005906251,0.05654370005906251,0.3069306930693069,0.7869674185463659,0.10594459609062465,29,34,24,1.0
SNAI1,0.026382586522722844,0.1103487302176142,163,0.251,0.8316019664542992,0.40693296444879834,0.6853720448460849,0.4931091798966425,0.06381777362167274,0.06381777362167274,0.36633663366336633,0.6842105263157895,0.19352202687417414,36,28,25,1.0
HMGA1,0.010262258374416003,0.0517524480887093,129,0.251,1.3051903825063011,0.19388460297549534,1.1352197255746457,0.25628326663582,0.05287351271136959,0.05287351271136959,0.31683168316831684,0.7568922305764411,0.10092801079540818,28,36,26,1.0
NFKB1_negation,0.06482287624435377,0.21813447844440947,134,-0.499,3.264163945379043,0.0013266301342658366,2.2288083033183708,0.025826662244072176,-0.08030621167006324,0.08030621167006324,0.31683168316831684,0.7443609022556391,0.3499085490405203,42,23,27,1.0
KLF2,8.489754051462297e-05,0.0008018066575045378,91,0.626,0.47094515763715317,0.6384830871539222,0.9521197698367997,0.3410362437607687,0.01493717214311151,0.01493717214311151,0.2871287128712871,0.8446115288220551,0.0030638140571311607,13,58,28,1.0
SOX17,0.14021317740917005,0.3695812146994013,137,0.251,-1.5106935323516717,0.13236784712661628,-0.199675320152009,0.8417345167268965,-0.0704883112392178,0.0704883112392178,0.27722772277227725,0.7268170426065163,0.544524046735795,46,27,29,1.0
ATF1_negation,0.006247070540653607,0.03487807296350646,65,-0.749,1.4688124941243919,0.14414412212957856,1.1124767837040501,0.2659332068109703,-0.03244717875211356,0.03244717875211356,0.18811881188118812,0.8847117794486216,0.07005424911473519,25,48,30,1.0
IRF7,0.8689580116935983,0.9711048608453938,144,0.126,-3.070487622346135,0.0024653084755040405,-2.1370655886539343,0.032592657324751396,-0.26644676186030697,0.26644676186030697,0.1782178217821782,0.6842105263157895,1.0,66,7,31,1.0
IKBKB,0.010262258374416003,0.0517524480887093,129,0.501,1.2029337761378405,0.23094224124724427,1.1336778312105376,0.2569297120141678,0.02909543685661794,0.02909543685661794,0.31683168316831684,0.7568922305764411,0.10092801079540818,27,49,32,1.0
IRF1,0.5959324974480671,0.8493963693402707,127,0.251,-3.089196796559057,0.0022450214874002736,-1.4890844821374725,0.1364651235542754,-0.12304816902697892,0.12304816902697892,0.18811881188118812,0.7293233082706767,1.0,62,15,33,1.0
TRIB3_negation,0.8689580116935983,0.9711048608453938,144,-0.374,-3.0704876223461395,0.002465308475504005,-2.1370655886539343,0.032592657324751396,0.1585593732459552,0.1585593732459552,0.1782178217821782,0.6842105263157895,1.0,67,10,34,1.0
ASH1L,0.9998070078655387,0.9999851190206422,169,0.251,-4.810032853399394,2.836396594925469e-06,-3.282307627595283,0.001029612120715055,-0.2857709802283888,0.2857709802283888,0.1782178217821782,0.6215538847117794,1.0,71,6,35,1.0
ZNF148,0.013348342624111366,0.06352595911706932,120,0.501,1.0083071467396494,0.31495954510827673,0.868086526992904,0.3853469661300222,0.03587505505783646,0.03587505505783646,0.297029702970297,0.7744360902255639,0.1203919386492846,30,47,36,1.0
ZNF76,0.999555896371869,0.999964223792238,159,0.251,-5.651917929808751,4.2385230848285854e-08,-3.364028028893016,0.0007681374170031731,-0.21790338093746728,0.21790338093746728,0.15841584158415842,0.6416040100250626,1.0,70,9,37,1.0
ATF6,0.033365749928010696,0.13351831470716097,113,0.376,1.8207122714747142,0.07019803456306163,0.9185835674174467,0.35831343032818763,0.0440094692260265,0.0440094692260265,0.24752475247524752,0.7794486215538847,0.23071179379546194,37,42,38,1.0
HIF1A,0.2042675100004971,0.47398654702295345,92,0.501,-1.2877421115967425,0.1998322471155181,-1.1294376217092401,0.2587132697401575,-0.061857931655137255,0.061857931655137255,0.15841584158415842,0.8095238095238095,0.6730322571020789,48,32,39,1.0
ESR2_negation,0.005944209824230287,0.03301115760453003,118,-0.374,0.2509173902689107,0.8022525286030379,0.42594831808488404,0.6701455056724188,-0.013964647077219625,0.013964647077219625,0.297029702970297,0.7794486215538847,0.06687605204365997,24,59,40,1.0
SMARCA1,0.01977807873749503,0.0873526938535109,113,0.376,1.303617764521106,0.1944319532823834,0.9972201799869639,0.3186576477900873,0.028540243296105654,0.028540243296105654,0.27722772277227725,0.7869674185463659,0.16163687445334693,32,51,41,1.0
CEBPD_negation,0.05914109159506753,0.20340939275887562,126,-0.624,1.2145167481098635,0.22639190096608153,1.2886382148034095,0.1975238914369435,-0.041364223436839986,0.041364223436839986,0.2871287128712871,0.7568922305764411,0.3296634986092122,41,43,42,1.0
