gene_1,mHG_stat,mHG_pval,mHG_cutoff,cutoff_val,t_stat,t_pval,w_stat,w_pval,Log2FoldChange,Log2FoldChangeAbs,TP,TN,q_value,hgrank,fcrank,rank,Plot
STAT4,1.526142885177097e-22,3.592339760603612e-21,181,0.376,11.612178136866081,3.440408202804729e-24,8.332782617231619,7.89640710419848e-17,0.434337091619603,0.434337091619603,0.7326732673267327,0.731829573934837,2.813999479139496e-19,1,1,1,1.0
ELK1,1.9255956433625604e-09,3.350019143993216e-08,145,0.501,5.570410876179007,1.0587954467277527e-07,4.986486373525846,6.148724092975956e-07,0.4058630849744534,0.4058630849744534,0.48514851485148514,0.7593984962406015,3.350019143993216e-07,3,2,2,1.0
CREBBP,3.305717276514073e-11,6.352606429448286e-10,38,0.501,6.255590981158349,3.0137661389758137e-09,4.668470660928534,3.034501007245854e-06,0.1284056787001956,0.1284056787001956,0.15841584158415842,0.9448621553884712,1.1483557776310363e-08,2,7,3,1.0
YBX1,2.4273618417345632e-05,0.0002546001883065351,79,0.251,2.7009044946814194,0.007733754466751675,2.352159852447025,0.01866475187774498,0.1310428846578169,0.1310428846578169,0.25742574257425743,0.8671679197994987,0.0011396389381340142,5,6,4,1.0
IRF2,0.00010810515145320131,0.0010066833707909357,114,0.251,3.5525170697853654,0.0005263801305833647,2.885655302428454,0.0039059969632459024,0.11743416768002791,0.11743416768002791,0.37623762376237624,0.8095238095238095,0.0037550887640614267,7,10,5,1.0
ESR1,5.407954570370223e-06,6.235955926172816e-05,70,0.626,3.2549762712093204,0.001370108312946188,2.8235940542731,0.0047488490202407556,0.07064135137178423,0.07064135137178423,0.16831683168316833,0.8671679197994987,0.00031515046078507784,4,15,6,1.0
WT1,0.004325409916646171,0.025612637928838965,160,0.376,2.2877325118543346,0.02337539340896415,2.579203797561954,0.009902834451351492,0.1247733203549266,0.1247733203549266,0.36633663366336633,0.6917293233082706,0.053501954784685835,11,8,7,1.0
DNMT1,0.00020555059055567807,0.0017926440170008887,71,0.376,2.1216223154887524,0.03539595718195402,2.484762767760328,0.012963779385808411,0.10128617664406894,0.10128617664406894,0.15841584158415842,0.8621553884711779,0.00628763199992849,9,13,8,1.0
SNAI2,0.0021035064359552435,0.014046384946670425,137,0.376,2.3302490832210974,0.021024839067283602,2.2176295691785866,0.026580100048002347,0.1019663651147815,0.1019663651147815,0.3069306930693069,0.7343358395989975,0.031437147261595716,10,12,9,1.0
RUNX1,0.00020349504020893846,0.0017798670036990873,88,0.376,0.7641881577104918,0.4459933723463777,1.0561976394141017,0.2908779290333142,0.05094300665743186,0.05094300665743186,0.21782178217821782,0.8345864661654135,0.00628763199992849,8,23,10,1.0
BRCA1,0.009911119249084045,0.05094649549355448,197,0.376,1.1152398555717882,0.26651818276262307,1.1167169932053476,0.26411534970021644,0.06130379798449991,0.06130379798449991,0.48514851485148514,0.6290726817042607,0.10018766896222012,12,20,11,1.0
HMGA1,0.010262258374416003,0.0517524480887093,129,0.251,1.3051903825063011,0.19388460297549534,1.1352197255746457,0.25628326663582,0.05287351271136959,0.05287351271136959,0.31683168316831684,0.7568922305764411,0.10092801079540818,14,21,12,1.0
SMARCB1,0.024606446651601478,0.10409879245658886,129,0.501,1.4334805751818016,0.1538696602603004,1.1552643523080521,0.2479821891505739,0.06312183980984121,0.06312183980984121,0.31683168316831684,0.7568922305764411,0.1860320625650067,18,18,13,1.0
SNAI1,0.026382586522722844,0.1103487302176142,163,0.251,0.8316019664542992,0.40693296444879834,0.6853720448460849,0.4931091798966425,0.06381777362167274,0.06381777362167274,0.36633663366336633,0.6842105263157895,0.19352202687417414,20,17,14,1.0
