gene_1,mHG_stat,mHG_pval,mHG_cutoff,cutoff_val,t_stat,t_pval,w_stat,w_pval,Log2FoldChange,Log2FoldChangeAbs,TP,TN,q_value,hgrank,fcrank,rank,Plot
ENSG00000170458,1.7510395634981136e-51,3.688879184254992e-50,62,0.001,10.597662424227849,3.470071891082299e-18,9.361908178098368,7.830943191589044e-21,19.745112347915512,19.745112347915512,0.5961538461538461,1.0,2.195755031529817e-46,8,1,1,1.0
ENSG00000143546,7.0505865060076e-89,3.5815054175979714e-88,94,1.001,24.77244141595149,1.857412526684221e-45,14.904621491752566,3.075505010320854e-50,6.816022087198467,6.816022087198467,0.8942307692307693,0.9974747474747475,2.3450264872264476e-83,1,8,2,1.0
ENSG00000106565,1.7519354442050195e-48,3.4289213157070924e-47,59,0.001,10.450470045598523,7.367654281730794e-18,8.908912621093608,5.15355076478622e-19,19.557237923606465,19.557237923606465,0.5673076923076923,1.0,1.6036575147659826e-43,10,2,3,1.0
ENSG00000085265,1.6773212787038702e-58,2.5876719891384446e-57,76,0.001,13.209122671743206,6.1619570874699116e-24,10.96340762205459,5.730033469477652e-28,7.322455868472495,7.322455868472495,0.7019230769230769,0.9924242424242424,2.8238401860138134e-53,5,7,4,1.0
ENSG00000197766,7.070661153127098e-52,1.3499835338756238e-50,72,0.001,11.981516170164303,2.6941605966200532e-21,10.164183137642151,2.8651353215348733e-24,6.536928865285782,6.536928865285782,0.6538461538461539,0.98989898989899,9.821280207115593e-47,7,9,5,1.0
ENSG00000163220,2.252294249377942e-87,1.2845109453944047e-86,98,1.001,26.48817828180049,1.5771078157779714e-48,14.856957817825299,6.270881682909791e-50,6.110065873220296,6.110065873220296,0.9134615384615384,0.9924242424242424,4.205231933032202e-82,2,15,6,1.0
ENSG00000197249,8.083156841496001e-34,1.8487480572461803e-32,46,0.001,8.14584872571818,9.187768256772029e-13,6.762140747409435,1.359675154540942e-11,7.8027372016690855,7.8027372016690855,0.4326923076923077,0.9974747474747475,3.6681402362500275e-29,17,5,7,1.0
ENSG00000100079,8.192181472571394e-38,1.9101523869834394e-36,53,0.001,8.771987212841585,3.6100166805283564e-14,7.615129856011833,2.6342649418032134e-14,6.423815332904668,6.423815332904668,0.49038461538461536,0.9949494949494949,5.684960804096712e-33,13,11,8,1.0
ENSG00000090382,1.1685470891170514e-70,1.2389172889094838e-69,82,1.001,16.253382911138225,3.093363892251545e-31,13.919318024328073,4.834953689002667e-44,4.603786075621523,4.603786075621523,0.7307692307692307,0.9848484848484849,2.703978280287912e-65,3,22,9,1.0
ENSG00000110077,3.2919213512216084e-26,8.035829877852486e-25,37,0.001,6.698332654896396,1.1301643303926486e-09,5.401628838829484,6.603848184337554e-08,7.475444432750606,7.475444432750606,0.34615384615384615,0.9974747474747475,8.9178643573266e-22,23,6,10,1.0
