,gene_1,gene_2,gene_3,gene_4,HG_stat,TP,TN,rank
599064,ENSG00000115523,ENSG00000100453,ENSG00000169583,ENSG00000145649,3.1206535588147315e-64,0.72,1.0,157
2129060,ENSG00000077984,ENSG00000011600,ENSG00000105374,ENSG00000145649,3.1206535588147315e-64,0.72,1.0,158
952224,ENSG00000145649,ENSG00000115523,ENSG00000169583,ENSG00000100453,3.1206535588147315e-64,0.72,1.0,159
988794,ENSG00000145649,ENSG00000100453,ENSG00000169583,ENSG00000115523,3.1206535588147315e-64,0.72,1.0,160
999482,ENSG00000145649,ENSG00000077984,ENSG00000105374,ENSG00000011600,3.1206535588147315e-64,0.72,1.0,161
1007287,ENSG00000145649,ENSG00000105374,ENSG00000011600,ENSG00000077984,3.1206535588147315e-64,0.72,1.0,162
1007107,ENSG00000145649,ENSG00000105374,ENSG00000077984,ENSG00000011600,3.1206535588147315e-64,0.72,1.0,163
999437,ENSG00000145649,ENSG00000077984,ENSG00000011600,ENSG00000105374,3.1206535588147315e-64,0.72,1.0,164
1005539,ENSG00000145649,ENSG00000011600,ENSG00000077984,ENSG00000105374,3.1206535588147315e-64,0.72,1.0,165
1005764,ENSG00000145649,ENSG00000011600,ENSG00000105374,ENSG00000077984,3.1206535588147315e-64,0.72,1.0,166
2023869,ENSG00000166710,ENSG00000077984,ENSG00000105374,ENSG00000115523,3.1206535588147315e-64,0.72,1.0,167
2189534,ENSG00000011600,ENSG00000145649,ENSG00000105374,ENSG00000077984,3.1206535588147315e-64,0.72,1.0,168
1171824,ENSG00000169583,ENSG00000145649,ENSG00000100453,ENSG00000115523,3.1206535588147315e-64,0.72,1.0,169
572499,ENSG00000115523,ENSG00000169583,ENSG00000100453,ENSG00000145649,3.1206535588147315e-64,0.72,1.0,170
610714,ENSG00000115523,ENSG00000077984,ENSG00000166710,ENSG00000105374,3.1206535588147315e-64,0.72,1.0,171
571689,ENSG00000115523,ENSG00000169583,ENSG00000145649,ENSG00000100453,3.1206535588147315e-64,0.72,1.0,172
619714,ENSG00000115523,ENSG00000105374,ENSG00000166710,ENSG00000077984,3.1206535588147315e-64,0.72,1.0,173
567024,ENSG00000115523,ENSG00000145649,ENSG00000100453,ENSG00000169583,3.1206535588147315e-64,0.72,1.0,174
2115662,ENSG00000077984,ENSG00000145649,ENSG00000105374,ENSG00000011600,3.1206535588147315e-64,0.72,1.0,175
611119,ENSG00000115523,ENSG00000077984,ENSG00000105374,ENSG00000166710,3.1206535588147315e-64,0.72,1.0,176
2115617,ENSG00000077984,ENSG00000145649,ENSG00000011600,ENSG00000105374,3.1206535588147315e-64,0.72,1.0,177
2026894,ENSG00000166710,ENSG00000105374,ENSG00000077984,ENSG00000115523,3.1206535588147315e-64,0.72,1.0,178
619894,ENSG00000115523,ENSG00000105374,ENSG00000077984,ENSG00000166710,3.1206535588147315e-64,0.72,1.0,179
2125299,ENSG00000077984,ENSG00000166710,ENSG00000105374,ENSG00000115523,3.1206535588147315e-64,0.72,1.0,180
2196650,ENSG00000011600,ENSG00000077984,ENSG00000105374,ENSG00000145649,3.1206535588147315e-64,0.72,1.0,181
2187970,ENSG00000011600,ENSG00000115523,ENSG00000105374,ENSG00000166710,4.616415092176336e-63,0.71,1.0,182
619698,ENSG00000115523,ENSG00000105374,ENSG00000166710,ENSG00000251562,4.616415092176336e-63,0.71,1.0,183
2004530,ENSG00000166710,ENSG00000115523,ENSG00000105374,ENSG00000011600,4.616415092176336e-63,0.71,1.0,184
567305,ENSG00000115523,ENSG00000145649,ENSG00000077984,ENSG00000251562,4.616415092176336e-63,0.71,1.0,185
1172359,ENSG00000169583,ENSG00000145649,ENSG00000105374,ENSG00000077984,4.616415092176336e-63,0.71,1.0,186
2013285,ENSG00000166710,ENSG00000251562,ENSG00000105374,ENSG00000115523,4.616415092176336e-63,0.71,1.0,187
580805,ENSG00000115523,ENSG00000251562,ENSG00000145649,ENSG00000077984,4.616415092176336e-63,0.71,1.0,188
581730,ENSG00000115523,ENSG00000251562,ENSG00000166710,ENSG00000105374,4.616415092176336e-63,0.71,1.0,189
603905,ENSG00000115523,ENSG00000166710,ENSG00000105374,ENSG00000011600,4.616415092176336e-63,0.71,1.0,190
1943644,ENSG00000100453,ENSG00000169583,ENSG00000105374,ENSG00000145649,4.616415092176336e-63,0.71,1.0,191
953180,ENSG00000145649,ENSG00000115523,ENSG00000077984,ENSG00000251562,4.616415092176336e-63,0.71,1.0,192
1937253,ENSG00000100453,ENSG00000115523,ENSG00000077984,ENSG00000169583,4.616415092176336e-63,0.71,1.0,193
609921,ENSG00000115523,ENSG00000077984,ENSG00000169583,ENSG00000100453,4.616415092176336e-63,0.71,1.0,194
610133,ENSG00000115523,ENSG00000077984,ENSG00000251562,ENSG00000145649,4.616415092176336e-63,0.71,1.0,195
1941343,ENSG00000100453,ENSG00000145649,ENSG00000105374,ENSG00000169583,4.616415092176336e-63,0.71,1.0,196
2187968,ENSG00000011600,ENSG00000115523,ENSG00000105374,ENSG00000100453,4.616415092176336e-63,0.71,1.0,197
2004485,ENSG00000166710,ENSG00000115523,ENSG00000011600,ENSG00000105374,4.616415092176336e-63,0.71,1.0,198
1172134,ENSG00000169583,ENSG00000145649,ENSG00000077984,ENSG00000105374,4.616415092176336e-63,0.71,1.0,199
581885,ENSG00000115523,ENSG00000251562,ENSG00000077984,ENSG00000145649,4.616415092176336e-63,0.71,1.0,200
620078,ENSG00000115523,ENSG00000105374,ENSG00000011600,ENSG00000166710,4.616415092176336e-63,0.71,1.0,201
1516386,ENSG00000251562,ENSG00000105374,ENSG00000166710,ENSG00000115523,4.616415092176336e-63,0.71,1.0,202
1171858,ENSG00000169583,ENSG00000145649,ENSG00000100453,ENSG00000105374,4.616415092176336e-63,0.71,1.0,203
619708,ENSG00000115523,ENSG00000105374,ENSG00000166710,ENSG00000100453,4.616415092176336e-63,0.71,1.0,204
619618,ENSG00000115523,ENSG00000105374,ENSG00000100453,ENSG00000166710,4.616415092176336e-63,0.71,1.0,205
603400,ENSG00000115523,ENSG00000166710,ENSG00000100453,ENSG00000105374,4.616415092176336e-63,0.71,1.0,206
2004510,ENSG00000166710,ENSG00000115523,ENSG00000105374,ENSG00000251562,4.616415092176336e-63,0.71,1.0,207
965989,ENSG00000145649,ENSG00000169583,ENSG00000077984,ENSG00000105374,4.616415092176336e-63,0.71,1.0,208
618781,ENSG00000115523,ENSG00000105374,ENSG00000145649,ENSG00000111796,4.616415092176336e-63,0.71,1.0,209
2117110,ENSG00000077984,ENSG00000169583,ENSG00000105374,ENSG00000145649,4.616415092176336e-63,0.71,1.0,210
566585,ENSG00000115523,ENSG00000145649,ENSG00000251562,ENSG00000077984,4.616415092176336e-63,0.71,1.0,211
1636249,ENSG00000111796,ENSG00000115523,ENSG00000105374,ENSG00000145649,4.616415092176336e-63,0.71,1.0,212
609773,ENSG00000115523,ENSG00000077984,ENSG00000145649,ENSG00000251562,4.616415092176336e-63,0.71,1.0,213
617920,ENSG00000115523,ENSG00000011600,ENSG00000166710,ENSG00000105374,4.616415092176336e-63,0.71,1.0,214
587569,ENSG00000115523,ENSG00000111796,ENSG00000105374,ENSG00000145649,4.616415092176336e-63,0.71,1.0,215
1937095,ENSG00000100453,ENSG00000115523,ENSG00000166710,ENSG00000105374,4.616415092176336e-63,0.71,1.0,216
952460,ENSG00000145649,ENSG00000115523,ENSG00000251562,ENSG00000077984,4.616415092176336e-63,0.71,1.0,217
965713,ENSG00000145649,ENSG00000169583,ENSG00000100453,ENSG00000105374,4.616415092176336e-63,0.71,1.0,218
619626,ENSG00000115523,ENSG00000105374,ENSG00000100453,ENSG00000011600,4.616415092176336e-63,0.71,1.0,219
1505955,ENSG00000251562,ENSG00000166710,ENSG00000105374,ENSG00000115523,4.616415092176336e-63,0.71,1.0,220
989998,ENSG00000145649,ENSG00000100453,ENSG00000105374,ENSG00000169583,4.616415092176336e-63,0.71,1.0,221
1962816,ENSG00000100453,ENSG00000105374,ENSG00000166710,ENSG00000115523,4.616415092176336e-63,0.71,1.0,222
599088,ENSG00000115523,ENSG00000100453,ENSG00000169583,ENSG00000077984,4.616415092176336e-63,0.71,1.0,223
1956525,ENSG00000100453,ENSG00000166710,ENSG00000105374,ENSG00000115523,4.616415092176336e-63,0.71,1.0,224
617828,ENSG00000115523,ENSG00000011600,ENSG00000100453,ENSG00000105374,4.616415092176336e-63,0.71,1.0,225
1198444,ENSG00000169583,ENSG00000100453,ENSG00000105374,ENSG00000145649,4.616415092176336e-63,0.71,1.0,226
619718,ENSG00000115523,ENSG00000105374,ENSG00000166710,ENSG00000011600,4.616415092176336e-63,0.71,1.0,227
1943409,ENSG00000100453,ENSG00000169583,ENSG00000077984,ENSG00000115523,4.616415092176336e-63,0.71,1.0,228
1937463,ENSG00000100453,ENSG00000115523,ENSG00000011600,ENSG00000105374,4.616415092176336e-63,0.71,1.0,229
