,gene_1,gene_2,gene_3,gene_4,HG_stat,TP,TN,rank
412450,ENSG00000019582,ENSG00000007312,ENSG00000204287,ENSG00000105369,1.8630336709114778e-76,0.8130841121495327,0.9974554707379135,1
413286,ENSG00000019582,ENSG00000007312,ENSG00000105369,ENSG00000204287,1.8630336709114778e-76,0.8130841121495327,0.9974554707379135,2
389973,ENSG00000019582,ENSG00000204287,ENSG00000105369,ENSG00000007312,1.8630336709114778e-76,0.8130841121495327,0.9974554707379135,3
505285,ENSG00000204287,ENSG00000007312,ENSG00000105369,ENSG00000019582,1.8630336709114778e-76,0.8130841121495327,0.9974554707379135,4
416820,ENSG00000019582,ENSG00000105369,ENSG00000007312,ENSG00000204287,1.8630336709114778e-76,0.8130841121495327,0.9974554707379135,5
481021,ENSG00000204287,ENSG00000019582,ENSG00000007312,ENSG00000105369,1.8630336709114778e-76,0.8130841121495327,0.9974554707379135,6
1068084,ENSG00000007312,ENSG00000204287,ENSG00000105369,ENSG00000019582,1.8630336709114778e-76,0.8130841121495327,0.9974554707379135,7
481135,ENSG00000204287,ENSG00000019582,ENSG00000105369,ENSG00000007312,1.8630336709114778e-76,0.8130841121495327,0.9974554707379135,8
508585,ENSG00000204287,ENSG00000105369,ENSG00000007312,ENSG00000019582,1.8630336709114778e-76,0.8130841121495327,0.9974554707379135,9
1067247,ENSG00000007312,ENSG00000019582,ENSG00000105369,ENSG00000204287,1.8630336709114778e-76,0.8130841121495327,0.9974554707379135,10
416098,ENSG00000019582,ENSG00000105369,ENSG00000204287,ENSG00000007312,1.8630336709114778e-76,0.8130841121495327,0.9974554707379135,11
378681,ENSG00000019582,ENSG00000169442,ENSG00000007312,ENSG00000105369,7.001936544098329e-71,0.7570093457943925,1.0,12
46924,ENSG00000169442,ENSG00000105369,ENSG00000019582,ENSG00000007312,7.001936544098329e-71,0.7570093457943925,1.0,13
11848,ENSG00000169442,ENSG00000019582,ENSG00000105369,ENSG00000007312,7.001936544098329e-71,0.7570093457943925,1.0,14
1064277,ENSG00000007312,ENSG00000169442,ENSG00000105369,ENSG00000019582,7.001936544098329e-71,0.7570093457943925,1.0,15
1067238,ENSG00000007312,ENSG00000019582,ENSG00000105369,ENSG00000169442,7.001936544098329e-71,0.7570093457943925,1.0,16
43369,ENSG00000169442,ENSG00000007312,ENSG00000105369,ENSG00000019582,7.001936544098329e-71,0.7570093457943925,1.0,17
11734,ENSG00000169442,ENSG00000019582,ENSG00000007312,ENSG00000105369,7.001936544098329e-71,0.7570093457943925,1.0,18
47722,ENSG00000169442,ENSG00000105369,ENSG00000007312,ENSG00000019582,7.001936544098329e-71,0.7570093457943925,1.0,19
413277,ENSG00000019582,ENSG00000007312,ENSG00000105369,ENSG00000169442,7.001936544098329e-71,0.7570093457943925,1.0,20
828840,ENSG00000223865,ENSG00000204287,ENSG00000105369,ENSG00000007312,5.389652921720056e-69,0.7570093457943925,0.9974554707379135,21
508596,ENSG00000204287,ENSG00000105369,ENSG00000007312,ENSG00000223865,5.389652921720056e-69,0.7570093457943925,0.9974554707379135,22
846249,ENSG00000223865,ENSG00000105369,ENSG00000007312,ENSG00000204287,5.389652921720056e-69,0.7570093457943925,0.9974554707379135,23
508216,ENSG00000204287,ENSG00000105369,ENSG00000223865,ENSG00000007312,5.389652921720056e-69,0.7570093457943925,0.9974554707379135,24
1071812,ENSG00000007312,ENSG00000223865,ENSG00000105369,ENSG00000204287,5.389652921720056e-69,0.7570093457943925,0.9974554707379135,25
493737,ENSG00000204287,ENSG00000223865,ENSG00000007312,ENSG00000105369,5.389652921720056e-69,0.7570093457943925,0.9974554707379135,26
504802,ENSG00000204287,ENSG00000007312,ENSG00000223865,ENSG00000105369,5.389652921720056e-69,0.7570093457943925,0.9974554707379135,27
1068095,ENSG00000007312,ENSG00000204287,ENSG00000105369,ENSG00000223865,5.389652921720056e-69,0.7570093457943925,0.9974554707379135,28
493851,ENSG00000204287,ENSG00000223865,ENSG00000105369,ENSG00000007312,5.389652921720056e-69,0.7570093457943925,0.9974554707379135,29
505296,ENSG00000204287,ENSG00000007312,ENSG00000105369,ENSG00000223865,5.389652921720056e-69,0.7570093457943925,0.9974554707379135,30
844002,ENSG00000223865,ENSG00000007312,ENSG00000105369,ENSG00000204287,5.389652921720056e-69,0.7570093457943925,0.9974554707379135,31
392446,ENSG00000019582,ENSG00000196126,ENSG00000105369,ENSG00000007312,1.6376751583692255e-68,0.7383177570093458,1.0,32
1068919,ENSG00000007312,ENSG00000196126,ENSG00000105369,ENSG00000019582,1.6376751583692255e-68,0.7383177570093458,1.0,33
413288,ENSG00000019582,ENSG00000007312,ENSG00000105369,ENSG00000196126,1.6376751583692255e-68,0.7383177570093458,1.0,34
568576,ENSG00000196126,ENSG00000019582,ENSG00000007312,ENSG00000105369,1.6376751583692255e-68,0.7383177570093458,1.0,35
