,gene_1,gene_2,gene_3,gene_4,HG_stat,TP,TN,rank
216759,ENSG00000143546,ENSG00000213402_negation,ENSG00000087086,ENSG00000011600,9.171995372272725e-73,0.7788461538461539,1.0,40
39265,ENSG00000163220,ENSG00000087086,ENSG00000213402_negation,ENSG00000143546,9.171995372272725e-73,0.7788461538461539,1.0,41
125589,ENSG00000143546,ENSG00000163220,ENSG00000213402_negation,ENSG00000087086,9.171995372272725e-73,0.7788461538461539,1.0,42
1594525,ENSG00000087086,ENSG00000163220,ENSG00000213402_negation,ENSG00000143546,9.171995372272725e-73,0.7788461538461539,1.0,43
162189,ENSG00000143546,ENSG00000087086,ENSG00000213402_negation,ENSG00000163220,9.171995372272725e-73,0.7788461538461539,1.0,44
124462,ENSG00000143546,ENSG00000163220,ENSG00000087086,ENSG00000213402_negation,9.171995372272725e-73,0.7788461538461539,1.0,45
216710,ENSG00000143546,ENSG00000213402_negation,ENSG00000011600,ENSG00000087086,9.171995372272725e-73,0.7788461538461539,1.0,46
1618906,ENSG00000087086,ENSG00000011600,ENSG00000213402_negation,ENSG00000143546,9.171995372272725e-73,0.7788461538461539,1.0,47
1532715,ENSG00000011600,ENSG00000087086,ENSG00000213402_negation,ENSG00000143546,9.171995372272725e-73,0.7788461538461539,1.0,48
161027,ENSG00000143546,ENSG00000087086,ENSG00000011600,ENSG00000213402_negation,9.171995372272725e-73,0.7788461538461539,1.0,49
1596286,ENSG00000087086,ENSG00000143546,ENSG00000213402_negation,ENSG00000011600,9.171995372272725e-73,0.7788461538461539,1.0,50
37452,ENSG00000163220,ENSG00000087086,ENSG00000143546,ENSG00000213402_negation,9.171995372272725e-73,0.7788461538461539,1.0,51
216745,ENSG00000143546,ENSG00000213402_negation,ENSG00000087086,ENSG00000163220,9.171995372272725e-73,0.7788461538461539,1.0,52
36786,ENSG00000163220,ENSG00000011600,ENSG00000213402_negation,ENSG00000204472,3.9615508211971467e-72,0.7884615384615384,0.9974747474747475,53
16886,ENSG00000163220,ENSG00000204472,ENSG00000213402_negation,ENSG00000011600,3.9615508211971467e-72,0.7884615384615384,0.9974747474747475,54
705287,ENSG00000204472,ENSG00000163220,ENSG00000011600,ENSG00000213402_negation,3.9615508211971467e-72,0.7884615384615384,0.9974747474747475,55
788070,ENSG00000204472,ENSG00000213402_negation,ENSG00000011600,ENSG00000163220,3.9615508211971467e-72,0.7884615384615384,0.9974747474747475,56
706463,ENSG00000204472,ENSG00000163220,ENSG00000213402_negation,ENSG00000011600,3.9615508211971467e-72,0.7884615384615384,0.9974747474747475,57
94926,ENSG00000163220,ENSG00000213402_negation,ENSG00000011600,ENSG00000204472,3.9615508211971467e-72,0.7884615384615384,0.9974747474747475,58
15710,ENSG00000163220,ENSG00000204472,ENSG00000011600,ENSG00000213402_negation,3.9615508211971467e-72,0.7884615384615384,0.9974747474747475,59
1505855,ENSG00000011600,ENSG00000163220,ENSG00000213402_negation,ENSG00000204472,3.9615508211971467e-72,0.7884615384615384,0.9974747474747475,60
1516622,ENSG00000011600,ENSG00000204472,ENSG00000213402_negation,ENSG00000163220,3.9615508211971467e-72,0.7884615384615384,0.9974747474747475,61
94534,ENSG00000163220,ENSG00000213402_negation,ENSG00000204472,ENSG00000011600,3.9615508211971467e-72,0.7884615384615384,0.9974747474747475,62
1594530,ENSG00000087086,ENSG00000163220,ENSG00000213402_negation,ENSG00000204472,7.113221709353738e-71,0.7788461538461539,0.9974747474747475,63
15760,ENSG00000163220,ENSG00000204472,ENSG00000087086,ENSG00000213402_negation,7.113221709353738e-71,0.7788461538461539,0.9974747474747475,64
1604997,ENSG00000087086,ENSG00000204472,ENSG00000213402_negation,ENSG00000163220,7.113221709353738e-71,0.7788461538461539,0.9974747474747475,65
705337,ENSG00000204472,ENSG00000163220,ENSG00000087086,ENSG00000213402_negation,7.113221709353738e-71,0.7788461538461539,0.9974747474747475,66
739314,ENSG00000204472,ENSG00000087086,ENSG00000213402_negation,ENSG00000163220,7.113221709353738e-71,0.7788461538461539,0.9974747474747475,67
788120,ENSG00000204472,ENSG00000213402_negation,ENSG00000087086,ENSG00000163220,7.113221709353738e-71,0.7788461538461539,0.9974747474747475,68
706464,ENSG00000204472,ENSG00000163220,ENSG00000213402_negation,ENSG00000087086,7.113221709353738e-71,0.7788461538461539,0.9974747474747475,69
94976,ENSG00000163220,ENSG00000213402_negation,ENSG00000087086,ENSG00000204472,7.113221709353738e-71,0.7788461538461539,0.9974747474747475,70
16887,ENSG00000163220,ENSG00000204472,ENSG00000213402_negation,ENSG00000087086,7.113221709353738e-71,0.7788461538461539,0.9974747474747475,71
39270,ENSG00000163220,ENSG00000087086,ENSG00000213402_negation,ENSG00000204472,7.113221709353738e-71,0.7788461538461539,0.9974747474747475,72
2835,ENSG00000163220,ENSG00000143546,ENSG00000204472,ENSG00000213402_negation,2.702987036208039e-70,0.7596153846153846,1.0,73
735980,ENSG00000204472,ENSG00000011600,ENSG00000087086,ENSG00000163220,2.702987036208039e-70,0.7596153846153846,1.0,74
15736,ENSG00000163220,ENSG00000204472,ENSG00000087086,ENSG00000011600,2.702987036208039e-70,0.7596153846153846,1.0,75
216701,ENSG00000143546,ENSG00000213402_negation,ENSG00000011600,ENSG00000204472,2.702987036208039e-70,0.7596153846153846,1.0,76
158605,ENSG00000143546,ENSG00000011600,ENSG00000087086,ENSG00000163220,2.702987036208039e-70,0.7596153846153846,1.0,77
124438,ENSG00000143546,ENSG00000163220,ENSG00000087086,ENSG00000011600,2.702987036208039e-70,0.7596153846153846,1.0,78
4403,ENSG00000163220,ENSG00000143546,ENSG00000213402_negation,ENSG00000204472,2.702987036208039e-70,0.7596153846153846,1.0,79
3261,ENSG00000163220,ENSG00000143546,ENSG00000087086,ENSG00000011600,2.702987036208039e-70,0.7596153846153846,1.0,80
1516623,ENSG00000011600,ENSG00000204472,ENSG00000213402_negation,ENSG00000143546,2.702987036208039e-70,0.7596153846153846,1.0,81
94276,ENSG00000163220,ENSG00000213402_negation,ENSG00000143546,ENSG00000204472,2.702987036208039e-70,0.7596153846153846,1.0,82
140247,ENSG00000143546,ENSG00000204472,ENSG00000213402_negation,ENSG00000163220,2.702987036208039e-70,0.7596153846153846,1.0,83
216309,ENSG00000143546,ENSG00000213402_negation,ENSG00000204472,ENSG00000011600,2.702987036208039e-70,0.7596153846153846,1.0,84
738114,ENSG00000204472,ENSG00000087086,ENSG00000011600,ENSG00000163220,2.702987036208039e-70,0.7596153846153846,1.0,85
35195,ENSG00000163220,ENSG00000011600,ENSG00000204472,ENSG00000087086,2.702987036208039e-70,0.7596153846153846,1.0,86
216295,ENSG00000143546,ENSG00000213402_negation,ENSG00000204472,ENSG00000163220,2.702987036208039e-70,0.7596153846153846,1.0,87
35631,ENSG00000163220,ENSG00000011600,ENSG00000087086,ENSG00000143546,2.702987036208039e-70,0.7596153846153846,1.0,88
15687,ENSG00000163220,ENSG00000204472,ENSG00000011600,ENSG00000087086,2.702987036208039e-70,0.7596153846153846,1.0,89
139085,ENSG00000143546,ENSG00000204472,ENSG00000011600,ENSG00000213402_negation,2.702987036208039e-70,0.7596153846153846,1.0,90
160989,ENSG00000143546,ENSG00000087086,ENSG00000011600,ENSG00000163220,2.702987036208039e-70,0.7596153846153846,1.0,91
124389,ENSG00000143546,ENSG00000163220,ENSG00000011600,ENSG00000087086,2.702987036208039e-70,0.7596153846153846,1.0,92
140261,ENSG00000143546,ENSG00000204472,ENSG00000213402_negation,ENSG00000011600,2.702987036208039e-70,0.7596153846153846,1.0,93
707485,ENSG00000204472,ENSG00000143546,ENSG00000011600,ENSG00000213402_negation,2.702987036208039e-70,0.7596153846153846,1.0,94
38070,ENSG00000163220,ENSG00000087086,ENSG00000011600,ENSG00000204472,2.702987036208039e-70,0.7596153846153846,1.0,95
708661,ENSG00000204472,ENSG00000143546,ENSG00000213402_negation,ENSG00000011600,2.702987036208039e-70,0.7596153846153846,1.0,96
705264,ENSG00000204472,ENSG00000163220,ENSG00000011600,ENSG00000087086,2.702987036208039e-70,0.7596153846153846,1.0,97
38065,ENSG00000163220,ENSG00000087086,ENSG00000011600,ENSG00000143546,2.702987036208039e-70,0.7596153846153846,1.0,98
708647,ENSG00000204472,ENSG00000143546,ENSG00000213402_negation,ENSG00000163220,2.702987036208039e-70,0.7596153846153846,1.0,99
1507653,ENSG00000011600,ENSG00000143546,ENSG00000213402_negation,ENSG00000204472,2.702987036208039e-70,0.7596153846153846,1.0,100
1515472,ENSG00000011600,ENSG00000204472,ENSG00000087086,ENSG00000163220,2.702987036208039e-70,0.7596153846153846,1.0,101
125580,ENSG00000143546,ENSG00000163220,ENSG00000213402_negation,ENSG00000204472,2.702987036208039e-70,0.7596153846153846,1.0,102
124012,ENSG00000143546,ENSG00000163220,ENSG00000204472,ENSG00000213402_negation,2.702987036208039e-70,0.7596153846153846,1.0,103
35636,ENSG00000163220,ENSG00000011600,ENSG00000087086,ENSG00000204472,2.702987036208039e-70,0.7596153846153846,1.0,104
94521,ENSG00000163220,ENSG00000213402_negation,ENSG00000204472,ENSG00000143546,2.702987036208039e-70,0.7596153846153846,1.0,105
159761,ENSG00000143546,ENSG00000011600,ENSG00000213402_negation,ENSG00000204472,2.702987036208039e-70,0.7596153846153846,1.0,106
737131,ENSG00000204472,ENSG00000011600,ENSG00000213402_negation,ENSG00000143546,2.702987036208039e-70,0.7596153846153846,1.0,107
3212,ENSG00000163220,ENSG00000143546,ENSG00000011600,ENSG00000087086,2.702987036208039e-70,0.7596153846153846,1.0,108
1504700,ENSG00000011600,ENSG00000163220,ENSG00000087086,ENSG00000143546,2.702987036208039e-70,0.7596153846153846,1.0,109
158193,ENSG00000143546,ENSG00000011600,ENSG00000204472,ENSG00000213402_negation,2.702987036208039e-70,0.7596153846153846,1.0,110
706450,ENSG00000204472,ENSG00000163220,ENSG00000213402_negation,ENSG00000143546,2.702987036208039e-70,0.7596153846153846,1.0,111
1504705,ENSG00000011600,ENSG00000163220,ENSG00000087086,ENSG00000204472,2.702987036208039e-70,0.7596153846153846,1.0,112
16873,ENSG00000163220,ENSG00000204472,ENSG00000213402_negation,ENSG00000143546,2.702987036208039e-70,0.7596153846153846,1.0,113
37678,ENSG00000163220,ENSG00000087086,ENSG00000204472,ENSG00000011600,2.702987036208039e-70,0.7596153846153846,1.0,114
15060,ENSG00000163220,ENSG00000204472,ENSG00000143546,ENSG00000213402_negation,2.702987036208039e-70,0.7596153846153846,1.0,115
216751,ENSG00000143546,ENSG00000213402_negation,ENSG00000087086,ENSG00000204472,4.3871558818436633e-69,0.75,1.0,116
139135,ENSG00000143546,ENSG00000204472,ENSG00000087086,ENSG00000213402_negation,4.3871558818436633e-69,0.75,1.0,117
788121,ENSG00000204472,ENSG00000213402_negation,ENSG00000087086,ENSG00000143546,4.3871558818436633e-69,0.75,1.0,118
162195,ENSG00000143546,ENSG00000087086,ENSG00000213402_negation,ENSG00000204472,4.3871558818436633e-69,0.75,1.0,119
739315,ENSG00000204472,ENSG00000087086,ENSG00000213402_negation,ENSG00000143546,4.3871558818436633e-69,0.75,1.0,120
160627,ENSG00000143546,ENSG00000087086,ENSG00000204472,ENSG00000213402_negation,4.3871558818436633e-69,0.75,1.0,121
1604998,ENSG00000087086,ENSG00000204472,ENSG00000213402_negation,ENSG00000143546,4.3871558818436633e-69,0.75,1.0,122
708662,ENSG00000204472,ENSG00000143546,ENSG00000213402_negation,ENSG00000087086,4.3871558818436633e-69,0.75,1.0,123
1596278,ENSG00000087086,ENSG00000143546,ENSG00000213402_negation,ENSG00000204472,4.3871558818436633e-69,0.75,1.0,124
2021268,ENSG00000177954_negation,ENSG00000011600,ENSG00000251562_negation,ENSG00000213402_negation,6.873210881555509e-68,0.7403846153846154,1.0,125
2921875,ENSG00000251562_negation,ENSG00000011600,ENSG00000213402_negation,ENSG00000177954_negation,6.873210881555509e-68,0.7403846153846154,1.0,126
1572607,ENSG00000011600,ENSG00000213402_negation,ENSG00000177954_negation,ENSG00000251562_negation,6.873210881555509e-68,0.7403846153846154,1.0,127
35181,ENSG00000163220,ENSG00000011600,ENSG00000204472,ENSG00000143546,6.873210881555509e-68,0.7403846153846154,1.0,128
2811,ENSG00000163220,ENSG00000143546,ENSG00000204472,ENSG00000011600,6.873210881555509e-68,0.7403846153846154,1.0,129
139047,ENSG00000143546,ENSG00000204472,ENSG00000011600,ENSG00000163220,6.873210881555509e-68,0.7403846153846154,1.0,130
2925658,ENSG00000251562_negation,ENSG00000177954_negation,ENSG00000213402_negation,ENSG00000011600,6.873210881555509e-68,0.7403846153846154,1.0,131
3203,ENSG00000163220,ENSG00000143546,ENSG00000011600,ENSG00000204472,6.873210881555509e-68,0.7403846153846154,1.0,132
2055173,ENSG00000177954_negation,ENSG00000251562_negation,ENSG00000213402_negation,ENSG00000011600,6.873210881555509e-68,0.7403846153846154,1.0,133
124380,ENSG00000143546,ENSG00000163220,ENSG00000011600,ENSG00000204472,6.873210881555509e-68,0.7403846153846154,1.0,134
2056584,ENSG00000177954_negation,ENSG00000213402_negation,ENSG00000251562_negation,ENSG00000011600,6.873210881555509e-68,0.7403846153846154,1.0,135
34936,ENSG00000163220,ENSG00000011600,ENSG00000143546,ENSG00000204472,6.873210881555509e-68,0.7403846153846154,1.0,136
15673,ENSG00000163220,ENSG00000204472,ENSG00000011600,ENSG00000143546,6.873210881555509e-68,0.7403846153846154,1.0,137
1541656,ENSG00000011600,ENSG00000177954_negation,ENSG00000213402_negation,ENSG00000251562_negation,6.873210881555509e-68,0.7403846153846154,1.0,138
1541607,ENSG00000011600,ENSG00000177954_negation,ENSG00000251562_negation,ENSG00000213402_negation,6.873210881555509e-68,0.7403846153846154,1.0,139
705250,ENSG00000204472,ENSG00000163220,ENSG00000011600,ENSG00000143546,6.873210881555509e-68,0.7403846153846154,1.0,140
707447,ENSG00000204472,ENSG00000143546,ENSG00000011600,ENSG00000163220,6.873210881555509e-68,0.7403846153846154,1.0,141
123988,ENSG00000143546,ENSG00000163220,ENSG00000204472,ENSG00000011600,6.873210881555509e-68,0.7403846153846154,1.0,142
1570847,ENSG00000011600,ENSG00000251562_negation,ENSG00000177954_negation,ENSG00000213402_negation,6.873210881555509e-68,0.7403846153846154,1.0,143
15036,ENSG00000163220,ENSG00000204472,ENSG00000143546,ENSG00000011600,6.873210881555509e-68,0.7403846153846154,1.0,144
158155,ENSG00000143546,ENSG00000011600,ENSG00000204472,ENSG00000163220,6.873210881555509e-68,0.7403846153846154,1.0,145
2913522,ENSG00000251562_negation,ENSG00000143546,ENSG00000213402_negation,ENSG00000163220,1.040800504921768e-66,0.7307692307692307,1.0,146
217859,ENSG00000143546,ENSG00000213402_negation,ENSG00000251562_negation,ENSG00000011600,1.040800504921768e-66,0.7307692307692307,1.0,147
214322,ENSG00000143546,ENSG00000251562_negation,ENSG00000011600,ENSG00000213402_negation,1.040800504921768e-66,0.7307692307692307,1.0,148
94307,ENSG00000163220,ENSG00000213402_negation,ENSG00000143546,ENSG00000251562_negation,1.040800504921768e-66,0.7307692307692307,1.0,149
1541620,ENSG00000011600,ENSG00000177954_negation,ENSG00000213402_negation,ENSG00000143546,1.040800504921768e-66,0.7307692307692307,1.0,150
216732,ENSG00000143546,ENSG00000213402_negation,ENSG00000011600,ENSG00000251562_negation,1.040800504921768e-66,0.7307692307692307,1.0,151
707511,ENSG00000204472,ENSG00000143546,ENSG00000087086,ENSG00000011600,1.040800504921768e-66,0.7307692307692307,1.0,152
707462,ENSG00000204472,ENSG00000143546,ENSG00000011600,ENSG00000087086,1.040800504921768e-66,0.7307692307692307,1.0,153
125562,ENSG00000143546,ENSG00000163220,ENSG00000251562_negation,ENSG00000213402_negation,1.040800504921768e-66,0.7307692307692307,1.0,154
1504987,ENSG00000011600,ENSG00000163220,ENSG00000177954_negation,ENSG00000213402_negation,1.040800504921768e-66,0.7307692307692307,1.0,155
2021281,ENSG00000177954_negation,ENSG00000011600,ENSG00000213402_negation,ENSG00000143546,1.040800504921768e-66,0.7307692307692307,1.0,156
2021280,ENSG00000177954_negation,ENSG00000011600,ENSG00000213402_negation,ENSG00000163220,1.040800504921768e-66,0.7307692307692307,1.0,157
1541619,ENSG00000011600,ENSG00000177954_negation,ENSG00000213402_negation,ENSG00000163220,1.040800504921768e-66,0.7307692307692307,1.0,158
1572571,ENSG00000011600,ENSG00000213402_negation,ENSG00000177954_negation,ENSG00000143546,1.040800504921768e-66,0.7307692307692307,1.0,159
1505869,ENSG00000011600,ENSG00000163220,ENSG00000213402_negation,ENSG00000177954_negation,1.040800504921768e-66,0.7307692307692307,1.0,160
93660,ENSG00000163220,ENSG00000251562_negation,ENSG00000213402_negation,ENSG00000143546,1.040800504921768e-66,0.7307692307692307,1.0,161
93673,ENSG00000163220,ENSG00000251562_negation,ENSG00000213402_negation,ENSG00000011600,1.040800504921768e-66,0.7307692307692307,1.0,162
1505886,ENSG00000011600,ENSG00000163220,ENSG00000213402_negation,ENSG00000251562_negation,1.040800504921768e-66,0.7307692307692307,1.0,163
4385,ENSG00000163220,ENSG00000143546,ENSG00000251562_negation,ENSG00000213402_negation,1.040800504921768e-66,0.7307692307692307,1.0,164
159775,ENSG00000143546,ENSG00000011600,ENSG00000213402_negation,ENSG00000177954_negation,1.040800504921768e-66,0.7307692307692307,1.0,165
159792,ENSG00000143546,ENSG00000011600,ENSG00000213402_negation,ENSG00000251562_negation,1.040800504921768e-66,0.7307692307692307,1.0,166
95234,ENSG00000163220,ENSG00000213402_negation,ENSG00000177954_negation,ENSG00000011600,1.040800504921768e-66,0.7307692307692307,1.0,167
94940,ENSG00000163220,ENSG00000213402_negation,ENSG00000011600,ENSG00000177954_negation,1.040800504921768e-66,0.7307692307692307,1.0,168
159743,ENSG00000143546,ENSG00000011600,ENSG00000251562_negation,ENSG00000213402_negation,1.040800504921768e-66,0.7307692307692307,1.0,169
2000413,ENSG00000177954_negation,ENSG00000163220,ENSG00000213402_negation,ENSG00000011600,1.040800504921768e-66,0.7307692307692307,1.0,170
1571709,ENSG00000011600,ENSG00000251562_negation,ENSG00000213402_negation,ENSG00000163220,1.040800504921768e-66,0.7307692307692307,1.0,171
1571710,ENSG00000011600,ENSG00000251562_negation,ENSG00000213402_negation,ENSG00000143546,1.040800504921768e-66,0.7307692307692307,1.0,172
50507,ENSG00000163220,ENSG00000177954_negation,ENSG00000011600,ENSG00000213402_negation,1.040800504921768e-66,0.7307692307692307,1.0,173
158893,ENSG00000143546,ENSG00000011600,ENSG00000177954_negation,ENSG00000213402_negation,1.040800504921768e-66,0.7307692307692307,1.0,174
216715,ENSG00000143546,ENSG00000213402_negation,ENSG00000011600,ENSG00000177954_negation,1.040800504921768e-66,0.7307692307692307,1.0,175
158170,ENSG00000143546,ENSG00000011600,ENSG00000204472,ENSG00000087086,1.040800504921768e-66,0.7307692307692307,1.0,176
36817,ENSG00000163220,ENSG00000011600,ENSG00000213402_negation,ENSG00000251562_negation,1.040800504921768e-66,0.7307692307692307,1.0,177
2001911,ENSG00000177954_negation,ENSG00000143546,ENSG00000213402_negation,ENSG00000011600,1.040800504921768e-66,0.7307692307692307,1.0,178
91847,ENSG00000163220,ENSG00000251562_negation,ENSG00000143546,ENSG00000213402_negation,1.040800504921768e-66,0.7307692307692307,1.0,179
1573420,ENSG00000011600,ENSG00000213402_negation,ENSG00000251562_negation,ENSG00000163220,1.040800504921768e-66,0.7307692307692307,1.0,180
158611,ENSG00000143546,ENSG00000011600,ENSG00000087086,ENSG00000204472,1.040800504921768e-66,0.7307692307692307,1.0,181
1507684,ENSG00000011600,ENSG00000143546,ENSG00000213402_negation,ENSG00000251562_negation,1.040800504921768e-66,0.7307692307692307,1.0,182
139111,ENSG00000143546,ENSG00000204472,ENSG00000087086,ENSG00000011600,1.040800504921768e-66,0.7307692307692307,1.0,183
92497,ENSG00000163220,ENSG00000251562_negation,ENSG00000011600,ENSG00000213402_negation,1.040800504921768e-66,0.7307692307692307,1.0,184
1515473,ENSG00000011600,ENSG00000204472,ENSG00000087086,ENSG00000143546,1.040800504921768e-66,0.7307692307692307,1.0,185
173182,ENSG00000143546,ENSG00000177954_negation,ENSG00000011600,ENSG00000213402_negation,1.040800504921768e-66,0.7307692307692307,1.0,186
4434,ENSG00000163220,ENSG00000143546,ENSG00000213402_negation,ENSG00000251562_negation,1.040800504921768e-66,0.7307692307692307,1.0,187
2921855,ENSG00000251562_negation,ENSG00000011600,ENSG00000213402_negation,ENSG00000163220,1.040800504921768e-66,0.7307692307692307,1.0,188
51683,ENSG00000163220,ENSG00000177954_negation,ENSG00000213402_negation,ENSG00000011600,1.040800504921768e-66,0.7307692307692307,1.0,189
35918,ENSG00000163220,ENSG00000011600,ENSG00000177954_negation,ENSG00000213402_negation,1.040800504921768e-66,0.7307692307692307,1.0,190
139062,ENSG00000143546,ENSG00000204472,ENSG00000011600,ENSG00000087086,1.040800504921768e-66,0.7307692307692307,1.0,191
1573421,ENSG00000011600,ENSG00000213402_negation,ENSG00000251562_negation,ENSG00000143546,1.040800504921768e-66,0.7307692307692307,1.0,192
174358,ENSG00000143546,ENSG00000177954_negation,ENSG00000213402_negation,ENSG00000011600,1.040800504921768e-66,0.7307692307692307,1.0,193
1507635,ENSG00000011600,ENSG00000143546,ENSG00000251562_negation,ENSG00000213402_negation,1.040800504921768e-66,0.7307692307692307,1.0,194
738115,ENSG00000204472,ENSG00000087086,ENSG00000011600,ENSG00000143546,1.040800504921768e-66,0.7307692307692307,1.0,195
36768,ENSG00000163220,ENSG00000011600,ENSG00000251562_negation,ENSG00000213402_negation,1.040800504921768e-66,0.7307692307692307,1.0,196
36800,ENSG00000163220,ENSG00000011600,ENSG00000213402_negation,ENSG00000177954_negation,1.040800504921768e-66,0.7307692307692307,1.0,197
215498,ENSG00000143546,ENSG00000251562_negation,ENSG00000213402_negation,ENSG00000011600,1.040800504921768e-66,0.7307692307692307,1.0,198
215484,ENSG00000143546,ENSG00000251562_negation,ENSG00000213402_negation,ENSG00000163220,1.040800504921768e-66,0.7307692307692307,1.0,199
96084,ENSG00000163220,ENSG00000213402_negation,ENSG00000251562_negation,ENSG00000011600,1.040800504921768e-66,0.7307692307692307,1.0,200
217009,ENSG00000143546,ENSG00000213402_negation,ENSG00000177954_negation,ENSG00000011600,1.040800504921768e-66,0.7307692307692307,1.0,201
