,gene_1,gene_2,HG_pval,TP,TN,q_value,HG_rank,CCS,MGD,CCS_rank,rank,Plot
264254,ENSG00000251562,ENSG00000011600,2.3972863778082296e-51,0.72,0.9725,6.579733428008988e-48,129,0.8406461933115129,0.16664619331151292,27,1,1.0
138434,ENSG00000145287,ENSG00000011600,3.6288693942946516e-49,0.7,0.9725,8.343124198788043e-46,154,0.861044929383483,0.1710449293834831,26,2,1.0
266359,ENSG00000213402,ENSG00000011600,1.5813854315212586e-46,0.6,0.9925,2.7718163726230115e-43,202,1.0209010836968022,0.20290108369680232,14,3,1.0
310082,ENSG00000166710,ENSG00000167526_negation,5.663457665181489e-44,0.53,1.0,7.482124941760534e-41,254,0.6686339928186575,0.13463399281865773,38,4,1.0
254249,ENSG00000185885,ENSG00000011600,7.949996076481013e-43,0.55,0.995,9.606769832201174e-40,293,1.0786894268543623,0.21468942685436226,13,5,1.0
310085,ENSG00000166710,ENSG00000108298_negation,5.285893820841245e-43,0.52,1.0,6.4093453839070956e-40,278,0.6786372247361766,0.13663722473617662,37,6,1.0
138542,ENSG00000145287,ENSG00000167526_negation,2.4070442358778155e-41,0.57,0.9875,2.6142346294452e-38,326,0.9040626724074671,0.18206267240746715,24,7,1.0
264370,ENSG00000251562,ENSG00000105640_negation,1.131462747370051e-39,0.53,0.9925,1.0324918345272876e-36,388,1.1397299422464515,0.23172994224645177,11,8,1.0
264362,ENSG00000251562,ENSG00000167526_negation,1.131462747370051e-39,0.53,0.9925,1.0324918345272876e-36,386,0.9080612943775909,0.18006129437759094,23,9,1.0
310090,ENSG00000166710,ENSG00000105640_negation,6.055873198734647e-40,0.52,0.995,5.569216936668021e-37,384,0.6636432922294596,0.1336432922294597,39,10,1.0
53063,ENSG00000158869,ENSG00000166710,1.9184863130601697e-42,0.61,0.98,2.302580279621684e-39,295,0.52858816622191,0.10658816622191003,173,11,1.0
264365,ENSG00000251562,ENSG00000108298_negation,8.547955396238802e-38,0.51,0.9925,6.480722988324853e-35,467,1.1598537508775566,0.23585375087755658,10,12,1.0
309896,ENSG00000166710,ENSG00000173762,1.8860891470414204e-39,0.57,0.9825,1.7122836140785443e-36,389,0.576063220176932,0.11606322017693213,94,13,1.0
310079,ENSG00000166710,ENSG00000140988_negation,2.8640130655295343e-38,0.47,1.0,2.1901411014998972e-35,454,0.7286533843237708,0.1466533843237709,34,14,1.0
52700,ENSG00000158869,ENSG00000171476,3.097808485156073e-44,0.55,0.9975,4.458590122206685e-41,246,0.49180448245948094,0.09780448245948095,246,15,1.0
53152,ENSG00000158869,ENSG00000173762,4.3592442714312346e-41,0.5,1.0,4.460804583778076e-38,345,0.5493966894985748,0.1093966894985747,147,16,1.0
52941,ENSG00000158869,ENSG00000213402,2.5070239264539295e-41,0.52,0.9975,2.6979920924747865e-38,328,0.5218141782120375,0.1038141782120375,181,17,1.0
264307,ENSG00000251562,ENSG00000142676_negation,3.885006930744843e-37,0.49,0.995,2.707735115957579e-34,504,1.1875536069601609,0.24155360696016082,6,18,1.0
136143,ENSG00000171476,ENSG00000185885,2.8640130655295343e-38,0.47,1.0,2.1901411014998972e-35,439,0.5879292203477843,0.11992922034778435,76,19,1.0
262552,ENSG00000133321,ENSG00000011600,3.658397969990912e-37,0.58,0.9725,2.5802710032927337e-34,502,0.9813779165714086,0.19537791657140868,16,20,1.0
136382,ENSG00000171476,ENSG00000173762,1.9810343411278772e-39,0.5,0.9975,1.7623291453620033e-36,395,0.5503434771437283,0.11234347714372835,131,21,1.0
89082,ENSG00000115523,ENSG00000132965,5.663457665181489e-44,0.53,1.0,7.482124941760534e-41,255,0.4776298795156525,0.09562987951565262,276,22,1.0
88841,ENSG00000115523,ENSG00000240065,6.14179004631303e-46,0.55,1.0,9.79535281796233e-43,209,0.45762341568061493,0.09162341568061493,330,23,1.0
89049,ENSG00000115523,ENSG00000135404,5.954866001424492e-45,0.54,1.0,8.821697955357142e-42,238,0.46762664759813377,0.09362664759813379,302,24,1.0
89372,ENSG00000115523,ENSG00000019582_negation,4.3592442714312346e-41,0.5,1.0,4.460804583778076e-38,334,0.5076395752682092,0.10163957526820923,209,25,1.0
89394,ENSG00000115523,ENSG00000149273_negation,6.14179004631303e-46,0.55,1.0,9.79535281796233e-43,213,0.45762341568061493,0.09162341568061493,332,26,1.0
89379,ENSG00000115523,ENSG00000147403_negation,4.8436047460334207e-42,0.51,1.0,5.309385572710027e-39,309,0.4976363433506904,0.09963634335069037,236,27,1.0
89392,ENSG00000115523,ENSG00000167996_negation,4.3592442714312346e-41,0.5,1.0,4.460804583778076e-38,339,0.5076395752682092,0.10163957526820923,208,28,1.0
89386,ENSG00000115523,ENSG00000197958_negation,6.14179004631303e-46,0.55,1.0,9.79535281796233e-43,215,0.45762341568061493,0.09162341568061493,334,29,1.0
88911,ENSG00000115523,ENSG00000147168,5.285893820841245e-43,0.52,1.0,6.4093453839070956e-40,289,0.48763311143317156,0.09763311143317152,260,30,1.0
88973,ENSG00000115523,ENSG00000122862,4.8436047460334207e-42,0.51,1.0,5.309385572710027e-39,316,0.4976363433506904,0.09963634335069037,234,31,1.0
310027,ENSG00000166710,ENSG00000142676_negation,1.2172371644737867e-36,0.47,0.9975,8.272096116905055e-34,516,0.7211564180704124,0.14515641807041244,36,32,1.0
89405,ENSG00000115523,ENSG00000174444_negation,6.210798923234988e-47,0.56,1.0,1.0940306853529867e-43,188,0.447620183763096,0.08962018376309606,364,33,0.0
89378,ENSG00000115523,ENSG00000198034_negation,6.14179004631303e-46,0.55,1.0,9.79535281796233e-43,217,0.45762341568061493,0.09162341568061493,336,34,0.0
89199,ENSG00000115523,ENSG00000129277,6.210798923234988e-47,0.56,1.0,1.0940306853529867e-43,189,0.447620183763096,0.08962018376309606,365,35,0.0
89373,ENSG00000115523,ENSG00000204628_negation,6.14179004631303e-46,0.55,1.0,9.79535281796233e-43,219,0.45762341568061493,0.09162341568061493,335,36,0.0
89268,ENSG00000115523,ENSG00000007264,6.210798923234988e-47,0.56,1.0,1.0940306853529867e-43,193,0.447620183763096,0.08962018376309606,361,37,0.0
89423,ENSG00000115523,ENSG00000063177_negation,6.210798923234988e-47,0.56,1.0,1.0940306853529867e-43,194,0.447620183763096,0.08962018376309606,362,38,0.0
89385,ENSG00000115523,ENSG00000137154_negation,4.3592442714312346e-41,0.5,1.0,4.460804583778076e-38,346,0.5076395752682092,0.10163957526820923,210,39,0.0
309974,ENSG00000166710,ENSG00000011600,4.441082474121427e-53,0.72,0.9775,1.5266156328834045e-49,103,0.4108784996184699,0.08287849961847002,454,40,1.0
89036,ENSG00000115523,ENSG00000134539,4.8436047460334207e-42,0.51,1.0,5.309385572710027e-39,320,0.4976363433506904,0.09963634335069037,239,41,0.0
264359,ENSG00000251562,ENSG00000140988_negation,1.7138668016956008e-38,0.49,0.9975,1.3917738387044635e-35,433,0.55628707528328,0.11028707528327997,128,42,1.0
89429,ENSG00000115523,ENSG00000100316_negation,6.210798923234988e-47,0.56,1.0,1.0940306853529867e-43,199,0.447620183763096,0.08962018376309606,363,43,0.0
89416,ENSG00000115523,ENSG00000104904_negation,6.154845779780647e-48,0.57,1.0,1.197357610788415e-44,176,0.43761695184557714,0.08761695184557719,387,44,0.0
292855,ENSG00000132965,ENSG00000011600,5.984570763322608e-36,0.49,0.9925,3.838592588827474e-33,552,1.1311327709079761,0.225132770907976,12,45,1.0
89060,ENSG00000115523,ENSG00000133639,3.854939541989407e-40,0.49,1.0,3.572994107791391e-37,368,0.5176428071857282,0.10364280718572809,196,46,0.0
42275,ENSG00000177954,ENSG00000011600,4.654573333947764e-36,0.56,0.975,2.9963688894379622e-33,550,1.0083720195025472,0.2003720195025472,15,47,1.0
89384,ENSG00000115523,ENSG00000161016_negation,6.154845779780647e-48,0.57,1.0,1.197357610788415e-44,177,0.43761695184557714,0.08761695184557719,388,48,0.0
89402,ENSG00000115523,ENSG00000089157_negation,5.974229537940861e-49,0.58,1.0,1.2666117870855565e-45,157,0.4276137199280583,0.08561371992805836,410,49,0.0
89184,ENSG00000115523,ENSG00000108518,6.154845779780647e-48,0.57,1.0,1.197357610788415e-44,181,0.43761695184557714,0.08761695184557719,389,50,0.0
89398,ENSG00000115523,ENSG00000123349_negation,3.350832063424124e-39,0.48,1.0,2.818049765339688e-36,399,0.527646039103247,0.10564603910324695,174,51,0.0
89362,ENSG00000115523,ENSG00000144713_negation,3.854939541989407e-40,0.49,1.0,3.572994107791391e-37,378,0.5176428071857282,0.10364280718572809,197,52,0.0
89375,ENSG00000115523,ENSG00000198755_negation,5.974229537940861e-49,0.58,1.0,1.2666117870855565e-45,161,0.4276137199280583,0.08561371992805836,416,53,0.0
89217,ENSG00000115523,ENSG00000132475,3.854939541989407e-40,0.49,1.0,3.572994107791391e-37,382,0.5176428071857282,0.10364280718572809,198,54,0.0
44041,ENSG00000163463,ENSG00000115523,3.350832063424124e-39,0.48,1.0,2.818049765339688e-36,408,0.527646039103247,0.10564603910324695,175,55,1.0
39304,ENSG00000197747,ENSG00000115523,2.7426592411244516e-42,0.53,0.9975,3.226141772663669e-39,297,0.47015190012338626,0.0941519001233863,287,56,1.0
136565,ENSG00000171476,ENSG00000140988_negation,1.9919837674967084e-36,0.45,1.0,1.2846698810631185e-33,535,0.6079356841828221,0.12393568418282205,49,57,1.0
138550,ENSG00000145287,ENSG00000105640_negation,1.0945608173050907e-35,0.52,0.985,6.822910167884819e-33,567,0.9465625890048689,0.190562589004869,17,58,1.0
89139,ENSG00000115523,ENSG00000166794,3.097808485156073e-44,0.55,0.9975,4.458590122206685e-41,243,0.4501454362883486,0.0901454362883486,344,59,0.0
89406,ENSG00000115523,ENSG00000137818_negation,3.350832063424124e-39,0.48,1.0,2.818049765339688e-36,415,0.527646039103247,0.10564603910324695,177,60,0.0
89274,ENSG00000115523,ENSG00000233927,2.943519638283235e-43,0.54,0.9975,3.776034444384784e-40,274,0.4601486682058674,0.09214866820586745,320,61,0.0
88711,ENSG00000115523,ENSG00000155368,2.2490938830761036e-40,0.51,0.9975,2.2622625833403646e-37,348,0.49015836395842405,0.09815836395842403,247,62,0.0
89056,ENSG00000115523,ENSG00000127314,3.350832063424124e-39,0.48,1.0,2.818049765339688e-36,420,0.527646039103247,0.10564603910324695,176,63,0.0
136568,ENSG00000171476,ENSG00000167526_negation,1.131462747370051e-39,0.53,0.9925,1.0324918345272876e-36,387,0.5051816864881727,0.10318168648817287,214,64,1.0
89099,ENSG00000115523,ENSG00000213741,3.195484022575545e-45,0.56,0.9975,5.028427860076089e-42,225,0.4401422043708296,0.08814220437082973,380,65,0.0
89035,ENSG00000115523,ENSG00000150045,5.277815364265598e-51,0.6,1.0,1.3443658889836273e-47,130,0.4076072560930206,0.08160725609302064,477,66,0.0
89370,ENSG00000115523,ENSG00000145425_negation,2.8640130655295343e-38,0.47,1.0,2.1901411014998972e-35,441,0.5376492710207658,0.10764927102076578,167,67,0.0
89357,ENSG00000115523,ENSG00000122406_negation,1.9810343411278772e-39,0.5,0.9975,1.7623291453620033e-36,394,0.5001615958759429,0.1001615958759429,222,68,0.0
89348,ENSG00000115523,ENSG00000198712,1.9810343411278772e-39,0.5,0.9975,1.7623291453620033e-36,393,0.5001615958759429,0.1001615958759429,223,69,0.0
88786,ENSG00000115523,ENSG00000145592,1.9810343411278772e-39,0.5,0.9975,1.7623291453620033e-36,397,0.5001615958759429,0.1001615958759429,221,70,0.0
