"","xChoord","yChoord"
"1",-27.4346793683171,-3.55052659277535
"2",-31.3396463730219,-1.53814442361084
"3",-33.3135320037548,-6.40558346530953
"4",-33.870322401301,-8.10207935492372
"5",-33.632793755386,-2.61382595396408
"6",-28.6164795415959,-5.55327535573695
"7",-29.8170354207933,-5.89832366662318
"8",-30.5719029946544,-1.92054980999492
"9",-31.4802096476592,-4.12501105956327
"10",-27.6453538339401,-7.05187645848183
"11",-35.250461062396,-4.11258842196399
"12",-27.8974215356196,-7.92533346178714
"13",-32.0231499272569,-8.17517336310296
"14",-33.1833215188757,-8.71650056845114
"15",-32.7445737788408,-2.3393388205626
"16",-28.1970967664406,-6.78487046246715
"17",-32.7894567828106,-1.30298620239434
"18",-33.5102711554953,-2.02329109388811
"19",-31.0008940326482,-2.75014136428994
"20",-27.7779697379893,-4.35253384468755
"21",-34.8181329382467,-7.12272404439738
"22",-27.4719383771625,-5.86619650559461
"23",-29.6273054543249,-8.67259440391895
"24",-32.8892638634572,-5.17655559038656
"25",-28.1094800422142,-2.7951746893864
"26",-34.6113875995916,-5.60741025945663
"27",-32.3795357292067,-5.079305140175
"28",-30.7359525438875,-9.50950069108523
"29",-27.3763275989882,-5.52023681183178
"30",-31.5716537055345,-8.90854997567804
"31",-30.4051237116901,-7.91743728083865
"32",-28.154245706489,-8.4268271573275
"33",-30.1554552667254,-9.21022890551674
"34",-32.0075099577931,-7.01565704877061
"35",-31.8322572188919,-5.54940868906722
"36",-28.4729195115928,-9.25386779004079
"37",-34.8713410768007,-7.3235624100163
"38",-29.1061694037773,-5.0284483644917
"39",-27.8133655483323,-6.10383065223275
"40",-34.388535214457,-7.73643889699262
"41",-32.426290006022,-8.20914041632131
"42",-29.5795108357292,-2.69608009911969
"43",-32.4077625530112,-6.32821639838316
"44",-32.4981092133766,-5.0694681515283
"45",-33.9424074538319,-4.55835655896335
"46",-34.6818200583638,-6.47659837205457
"47",-33.2202605163751,-7.2647182602751
"48",-30.1614983623256,-6.60186092776062
"49",-28.3674046951337,-8.26440007511824
"50",-34.6726904405553,-7.59427901841223
"51",-28.2071095535236,-5.95587015432782
"52",-28.3728110576163,-7.05032518441495
"53",-30.2293206805152,-3.27771549229622
"54",-33.1877527139354,-8.2358309914438
"55",-31.8964327941179,-2.29979072334027
"56",-31.328585343285,-8.69489948634768
"57",-30.1102835329028,-0.916286176668305
"58",-30.4097637174166,-1.67092729423338
"59",-33.3674872065676,-4.21490257470121
"60",-29.7362820695267,-8.33915916763426
"61",-27.3443637445956,-7.65136977961872
"62",-30.7988171907645,-8.37003534969659
"63",-30.8759335219508,-7.06776450923151
"64",-29.8559750175013,-1.29768986683903
"65",-33.7333611020523,-3.1084980609536
"66",-33.8391934760162,-6.14787874775437
"67",-31.317224144178,-7.4787119536314
"68",-32.4942003245019,-6.73094159213227
"69",-27.6861077625541,-8.58531843326205
"70",-32.0116996050602,-2.44321179210918
"71",-34.536706721517,-5.43337339028188
"72",-35.236001044777,-6.33379292418844
"73",-31.9171456525825,-1.24374137735048
"74",-31.4405244071832,-2.81491613211979
"75",-31.5802745635613,-4.69753250173068
"76",-35.3158970448494,-6.25497618428011
"77",-30.3077864877656,-4.9735738035153
"78",-30.053342970726,-5.15889264047567
"79",-27.1430228435558,-4.3083091168108
"80",-29.5357982824943,-8.24829270472301
"81",-29.5559631127971,-3.04955036586795
"82",-31.3173930514526,-3.98202269819105
"83",-29.1935433903026,-2.25910864914256
"84",-34.960549983398,-5.49572831840268
"85",-29.6301656684107,-7.39653945315744
"86",-29.4921978255234,-6.45274596710584
"87",-28.9592119644209,-7.72515332239742
"88",-29.3349165061013,-4.14217388417735
"89",-33.0510198097782,-4.38266240432323
"90",-31.8015597972261,-5.7111868891856
"91",-30.8679896048425,-5.02120187468636
"92",-30.4544178124252,-9.79988394506473
"93",-33.793248346555,-5.23595808147052
