"","1","2","3","4","5"
"IRF7",0.180555555555556,0.20911214953271,0.267857142857143,0.17,0.169554455445545
"JUN",0.324074074074074,0.285046728971963,0.342261904761905,0.2975,0.29950495049505
"JUND",0.40162037037037,0.419392523364486,0.489583333333333,0.48375,0.407178217821782
"KHSRP",0.127314814814815,0.23714953271028,0.125,0.135,0.125
"KLF10",0.25,0.253504672897196,0.324404761904762,0.25125,0.251237623762376
"KLF2",0.603009259259259,0.619158878504673,0.675595238095238,0.61125,0.631188118811881
"KLF4",0.452546296296296,0.523364485981308,0.453869047619048,0.51375,0.469059405940594
"KLF5",0.462962962962963,0.488317757009346,0.431547619047619,0.5425,0.495049504950495
"KLF6",0.376157407407407,0.379672897196262,0.389880952380952,0.37625,0.375
"KLF8",0.398148148148148,0.41588785046729,0.430059523809524,0.38875,0.407178217821782
"LMO2",0.394675925925926,0.394859813084112,0.452380952380952,0.375,0.375
"LYL1",0.518518518518519,0.510514018691589,0.65327380952381,0.52625,0.522277227722772
"MBD2",0.25,0.25,0.25,0.25,0.25
"MEF2A",0.734953703703704,0.695093457943925,0.74702380952381,0.76625,0.728960396039604
"MEF2C",0.127314814814815,0.128504672897196,0.132440476190476,0.135,0.128712871287129
"MEF2D",0.444444444444444,0.420560747663551,0.452380952380952,0.4675,0.446782178217822
"MEN1",0.622685185185185,0.587616822429907,0.613095238095238,0.6225,0.625
"MITF",0.314814814814815,0.399532710280374,0.444940476190476,0.31875,0.293316831683168
"MLLT10",0.72337962962963,0.72196261682243,0.691964285714286,0.72125,0.738861386138614
"MLLT3",0.520833333333333,0.523364485981308,0.550595238095238,0.525,0.511138613861386
"MSX2",0.425925925925926,0.45911214953271,0.380952380952381,0.40875,0.408415841584158
"MTA1",0.388888888888889,0.380841121495327,0.461309523809524,0.3925,0.382425742574257
"MTF1",0.460648148148148,0.421728971962617,0.59672619047619,0.48,0.477722772277228
"MYB",0.25,0.25,0.25,0.25,0.25
"MYBL1",0.506944444444444,0.503504672897196,0.525297619047619,0.50375,0.502475247524752
"MYBL2",0.625,0.625,0.625,0.625,0.625
"MYC",0.752314814814815,0.769859813084112,0.709821428571428,0.7875,0.761138613861386
"MYCN",0.314814814814815,0.343457943925234,0.272321428571429,0.3375,0.339108910891089
"NANOG",0.534722222222222,0.519859813084112,0.505952380952381,0.5525,0.525990099009901
"NCOA6",0.516203703703704,0.557242990654206,0.589285714285714,0.52375,0.508663366336634
"NF1",0.451388888888889,0.407710280373832,0.400297619047619,0.455,0.465346534653465
"NFAT5",0.611111111111111,0.281542056074766,0.383928571428571,0.27625,0.59529702970297
"NFATC3",0.496527777777778,0.467289719626168,0.450892857142857,0.46375,0.477722772277228
"NFE2L2",0.436342592592593,0.411214953271028,0.537202380952381,0.4425,0.440594059405941
"NFIC",0.550925925925926,0.488317757009346,0.607142857142857,0.5925,0.551980198019802
"NFKB1",0.486111111111111,0.5,0.492559523809524,0.4475,0.455445544554455
"NFKBIA",0.166666666666667,0.26518691588785,0.217261904761905,0.215,0.22029702970297
"NFRKB",0.55787037037037,0.580607476635514,0.558035714285714,0.54375,0.554455445544555
"NFYA",0.377314814814815,0.379672897196262,0.40625,0.38875,0.376237623762376
"NFYB",0.314814814814815,0.399532710280374,0.444940476190476,0.31875,0.293316831683168
"NFYC",0.423611111111111,0.462616822429907,0.456845238095238,0.42,0.409653465346535
"NKX2-5",0.519675925925926,0.519859813084112,0.566964285714286,0.5,0.5
"NKX3-1",0.777777777777778,0.690420560747664,0.663690476190476,0.785,0.805693069306931
"NPM1",0.253472222222222,0.327102803738318,0.251488095238095,0.26625,0.251237623762376
"NR1I2",0.372685185185185,0.350467289719626,0.358630952380952,0.37125,0.375
"NR3C1",0.415509259259259,0.339953271028037,0.474702380952381,0.3975,0.349009900990099
"NR4A1",0.572916666666667,0.566588785046729,0.625,0.5675,0.544554455445545
"NR5A1",0.386574074074074,0.301401869158878,0.458333333333333,0.385,0.351485148514851
"NRF1",0.56712962962963,0.553738317757009,0.616071428571429,0.58,0.565594059405941
"PARP1",0.398148148148148,0.287383177570093,0.269345238095238,0.47375,0.383663366336634
"PAX3",0.625,0.625,0.625,0.625,0.625
"PAX5",0.586805555555556,0.445093457943925,0.474702380952381,0.43625,0.418316831683168
"PER1",0.166666666666667,0.171728971962617,0.226190476190476,0.175,0.147277227722772
"PGR",0.207175925925926,0.199766355140187,0.311011904761905,0.2725,0.243811881188119
"PIAS1",0.427083333333333,0.396028037383178,0.558035714285714,0.41625,0.445544554455446
"PITX1",0.759259259259259,0.713785046728972,0.758928571428571,0.7875,0.766089108910891
"PKNOX1",0.3125,0.280373831775701,0.3125,0.2875,0.27970297029703
"PLAGL2",0.268518518518518,0.264018691588785,0.391369047619048,0.2825,0.284653465346535
"PML",0.479166666666667,0.476635514018692,0.449404761904762,0.475,0.488861386138614
"POU2AF1",0.501157407407407,0.531542056074766,0.546130952380952,0.56375,0.517326732673267
"POU2F2",0.1875,0.286214953271028,0.255952380952381,0.3775,0.283415841584158
"POU4F1",0.318287037037037,0.363317757009346,0.221726190476191,0.225,0.375
"POU4F2",0.333333333333333,0.348130841121495,0.351190476190476,0.32125,0.342821782178218
"POU5F1",0.5,0.5,0.5,0.5,0.5
"PPARA",0.275462962962963,0.282710280373832,0.305059523809524,0.29,0.285891089108911
"PPARD",0.325231481481482,0.480140186915888,0.413690476190476,0.37,0.321782178217822
"PPARG",0.414351851851852,0.435747663551402,0.495535714285714,0.3975,0.392326732673267
"PTTG1",0.445601851851852,0.475467289719626,0.480654761904762,0.48375,0.436881188118812
"RB1",0.483796296296296,0.442757009345794,0.410714285714286,0.47625,0.491336633663366
"RBMX",0.516203703703704,0.648364485981308,0.776785714285714,0.5275,0.483910891089109
"RELA",0.50462962962963,0.492990654205607,0.501488095238095,0.545,0.441831683168317
"RFX1",0.1875,0.149532710280374,0.181547619047619,0.01,0.00247524752475248
"RFX5",0.388888888888889,0.43107476635514,0.382440476190476,0.25625,0.251237623762376
"RFXANK",0.510416666666667,0.501168224299065,0.526785714285714,0.83375,0.866336633663366
"RFXAP",0.341435185185185,0.375,0.348214285714286,0.265,0.252475247524752
"RORA",0.30787037037037,0.30607476635514,0.419642857142857,0.3375,0.331683168316832
"RUNX1",0.305555555555556,0.313084112149533,0.296130952380952,0.36375,0.331683168316832
"RUNX3",0.381944444444444,0.380841121495327,0.375,0.38875,0.38490099009901
"RXRA",0.478009259259259,0.483644859813084,0.433035714285714,0.48375,0.47029702970297
"SATB1",0.5,0.496495327102804,0.5,0.5,0.5
"SEC14L2",0.488425925925926,0.48481308411215,0.458333333333333,0.47375,0.474009900990099
"SF1",0.148148148148148,0.13785046728972,0.199404761904762,0.1525,0.141089108910891
"SIRT1",0.75,0.748831775700935,0.75,0.75,0.75
"SLA2",0.390046296296296,0.375,0.386904761904762,0.38375,0.379950495049505
"SMAD3",0.480324074074074,0.523364485981308,0.53125,0.51125,0.496287128712871
"SMAD4",0.5,0.494158878504673,0.483630952380952,0.51875,0.503712871287129
"SMAD7",0.509259259259259,0.51518691588785,0.52827380952381,0.545,0.512376237623762
"SMARCA1",0.394675925925926,0.391355140186916,0.421130952380952,0.40375,0.409653465346535
"SMARCA4",0.37962962962963,0.393691588785047,0.412202380952381,0.375,0.367574257425743
"SMARCB1",0.561342592592593,0.554906542056075,0.639880952380952,0.5975,0.611386138613861
"SNAI1",0.347222222222222,0.279205607476636,0.53125,0.35875,0.387376237623762
"SNAI2",0.344907407407407,0.307242990654206,0.410714285714286,0.3525,0.376237623762376
"SOX17",0.274305555555556,0.276869158878505,0.392857142857143,0.30125,0.292079207920792
"SOX2",0.493055555555556,0.55607476635514,0.608630952380952,0.44375,0.517326732673267
"SP1",0.554398148148148,0.530373831775701,0.613095238095238,0.5425,0.528465346534653
"SP2",0.25,0.322429906542056,0.25,0.25,0.25
"SP3",0.134259259259259,0.128504672897196,0.15327380952381,0.1575,0.137376237623762
"SPDEF",0.487268518518518,0.478971962616822,0.485119047619048,0.47375,0.485148514851485
"SPI1",0.351851851851852,0.287383177570093,0.383928571428571,0.255,0.221534653465347
"SRF",0.592592592592593,0.617990654205608,0.538690476190476,0.60375,0.620049504950495
"STAT1",0.539351851851852,0.360981308411215,0.535714285714286,0.49,0.48019801980198
"STAT3",0.332175925925926,0.302570093457944,0.333333333333333,0.325,0.346534653465347
"STAT4",0.453703703703704,0.254672897196262,0.311011904761905,0.31375,0.452970297029703
"STAT5A",0.391203703703704,0.385514018691589,0.446428571428571,0.41125,0.396039603960396
"STAT6",0.472222222222222,0.455607476635514,0.550595238095238,0.47375,0.455445544554455
"TBP",0.423611111111111,0.467289719626168,0.480654761904762,0.42,0.409653465346535
"TCF4",0.283564814814815,0.242990654205607,0.255952380952381,0.31625,0.287128712871287
"TFAP2A",0.395833333333333,0.461448598130841,0.400297619047619,0.39625,0.393564356435644
"TFAP2B",0.625,0.615654205607477,0.619047619047619,0.5375,0.625
"TFDP3",0.444444444444444,0.455607476635514,0.482142857142857,0.46125,0.408415841584158
"TNFAIP3",0.5,0.5,0.5,0.5,0.5
"TP53",0.243055555555556,0.176401869158878,0.264880952380952,0.23375,0.233910891089109
"TP63",0.534722222222222,0.543224299065421,0.601190476190476,0.55875,0.524752475247525
"TP73",0.625,0.625,0.625,0.625,0.625
"TRIB3",0.319444444444444,0.29088785046729,0.232142857142857,0.33,0.330445544554455
"TRIM16",0.30787037037037,0.33411214953271,0.34375,0.28375,0.319306930693069
"TWIST1",0.28125,0.343457943925234,0.319940476190476,0.29,0.305693069306931
"TWIST2",0.474537037037037,0.482476635514019,0.486607142857143,0.4575,0.456683168316832
"USF1",0.376157407407407,0.378504672897196,0.358630952380952,0.38125,0.358910891089109
"USF2",0.454861111111111,0.411214953271028,0.325892857142857,0.43125,0.420792079207921
"VDR",0.0659722222222222,0.22196261682243,0.154761904761905,0.17625,0.172029702970297
"VHL",0.5,0.5,0.5,0.5,0.5
"WT1",0.372685185185185,0.398364485981308,0.427083333333333,0.375,0.426980198019802
"WWTR1",0.818287037037037,0.809579439252336,0.730654761904762,0.80375,0.841584158415842
"XBP1",0.373842592592593,0.371495327102804,0.354166666666667,0.37125,0.373762376237624
"YBX1",0.275462962962963,0.245327102803738,0.196428571428571,0.24,0.264851485148515
"YY1",0.41087962962963,0.405373831775701,0.401785714285714,0.3675,0.310643564356436
"ZBTB16",0.623842592592593,0.594626168224299,0.580357142857143,0.56875,0.612623762376238
"ZBTB2",0.471064814814815,0.470794392523365,0.394345238095238,0.43625,0.471534653465347
"ZBTB7A",0.349537037037037,0.445093457943925,0.485119047619048,0.3425,0.321782178217822
"ZEB2",0.12037037037037,0.19392523364486,0.251488095238095,0.07,0.155940594059406
"ZIC1",0.400462962962963,0.517523364485981,0.389880952380952,0.37875,0.357673267326733
"ZNF143",0.394675925925926,0.426401869158879,0.492559523809524,0.395,0.39480198019802
"ZNF148",0.467592592592593,0.496495327102804,0.486607142857143,0.42875,0.481435643564356
"ZNF224",0.612268518518519,0.607476635514019,0.56547619047619,0.60875,0.606435643564356
"ZNF382",0.56712962962963,0.544392523364486,0.566964285714286,0.58125,0.570544554455445
"ZNF383",0.548611111111111,0.536214953271028,0.541666666666667,0.55125,0.551980198019802
"ZNF76",0.271990740740741,0.324766355140187,0.431547619047619,0.27125,0.274752475247525
