"","1","2","3","4","5"
"NFYC",0.451388888888889,0.407710280373832,0.394345238095238,0.455,0.465346534653465
"NKX2-5",0.625,0.625,0.625,0.625,0.625
"NKX3-1",0.532407407407407,0.535046728971963,0.516369047619048,0.52125,0.525990099009901
"NPM1",0.40625,0.414719626168224,0.40625,0.39875,0.389851485148515
"NR1I2",0.478009259259259,0.488317757009346,0.464285714285714,0.4725,0.389851485148515
"NR3C1",0.545138888888889,0.507009345794392,0.537202380952381,0.51875,0.524752475247525
"NR4A1",0.274305555555556,0.273364485981308,0.294642857142857,0.275,0.264851485148515
"NR5A1",0.420138888888889,0.547897196261682,0.3125,0.4225,0.472772277227723
"NRF1",0.40162037037037,0.329439252336449,0.331845238095238,0.38,0.361386138613861
"PARP1",0.453703703703704,0.47196261682243,0.436011904761905,0.44125,0.446782178217822
"PAX3",0.222222222222222,0.143691588785047,0.139880952380952,0.1775,0.219059405940594
"PAX5",0.668981481481482,0.436915887850467,0.477678571428571,0.40625,0.396039603960396
"PER1",0.4375,0.445093457943925,0.526785714285714,0.45,0.408415841584158
"PGR",0.194444444444444,0.192757009345794,0.251488095238095,0.2325,0.236386138613861
"PIAS1",0.282407407407407,0.261682242990654,0.349702380952381,0.275,0.293316831683168
"PITX1",0.418981481481482,0.356308411214953,0.422619047619048,0.45875,0.426980198019802
"PKNOX1",0.3125,0.280373831775701,0.3125,0.2875,0.27970297029703
"PLAGL2",0.268518518518518,0.264018691588785,0.360119047619048,0.28,0.284653465346535
"PML",0.333333333333333,0.328271028037383,0.273809523809524,0.325,0.352722772277228
"POU2AF1",0.497685185185185,0.436915887850467,0.407738095238095,0.3725,0.465346534653465
"POU2F2",0.502314814814815,0.496495327102804,0.491071428571429,0.525,0.591584158415842
"POU4F1",0.438657407407407,0.422897196261682,0.488095238095238,0.4725,0.417079207920792
"POU4F2",0.445601851851852,0.429906542056075,0.568452380952381,0.4825,0.417079207920792
"POU5F1",0.75,0.728971962616822,0.703869047619048,0.72,0.747524752475248
"PPARA",0.555555555555556,0.546728971962617,0.514880952380952,0.54,0.51980198019802
"PPARD",0.327546296296296,0.422897196261682,0.363095238095238,0.2975,0.26980198019802
"PPARG",0.625,0.661214953271028,0.59375,0.5775,0.611386138613861
"PTTG1",0.369212962962963,0.470794392523364,0.425595238095238,0.4275,0.372524752475248
"RB1",0.25,0.25,0.25,0.25,0.25
"RBMX",0.355324074074074,0.463785046728972,0.483630952380952,0.33375,0.361386138613861
"RELA",0.483796296296296,0.566588785046729,0.438988095238095,0.41375,0.386138613861386
"RFX1",0.34375,0.338785046728972,0.352678571428571,0.25875,0.251237623762376
"RFX5",0.402777777777778,0.372663551401869,0.360119047619048,0.265,0.25
"RFXANK",0.66087962962963,0.538551401869159,0.566964285714286,0.27625,0.253712871287129
"RFXAP",0.340277777777778,0.349299065420561,0.369047619047619,0.28375,0.254950495049505
"RORA",0.125,0.127336448598131,0.126488095238095,0.125,0.125
"RUNX1",0.553240740740741,0.574766355140187,0.574404761904762,0.4925,0.503712871287129
"RUNX3",0.356481481481482,0.417056074766355,0.433035714285714,0.36625,0.363861386138614
"RXRA",0.436342592592593,0.408878504672897,0.516369047619048,0.4425,0.459158415841584
"SATB1",0.405092592592593,0.470794392523364,0.433035714285714,0.375,0.375
"SEC14L2",0.33912037037037,0.331775700934579,0.325892857142857,0.3025,0.344059405940594
"SF1",0.289351851851852,0.273364485981308,0.363095238095238,0.305,0.277227722772277
"SIRT1",0.365740740740741,0.317757009345794,0.342261904761905,0.36125,0.358910891089109
"SLA2",0.390046296296296,0.495327102803738,0.428571428571429,0.41875,0.445544554455446
"SMAD3",0.46875,0.489485981308411,0.462797619047619,0.47125,0.462871287128713
"SMAD4",0.693287037037037,0.684579439252336,0.668154761904762,0.6475,0.667079207920792
"SMAD7",0.365740740740741,0.35981308411215,0.34672619047619,0.33125,0.362623762376238
"SMARCA1",0.375,0.375,0.375,0.375,0.375
"SMARCA4",0.408564814814815,0.372663551401869,0.369047619047619,0.4225,0.417079207920792
"SMARCB1",0.354166666666667,0.355140186915888,0.324404761904762,0.34,0.33539603960396
"SNAI1",0.412037037037037,0.296728971962617,0.703869047619048,0.43125,0.478960396039604
"SNAI2",0.616898148148148,0.546728971962617,0.523809523809524,0.5725,0.618811881188119
"SOX17",0.625,0.625,0.625,0.625,0.625
"SOX2",0.509259259259259,0.447429906542056,0.412202380952381,0.5575,0.486386138613861
"SP1",0.414351851851852,0.463785046728972,0.52827380952381,0.52,0.486386138613861
"SP2",0.5,0.591121495327103,0.5,0.5,0.5
"SP3",0.469907407407407,0.592289719626168,0.511904761904762,0.49,0.477722772277228
"SPDEF",0.387731481481482,0.396028037383178,0.389880952380952,0.40125,0.389851485148515
"SPI1",0.282407407407407,0.372663551401869,0.34375,0.295,0.28960396039604
"SRF",0.438657407407407,0.55607476635514,0.543154761904762,0.45,0.436881188118812
"STAT1",0.260416666666667,0.294392523364486,0.239583333333333,0.21375,0.252475247524752
"STAT3",0.575231481481482,0.47196261682243,0.53422619047619,0.55375,0.496287128712871
"STAT4",0.157407407407407,0.328271028037383,0.264880952380952,0.3175,0.158415841584158
"STAT5A",0.655092592592593,0.646028037383177,0.741071428571429,0.685,0.66460396039604
"STAT6",0.590277777777778,0.503504672897196,0.471726190476191,0.61375,0.550742574257426
"TBP",0.423611111111111,0.467289719626168,0.480654761904762,0.42,0.409653465346535
"TCF4",0.47337962962963,0.593457943925234,0.575892857142857,0.4,0.487623762376238
"TFAP2A",0.538194444444444,0.578271028037383,0.619047619047619,0.5325,0.556930693069307
"TFAP2B",0.5,0.501168224299065,0.5,0.50625,0.5
"TFDP3",0.383101851851852,0.380841121495327,0.383928571428571,0.38,0.375
"TNFAIP3",0.543981481481482,0.481308411214953,0.547619047619048,0.58375,0.551980198019802
"TP53",0.474537037037037,0.410046728971963,0.425595238095238,0.43,0.456683168316832
"TP63",0.306712962962963,0.345794392523364,0.453869047619048,0.395,0.303217821782178
"TP73",0.395833333333333,0.398364485981308,0.425595238095238,0.4,0.386138613861386
"TRIB3",0.25462962962963,0.266355140186916,0.27827380952381,0.2525,0.253712871287129
"TRIM16",0.611111111111111,0.64018691588785,0.611607142857143,0.565,0.621287128712871
"TWIST1",0.530092592592593,0.689252336448598,0.665178571428572,0.53,0.527227722772277
"TWIST2",0.347222222222222,0.433411214953271,0.470238095238095,0.33875,0.319306930693069
"USF1",0.6875,0.544392523364486,0.642857142857143,0.6275,0.684405940594059
"USF2",0.590277777777778,0.577102803738318,0.595238095238095,0.5825,0.573019801980198
"VDR",0.59375,0.54088785046729,0.629464285714286,0.54,0.533415841584158
"VHL",0.420138888888889,0.285046728971963,0.279761904761905,0.3475,0.420792079207921
"WT1",0.689814814814815,0.595794392523364,0.669642857142857,0.73375,0.679455445544555
"WWTR1",0.326388888888889,0.329439252336449,0.422619047619048,0.335,0.283415841584158
"XBP1",0.210648148148148,0.189252336448598,0.24702380952381,0.19,0.194306930693069
"YBX1",0.53125,0.497663551401869,0.444940476190476,0.48375,0.517326732673267
"YY1",0.641203703703704,0.547897196261682,0.666666666666667,0.60875,0.608910891089109
"ZBTB16",0.298611111111111,0.257009345794392,0.258928571428571,0.28375,0.300742574257426
"ZBTB2",0.356481481481482,0.33411214953271,0.529761904761905,0.47,0.349009900990099
"ZBTB7A",0.527777777777778,0.510514018691589,0.508928571428571,0.5575,0.514851485148515
"ZEB2",0.189814814814815,0.15303738317757,0.110119047619048,0.215,0.176980198019802
"ZIC1",0.409722222222222,0.481308411214953,0.342261904761905,0.39125,0.377475247524752
"ZNF143",0.539351851851852,0.600467289719626,0.699404761904762,0.54,0.53960396039604
"ZNF148",0.456018518518519,0.505841121495327,0.544642857142857,0.4225,0.476485148514852
"ZNF224",0.34837962962963,0.34696261682243,0.358630952380952,0.3425,0.342821782178218
"ZNF382",0.543981481481482,0.481308411214953,0.547619047619048,0.58375,0.551980198019802
"ZNF383",0.259259259259259,0.213785046728972,0.258928571428571,0.2875,0.266089108910891
"ZNF76",0.247685185185185,0.230140186915888,0.212797619047619,0.24875,0.245049504950495
