,0,1,2,3,4,5,6,7
190,3.0,0.0,2.0,1.0,1.0,2.0,3.0,4.0
191,1.0,3.0,0.0,4.0,4.0,1.0,0.0,0.0
192,3.0,0.0,2.0,3.0,1.0,2.0,2.0,4.0
193,3.0,0.0,2.0,1.0,1.0,2.0,3.0,4.0
194,1.0,3.0,0.0,4.0,4.0,1.0,0.0,0.0
195,1.0,3.0,0.0,4.0,4.0,1.0,0.0,0.0
196,3.0,0.0,2.0,1.0,1.0,2.0,1.0,4.0
197,3.0,0.0,2.0,1.0,1.0,2.0,3.0,4.0
198,3.0,0.0,2.0,3.0,1.0,2.0,3.0,4.0
199,3.0,0.0,2.0,3.0,1.0,2.0,2.0,4.0
200,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
201,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
202,1.0,1.0,0.0,4.0,0.0,1.0,4.0,0.0
203,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
204,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
205,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
206,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
207,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
208,3.0,4.0,0.0,1.0,0.0,0.0,3.0,4.0
209,2.0,4.0,4.0,0.0,3.0,3.0,1.0,2.0
210,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
211,2.0,4.0,4.0,0.0,3.0,4.0,1.0,2.0
212,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
213,1.0,1.0,0.0,3.0,0.0,1.0,4.0,3.0
214,3.0,0.0,2.0,1.0,1.0,3.0,3.0,4.0
215,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
216,2.0,4.0,4.0,0.0,3.0,4.0,1.0,2.0
217,0.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0
218,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
219,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
220,1.0,1.0,3.0,1.0,0.0,0.0,3.0,3.0
221,1.0,3.0,0.0,1.0,4.0,2.0,4.0,0.0
222,1.0,3.0,0.0,4.0,0.0,1.0,3.0,0.0
223,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
224,2.0,4.0,4.0,1.0,3.0,3.0,3.0,2.0
225,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
226,2.0,4.0,4.0,0.0,3.0,4.0,1.0,2.0
227,1.0,3.0,0.0,4.0,1.0,1.0,4.0,0.0
228,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
229,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
230,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
231,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
232,1.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0
233,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
234,2.0,4.0,4.0,0.0,3.0,3.0,1.0,2.0
235,3.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0
236,2.0,1.0,0.0,4.0,0.0,1.0,3.0,3.0
237,2.0,4.0,3.0,3.0,3.0,0.0,2.0,1.0
238,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
239,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
240,1.0,3.0,0.0,4.0,4.0,1.0,0.0,0.0
241,3.0,0.0,2.0,1.0,1.0,2.0,3.0,4.0
242,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
243,2.0,4.0,3.0,0.0,3.0,0.0,1.0,2.0
244,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
245,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
246,2.0,4.0,3.0,3.0,3.0,0.0,3.0,1.0
247,2.0,1.0,4.0,4.0,0.0,3.0,3.0,2.0
248,3.0,2.0,3.0,1.0,2.0,0.0,3.0,1.0
249,3.0,4.0,2.0,1.0,3.0,0.0,3.0,4.0
250,2.0,4.0,3.0,3.0,3.0,0.0,1.0,2.0
251,3.0,2.0,3.0,3.0,3.0,0.0,2.0,4.0
252,1.0,1.0,0.0,4.0,0.0,1.0,3.0,3.0
253,3.0,1.0,3.0,1.0,3.0,0.0,3.0,2.0
254,2.0,4.0,3.0,3.0,0.0,4.0,3.0,3.0
255,1.0,1.0,3.0,4.0,0.0,1.0,4.0,3.0
256,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
257,3.0,1.0,1.0,4.0,0.0,1.0,4.0,3.0
258,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0
259,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
260,3.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0
261,1.0,1.0,3.0,4.0,3.0,0.0,3.0,0.0
262,1.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0
263,0.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0
264,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
265,1.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0
266,3.0,4.0,3.0,1.0,3.0,0.0,3.0,1.0
267,3.0,0.0,4.0,3.0,2.0,4.0,2.0,1.0
268,1.0,3.0,0.0,4.0,4.0,1.0,0.0,0.0
269,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
270,1.0,1.0,4.0,4.0,0.0,1.0,4.0,3.0
271,2.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0
272,3.0,4.0,3.0,1.0,0.0,0.0,3.0,1.0
273,1.0,1.0,0.0,4.0,0.0,1.0,4.0,4.0
274,3.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
275,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
276,3.0,1.0,3.0,4.0,0.0,0.0,3.0,3.0
277,2.0,4.0,4.0,1.0,3.0,3.0,3.0,2.0
278,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
279,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
280,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
281,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
282,1.0,1.0,0.0,1.0,0.0,1.0,4.0,3.0
283,1.0,1.0,0.0,4.0,4.0,1.0,4.0,3.0
284,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
285,2.0,4.0,4.0,0.0,3.0,4.0,1.0,2.0
286,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
287,3.0,3.0,4.0,0.0,3.0,0.0,1.0,0.0
288,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
289,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
290,2.0,4.0,4.0,0.0,3.0,4.0,1.0,2.0
291,1.0,1.0,0.0,4.0,0.0,1.0,3.0,3.0
292,1.0,1.0,0.0,4.0,4.0,1.0,4.0,3.0
293,3.0,2.0,3.0,3.0,0.0,0.0,3.0,1.0
294,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
295,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
296,1.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0
297,1.0,3.0,0.0,4.0,0.0,1.0,4.0,0.0
298,1.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0
299,3.0,1.0,3.0,3.0,0.0,1.0,3.0,3.0
300,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
301,4.0,2.0,3.0,3.0,2.0,0.0,3.0,1.0
302,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
303,4.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0
304,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
305,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
306,4.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0
307,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
308,4.0,2.0,3.0,2.0,2.0,0.0,3.0,1.0
309,4.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0
310,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
311,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
312,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
313,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
314,4.0,2.0,3.0,1.0,2.0,0.0,3.0,1.0
315,4.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0
316,4.0,2.0,3.0,1.0,2.0,0.0,3.0,1.0
317,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
318,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
319,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
320,4.0,2.0,3.0,2.0,2.0,0.0,3.0,1.0
321,4.0,2.0,3.0,2.0,2.0,0.0,3.0,1.0
322,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
323,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
324,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
325,4.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0
326,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0
327,4.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0
328,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
329,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
330,4.0,2.0,1.0,1.0,2.0,0.0,3.0,1.0
331,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
332,4.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
333,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
334,4.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0
335,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
336,4.0,2.0,3.0,3.0,2.0,0.0,3.0,1.0
337,4.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0
338,4.0,2.0,3.0,1.0,2.0,0.0,3.0,1.0
339,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
340,4.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0
341,4.0,2.0,3.0,1.0,2.0,0.0,3.0,1.0
342,4.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0
343,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
344,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
345,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
346,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
347,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
348,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
349,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
350,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
351,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
352,4.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0
353,4.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0
354,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
355,4.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0
356,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
357,4.0,2.0,3.0,2.0,2.0,0.0,3.0,1.0
358,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
359,4.0,2.0,3.0,2.0,2.0,0.0,3.0,1.0
360,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
361,4.0,2.0,0.0,4.0,2.0,3.0,4.0,1.0
362,4.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0
363,4.0,2.0,3.0,3.0,2.0,0.0,3.0,1.0
364,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
365,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
366,4.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0
367,0.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0
368,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
369,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
370,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
371,4.0,2.0,1.0,4.0,2.0,0.0,3.0,1.0
372,4.0,2.0,3.0,1.0,2.0,0.0,3.0,1.0
373,4.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
374,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
375,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
376,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
377,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
378,4.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0
379,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
380,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
381,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
382,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
383,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
384,4.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0
385,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
386,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
387,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
388,4.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
389,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
390,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
391,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
392,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
393,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
394,0.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
395,4.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0
396,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
397,4.0,2.0,3.0,2.0,2.0,0.0,3.0,1.0
398,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
399,4.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
400,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
401,0.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0
402,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
403,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
404,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
405,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0
406,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
407,0.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0
408,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
