,0,1,2,3,4,5,6,7
409,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
410,0.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0
411,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
412,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
413,0.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0
414,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
415,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
416,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
417,0.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0
418,0.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0
419,0.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0
420,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
421,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
422,0.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0
423,0.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0
424,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
425,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
426,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
427,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
428,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
429,0.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0
430,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
431,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
432,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
433,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
434,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
435,0.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0
436,0.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0
437,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
438,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
439,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
440,0.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0
441,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
442,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
443,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
444,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
445,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
446,0.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0
447,0.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0
448,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
449,0.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0
450,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
451,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
452,0.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0
453,0.0,2.0,4.0,3.0,2.0,4.0,2.0,1.0
454,0.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0
455,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
456,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
457,0.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0
458,0.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0
459,0.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0
460,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
461,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
462,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
463,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
464,0.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0
465,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
466,0.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0
467,0.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0
468,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
469,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
470,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
471,0.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0
472,0.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0
473,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
474,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
475,0.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0
476,0.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0
477,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
478,0.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0
479,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
480,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
481,0.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0
482,0.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0
483,0.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0
484,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
485,0.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0
486,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
487,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
488,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
489,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
490,0.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0
491,0.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0
492,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
493,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
494,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
495,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
496,0.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0
497,0.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0
498,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0
499,0.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0
