,0,1
0,20.533201,-5.1629996
1,16.510345,-7.5776887
2,11.794829,-11.5609255
3,12.442116,-6.3900547
4,9.079022,-8.241797
5,13.412933,-11.5042305
6,8.317227,-10.598604
7,13.016906,-13.201757
8,19.710848,-7.6178055
9,9.095042,-4.1125083
10,13.483974,-9.234607
11,12.983501,-4.836719
12,10.613257,-8.378843
13,14.958909,-5.9730177
14,11.090965,-12.629478
15,10.58001,-11.487396
16,17.10204,-7.0835404
17,16.07572,-9.4057255
18,15.192478,-15.976926
19,13.56185,-3.1280375
20,9.405403,-11.239846
21,10.706998,-14.259806
22,12.597738,-12.316624
23,18.445784,-7.306938
24,19.224957,-12.73687
25,18.152966,-5.729551
26,18.079325,-7.900197
27,15.25592,-12.980742
28,19.918459,-6.6343102
29,13.6939945,-9.638192
30,18.223415,-8.551216
31,8.971849,-11.806291
32,13.847724,-12.231075
33,15.568252,-12.165407
34,10.563394,-6.418828
35,13.108236,-3.9944344
36,-16.479822,-4.5728626
37,9.681069,-9.372919
38,8.526803,-6.6086717
39,12.308612,-7.7800884
40,12.944661,-7.3833847
41,14.53964,-10.641753
42,11.953426,-13.103562
43,17.136679,-13.273773
44,17.827303,-12.879229
45,18.421186,-9.088812
46,9.751564,-10.143696
47,6.85754,-10.445822
48,9.0955925,-10.3780575
49,-11.658021,-6.213933
50,8.746059,-13.4274235
51,8.07827,-9.283705
52,11.040562,-4.2658887
53,18.171318,-3.553647
54,18.028776,-15.041568
55,9.850525,-9.333069
56,16.998726,-15.329614
57,15.873117,-13.574284
58,11.596696,-2.6333287
59,17.3351,-6.1651626
60,9.846035,-5.210363
61,7.312627,-12.735945
62,13.574743,-5.0280094
63,8.114984,18.089613
64,10.071471,-12.73626
65,14.672329,-4.2443366
66,12.165267,-9.92669
67,14.176531,-7.6364427
68,11.084671,-6.6269836
69,19.31163,-12.35023
70,15.334488,-9.036514
71,14.909178,-3.8829129
72,15.575401,-14.886054
73,5.823393,-8.046767
74,14.990946,-7.8460984
75,12.155884,-5.318059
76,10.7261505,-10.436916
77,10.770528,-9.164626
78,-7.6702375,22.929531
79,8.060556,-11.693226
80,14.842817,-10.6502905
81,-18.603298,-13.238485
82,9.329005,-3.5479152
83,10.367709,-10.909331
84,11.228288,-10.26926
85,13.841738,-6.280654
86,10.372321,-7.6057453
87,15.7005205,-5.75337
88,14.33122,-14.361275
89,12.784718,-11.084603
90,14.384268,-14.073763
91,9.952081,-12.247392
92,10.077102,0.12745465
93,19.285286,-7.8955817
94,8.541743,-8.154915
95,15.230068,-6.0566134
96,19.44724,-4.497612
97,6.339373,-8.338028
98,-18.393377,-13.241544
99,11.926795,-8.121517
100,-2.4955208,13.488113
101,-2.2458022,16.569498
102,-3.7783415,11.709157
103,-3.7738726,16.308487
104,1.3267084,18.47371
105,-0.10341043,22.00806
106,3.5790315,16.300552
107,1.0120364,11.860601
108,-3.6939955,18.316277
109,-0.9742522,17.472391
110,-11.377369,8.328274
111,-3.8298376,11.767745
112,-1.6594381,13.093936
113,-2.0735385,19.979855
114,2.058988,11.733083
115,-3.4772375,5.9016514
116,2.8123193,11.749396
117,-9.458127,16.65772
118,-6.902065,12.606843
119,-9.483011,16.912922
120,2.9689498,2.0280302
121,2.493446,23.067799
122,-1.2216568,18.88133
123,-5.28579,23.429688
124,-7.18606,10.246419
125,-12.746875,9.627427
126,-8.4514675,14.633986
127,0.98233074,8.73051
128,-4.2477117,12.826612
129,-5.3978515,19.037725
130,-2.6092176,-2.3308632
131,-10.840734,-19.273363
132,-5.3400474,17.03157
133,-5.298939,12.058266
