,0,1
0,-16.723398,-13.804715
1,-16.298876,-8.819825
2,-21.66663,-8.296471
3,-21.840492,-4.512228
4,-20.151289,0.19152781
5,-13.462659,-2.899579
6,-17.79613,-1.7847812
7,-17.189747,-7.423543
8,-20.959766,-2.0301895
9,-16.25552,-9.3335905
10,-15.066724,0.685338
11,-12.750812,-6.082442
12,-16.824903,-2.7024732
13,-14.756973,-7.9560986
14,-13.724285,-1.7004246
15,-19.97014,-3.7679539
16,-22.110962,-11.268705
17,-18.030117,-10.675944
18,-18.078583,-14.232019
19,-19.193619,-11.701053
20,-16.560978,-1.535741
21,-16.70474,-5.7216806
22,-16.693207,-0.625201
23,-12.9039345,-8.754549
24,-16.03307,-10.917487
25,-21.837795,-13.267896
26,-13.339215,-6.693906
27,-14.408066,-3.6275544
28,-15.348615,-6.040358
29,-15.540178,-2.6917982
30,-18.977915,-0.33246487
31,-14.139398,-2.293292
32,-17.77355,-9.216081
33,-22.023113,-10.729436
34,-21.971046,-7.774607
35,-12.874617,-7.092502
36,-11.438973,-3.7374032
37,-17.599775,-4.4392858
38,-20.317411,-7.813586
39,-21.99481,-3.185061
40,-22.632683,-3.7895815
41,-18.455374,-8.476343
42,-15.900072,0.97878265
43,-16.236883,-6.549291
44,-15.343586,-10.989026
45,-17.963434,-2.2658083
46,-19.354332,-4.875382
47,-19.66891,-3.8467774
48,-18.600004,-7.092593
49,2.7140298,11.183132
50,-20.685743,-4.7616453
51,-15.330816,-4.3168416
52,-19.132097,-7.5349865
53,-23.595951,-9.441393
54,-18.722202,-12.972677
55,-16.672369,-0.60424393
56,-16.159344,-14.140305
57,-13.91782,-11.4759865
58,-23.349222,-8.800303
59,-20.873255,-13.121758
60,-17.851519,0.0075208195
61,-15.20698,-0.7901006
62,-23.780338,-7.5018992
63,-1.1030706,-17.003002
64,-18.99407,-3.6966066
65,-14.018701,-8.143127
66,-20.992762,-5.5871334
67,-23.129686,-2.2259808
68,-21.399473,-6.6408324
69,-15.786795,-10.044326
70,-17.279995,-5.0479155
71,-0.2881438,9.929098
72,-15.759877,-13.178489
73,-17.477522,-8.224705
74,-23.19885,-1.335534
75,-23.738392,-6.2777586
76,-17.81308,-5.674601
77,-18.412235,-6.391228
78,-13.972002,-12.734392
79,-15.94145,-1.39265
80,-14.22895,-3.7699668
81,-14.423147,-8.993155
82,-19.676355,-7.824244
83,-19.935324,-6.184144
84,-18.73347,-5.486115
85,-21.74843,-2.0951831
86,-18.300722,0.55432695
87,-20.32963,-12.636013
88,-18.362291,-3.8946922
89,-16.258595,1.6065223
90,-17.264698,-6.9835863
91,-9.374839,3.6454473
92,-19.588623,-9.390172
93,-18.749203,-1.1360055
94,-17.851212,-7.5028367
95,-19.754803,-0.73162585
96,-17.874603,-13.738735
97,-15.310557,-5.219165
98,-22.588665,-1.2763215
99,-16.187597,-3.8033383
100,-9.928145,1.4304503
101,-4.8540697,0.52363807
102,-10.962286,-0.20394327
103,-3.9134393,-1.9626881
104,-9.279721,-1.9559557
105,-6.755072,-7.831257
106,1.3069127,-19.767275
107,-2.8369298,-0.008545986
108,-3.729632,-0.27306372
109,-6.8018656,-2.072711
110,2.6582322,3.2666733
111,-7.9885135,1.4349402
112,-10.548327,-0.854546
113,-7.031519,-6.99148
114,-5.212495,-8.479856
115,-4.080134,2.3123493
116,-5.996616,-8.046339
117,-11.571949,0.6364575
118,-5.713392,-0.6209452
119,-7.1706424,-1.5298294
120,-2.3956313,-0.69400465
121,-6.036256,-16.711695
122,-1.07179,0.6406238
123,-3.3792613,-5.06605
124,-4.40764,-5.7690716
125,-3.7224708,6.3506284
126,-1.2584043,-1.400253
127,-1.9054466,-2.212427
128,-8.043575,1.7466502
129,-3.4493287,-5.8234615
130,-4.078071,5.868568
131,5.958339,19.583496
132,-4.1121325,-4.125197
133,-6.2785053,1.4722735
134,-0.2939371,-4.502461
135,-3.843771,1.1785325
136,-9.012483,-0.2870693
137,-8.35125,0.6839935
138,-8.451912,4.509274
139,-2.875423,-9.042541
140,-7.618673,-13.785935
141,-6.440265,4.4598713
142,-5.81473,1.5307422
143,-5.03131,-6.013392
144,-5.300997,-2.8621094
145,-1.4380511,-3.671724
146,-3.3545003,0.8020562
147,-5.0179973,0.92968315
148,-5.285584,-3.1661737
149,-7.888523,-14.047246
150,-6.994353,-6.127717
151,-6.9241796,0.5094594
152,-1.2886128,1.4800935
153,-4.587106,2.6298163
154,-5.958549,-2.1639404
155,-10.543959,-7.5755816
156,-1.0390269,-6.0518556
157,0.47396663,0.61176735
158,-3.1560059,-1.901134
159,-5.5928006,-5.926685
160,-3.4944117,-3.3926075
161,-6.1170845,-3.8430831
162,-1.7544608,-5.360473
163,-9.997129,-3.9184694
164,-0.62934685,-6.4747257
165,0.56531036,-5.4181614
166,-2.4732902,-8.076632
167,-6.230628,-4.5809565
168,-4.408382,-1.5623794
169,-7.0295854,-6.4401574
170,-1.8401911,-2.2790716
171,0.024395755,-4.7320333
172,-7.019973,-11.0891
173,-3.9693117,-7.0250177
174,-1.390241,-3.6974747
175,-0.74507415,-2.534157
176,-12.003848,-5.951198
177,-12.699679,-0.6511757
178,-4.396127,-2.3761508
179,-9.62284,-4.8574967
180,-9.238629,-2.2465582
181,-5.013582,5.264688
182,-2.6118073,0.93896216
183,-8.478438,-4.843944
184,-7.3801923,2.7448359
185,4.30097,4.3279324
186,-3.4922755,-1.6127127
187,-10.233832,1.1923883
188,-10.568643,0.6957081
189,-5.2154417,-4.837409
190,0.42091584,-5.261862
191,-8.122702,-14.723768
192,-8.326001,3.7559772
193,-2.457047,-7.8022532
194,-7.2566266,-16.21706
195,-8.214916,-14.856892
196,-7.6856203,-3.6521504
197,-3.3395638,-2.3426902
198,0.3347118,-0.112284034
199,-7.6642246,3.4853032
200,8.330029,-16.193947
201,6.5098224,-17.961916
202,2.986035,-13.93345
203,6.539113,-18.724058
204,3.6653924,-18.180105
205,0.8881668,-12.692546
206,8.800687,-18.53802
207,6.081628,-20.184782
208,1.5391622,-10.10752
209,-21.181261,-13.437686
210,11.135422,-16.203785
211,-17.302465,-12.16974
212,7.82353,-15.955159
213,9.16102,-15.84167
214,2.1263802,-9.357851
215,7.7716026,-17.502407
216,-19.696707,-8.688549
217,-1.3404256,2.7640195
218,4.923315,-18.233545
219,4.5578556,-20.006432
220,0.68610394,-11.619391
221,-6.77213,-11.789546
222,1.2977761,-14.328361
223,6.5498075,-22.041029
224,-12.269946,-8.908566
225,6.075562,-14.569214
226,-14.490129,1.615088
227,5.241414,-10.192053
228,8.039552,-17.957918
229,9.914512,-17.384777
230,4.315512,-18.166056
231,7.801821,-19.960453
232,-1.1676495,-13.601961
233,6.398583,-16.694408
234,-17.755995,-11.680483
235,5.265632,-3.9544494
236,3.8923185,-15.145906
237,6.302866,-2.7221832
238,5.7174206,-19.128967
239,11.048949,-17.923067
240,-5.235779,-16.258902
241,-2.8472722,-3.8389194
242,5.0945997,-15.490611
243,-12.410679,-10.936121
244,6.2253757,-21.835232
245,8.70804,-20.384731
246,5.546856,-3.1984928
247,-3.8749685,-13.325589
248,14.984882,5.7099204
249,0.3399134,-3.2621818
250,-18.281202,-10.697869
251,3.1862402,-3.6772573
252,2.3986263,-13.886622
253,3.6761272,-5.42062
254,-0.3017922,3.384601
255,8.792797,-14.44645
256,1.789302,-19.646418
257,10.885112,-18.572239
258,-13.018237,-13.249937
259,7.6902122,-15.585932
260,3.6071773,-8.474193
261,4.411264,-13.365626
262,-8.418515,-7.911345
263,-3.1015544,2.2838166
264,9.059241,-19.034607
265,2.7082899,-12.038395
266,2.1312137,-10.478586
267,12.562384,-2.2883584
268,-6.023155,-16.769062
269,4.8797607,-17.453314
270,11.05692,-16.524616
271,2.6264906,-12.661935
272,4.4408894,-4.3618655
273,-0.8442232,-13.649093
274,12.524066,-1.8730278
275,6.9592977,-17.730503
276,6.4145284,-3.7284307
277,-14.466178,-9.596354
278,7.2602267,-16.79678
279,5.5392966,-15.886251
280,10.216806,-16.82898
281,2.9187691,-16.30577
282,5.417949,-17.026646
283,10.443732,-14.176156
284,5.241797,-18.531864
