,0,1
0,-2.275725,23.845276
1,-2.2145152,17.638136
2,3.1730125,18.417608
3,3.067831,22.238266
4,2.5397751,8.505388
5,-3.4143484,15.1983
6,1.5885301,18.60838
7,1.5112299,14.524268
8,-0.5623717,19.457338
9,-2.2179902,13.986785
10,0.831051,20.217361
11,-3.956956,17.931015
12,4.161313,6.501308
13,-2.2862597,19.330273
14,0.07140187,13.9422655
15,4.87085,19.110023
16,-0.43960702,21.662455
17,-4.7949615,14.907843
18,-1.6203747,25.525648
19,-3.7157216,21.528406
20,2.8150132,10.584281
21,5.128994,15.016904
22,1.6971583,12.096771
23,-5.8363323,16.018309
24,3.7845216,15.324914
25,-0.38415375,22.761662
26,-2.7766187,18.866375
27,0.77409685,15.483735
28,1.5925782,18.21156
29,3.69324,6.417041
30,-0.9660222,18.62788
31,2.5071807,17.422338
32,2.7980225,16.202663
33,-0.4851059,15.1490345
34,-3.1671674,15.737094
35,-3.3304632,18.271051
36,5.14604,5.4531817
37,-0.071853854,16.184717
38,-5.3686476,20.277441
39,3.8303654,11.364613
40,3.5933244,22.069788
41,-8.696171,18.144402
42,-0.18124253,14.987155
43,1.8934585,15.831396
44,4.717424,16.11726
45,1.394959,19.242329
46,3.1714277,10.406577
47,3.0704882,10.702122
48,1.944184,16.84385
49,14.027418,-11.996409
50,4.088572,10.386611
51,4.834003,20.724413
52,-4.687144,21.958597
53,-3.36668,21.431587
54,-2.911932,23.284647
55,4.03756,7.8545547
56,-1.9267488,25.238043
57,3.5047436,14.700925
58,-4.9198756,21.19181
59,1.1906853,24.45162
60,-5.892462,17.629522
61,0.8124299,13.756485
62,-4.7868876,18.162792
63,-3.9795973,23.868898
64,2.6876516,18.912148
65,-4.4439793,17.339
66,-7.547207,18.867048
67,2.2529943,21.108355
68,-5.735199,19.684278
69,-4.5780673,15.064339
70,2.2963324,13.192342
71,10.080443,-7.977755
72,-1.5531688,15.307736
73,5.503106,7.7885194
74,3.18902,21.001877
75,-4.6539435,19.799734
76,2.3916874,16.412256
77,-0.07921084,-17.85904
78,-4.4413,25.559528
79,1.487427,12.865525
80,-1.4786869,13.321771
81,-3.3417482,19.807081
82,-7.4599476,18.7363
83,-5.944677,21.589113
84,0.22902887,12.550234
85,0.8355683,21.239365
86,-2.4240918,17.394844
87,1.8293644,24.81553
88,4.6423907,18.359968
89,3.6911807,16.8633
90,4.5775485,8.082813
91,3.335714,8.563813
92,-9.187216,15.69184
93,0.26348448,19.226667
94,3.8978224,18.844103
95,-0.38375798,20.19411
96,-0.9214313,23.283844
97,2.5088964,14.923255
98,3.6081893,20.948689
99,0.83687043,17.702272
100,-14.66532,-9.482918
101,-16.704863,-11.025429
102,-13.004717,-3.7244754
103,-17.309668,-9.113577
104,-9.461449,-4.606511
105,-21.036156,0.42495105
106,6.1010456,5.5650334
107,-19.10529,-10.677717
108,-19.475782,-10.312716
109,-14.114801,-8.2648
110,-10.390722,-11.943933
111,-14.209332,-6.8390093
112,-11.357035,-12.572995
113,-18.965225,-2.806017
114,-20.969301,-12.062189
115,-13.284365,-9.506188
116,-20.352644,0.028326528
117,-7.7663684,-5.0030794
118,-19.656195,-7.680462
119,-12.016358,-7.2325416
120,-4.6100197,-10.309042
121,-24.110407,2.3802378
122,-16.237917,-10.508179
123,-3.6338842,-4.471641
124,-21.160297,-10.473574
125,-8.960156,-10.921471
126,-19.451992,-11.978091
127,-17.69765,-5.5323534
128,-14.308516,-7.1402693
129,-17.236364,-13.845879
130,-9.027682,-9.75825
131,-0.005612063,8.332992
132,-19.688644,-9.088328
133,-13.650727,-3.1547067
134,-6.450044,-6.4401765
135,-18.351942,-11.417058
136,-10.228578,-12.516141
137,-12.768048,-5.3859615
138,-14.222485,-6.96765
139,-21.321648,-1.39291
140,-21.502035,1.4753474
141,-9.970488,-8.6354885
142,-15.24435,-9.080381
143,-18.413727,-7.3198514
144,-13.488522,-12.258843
145,-17.998611,-6.26692
146,-17.380823,-13.869971
147,-17.107916,-8.224611
148,-13.489112,-13.859752
149,-23.674217,1.6362405
150,-14.3562,-10.753948
151,-15.283248,-8.241609
152,-14.661638,-12.769648
153,-11.748847,-10.437577
154,-15.8756895,-8.942084
155,-13.086918,-16.32587
156,-17.99723,-10.406006
157,-15.017552,-5.4097757
158,-15.546108,-11.650736
159,-12.299516,-9.953595
160,-19.460093,-8.479975
161,-15.6135,-6.788901
162,-18.34534,-12.117562
163,-16.248241,-2.9702978
164,-18.67741,-13.103908
165,-12.633827,-11.008012
166,-12.739034,-15.443671
167,-18.126856,-9.30388
168,-13.970577,-9.713145
169,-19.68126,-0.95267045
170,-18.031786,-5.585525
171,-15.419819,-11.331613
172,-19.385008,-1.3572633
173,-20.8963,-7.600121
174,-15.426574,-13.324033
175,-16.7894,-11.823509
176,-6.123281,-7.1134167
177,-14.667634,-2.6556616
178,-15.36226,-12.402528
179,-14.848433,-3.1082878
180,-16.153189,-3.0915189
181,11.762429,-1.8347944
182,-3.7508302,-11.189312
183,-11.420434,-11.877856
184,-11.382354,-6.5164475
185,-8.799486,-5.2401996
186,-11.975652,-13.86565
187,-13.058265,-7.2704935
188,-8.469519,-7.5028806
189,-6.767084,-6.1327357
190,-3.3062787,-11.694438
191,-24.801882,2.7342536
192,-8.846267,-7.840046
193,-5.7198777,-9.438373
194,-24.961535,3.5128224
195,-25.49157,2.8724916
196,-17.81517,-4.8640327
197,-15.083379,-13.827339
198,-16.820059,-7.393457
199,-9.871554,-7.785077
200,-18.262905,5.965441
201,-18.298407,9.102197
202,-17.168995,5.193229
203,-17.055922,9.286392
204,-13.824926,10.426216
205,-16.476187,12.926956
206,-18.14211,8.136401
207,-20.377192,7.395697
208,-10.118775,12.2404995
209,1.0787071,22.793898
210,-4.358993,6.7675905
211,-3.7537668,25.360477
212,-15.680567,7.7299895
213,-14.442317,0.62218267
214,-2.0458903,-4.399762
215,-17.876507,7.249008
